nohhold,nomem,weeknr,inkhh,inknorm,inkrond,finsitu,inkeven,inkaank,inksec,loan1,loan2,loan3,ink25a,ink25b,ink25c,ecsit,zinvol,opzij,hoevopzy,opzij12,spaarm01,spaarm02,spaarm03,spaarm04,spaarm05,spaarm06,spaarm07,spaarm08,spaarm09,spaarm10,spaarm11,spaarm12,spaarm13,spaarm14,spaarm15,spaarm16,spaar1,spaar2,spaar3,spaar4,spaar5,spaar6,beschryf,toek01,toek02,toek03,toek04,toek05,toek06,toek07,toek08,toek09,toek10,toek11,toek12,uitgeven,plannen,periode1,bijhoud,potjes,pin1,pin2,chip1,chip2,autom,foon,smart,intern,zon,her1,her2,her3,her4,baby,plan,uitspr,hhrela,beslis,geldh,geluk,kenltd,kenhh,kenink,kenopl,kenwerk,manuur,vrouwuur,kunde,advies,con01,con02,con03,con04,con05,con06,con07,con08,con09,con10,work01,work02,work03,work04,work05,work06,work07,work08,work09,jeugd1,jeugd2,jeugd3,jeugd4,jeugd5,jeugd6,jeugd1_x,jeugd2_x,jeugd3_x,jeugd4_x,jeugd5_x,jeugd6_x,toek01_x,toek02_x,toek03_x,toek04_x,toek05_x,toek06_x,toek07_x,toek08_x,toek09_x,toek10_x,toek11_x,toek12_x
40570,1,201208,5,2,2,2,1,2, ,2,3,2,3,1,3,2,1,1,1,1,-7,-7,5,6,4,7,-7,7,-7,7,7,3,-7,6,5,6,6,5,1,7,4,1,3,4,4,5,4,5,1,4,5,5,4,6,3,5,7,1,1,2,1,2,2, ,1,1,1,5,25,50,0,0,50,2, , , , , ,2,8,2,10,7,4,40,40,2,8,2,3,2,3,5,4,2,1,3,2,6,6,6,6,6,2,2,4,4,1,4,5,4,3,1, , , , , , , , , , , , , , , , , , 
40709,1,201208,4,2,3,4,3, , ,2,1,2,3,2, ,3,1,1,2,2,4,6,6,6,6,1,4,4,5,6,5,2,4,7,4,4,5,5,3,5,3,2,1, , , , , , , , , , , , ,5,3,3,3,1,1,4,2, ,1,1,1,5,70,0,0,0,70,1,2,2,1,3,1,2,11,2,-9,4,4,36,20,2,6,3,3,3,1,3,3,2,4,2,4, , , , , , , , , , , , , , , ,1,5,2,4,2,3,4,4,3,2,4,2,4,4,3,3,3,4
40709,2,201208,4,2,3,4,3, , ,2,2,2,3,2, ,3,1,1,1,2,5,5,5,6,7,2,4,4,5,5,4,2,4,7,5,5,6,4,2,4,3,3,1, , , , , , , , , , , , ,5,4,3,3,1,1,4,2, ,1,1,1,5,50,0,0,0,75,1,2,1,1,3,1,2,11,2,-9,4,4,36,15,2,6,4,2,3,2,3,4,3,3,2,4, , , , , , , , , , , , , , , ,1,3,2,3,2,2,4,4,3,4,5,4,5,4,3,4,4,3
40850,1,201208,5,2,4,4,3, , ,2,1,2,4,1,4,2,1,1,3,1,6,7,6,6,7,3,4,5,7,7,4,4,6,7,4,2,4,6,4,4,4,4,-7, , , , , , , , , , , , ,6,1,3,4,2,1,4,1,2,1,1,1,4,30,100,100,90,90,1,2,1,2,5,1,2,12,4,10,4,4,50,50,2,3,3,4,2,1,1,2,4,2,5,3, , , , , , , , , , , , , , , ,1,5,2,2,3,3,5,6,1,1,5,5,6,7,1,2,2,5
40933,1,201220,6,1,3,2,2, , ,2,1,2,4,1,4,4,1,2, ,1,7,7,6,6,5,5,5,6,7,6,5,4,6,7,5,6,7,5,1,6,4,4,-7,5,5,3,2,4,7,6,6,1,1,1,2,6,2,3,2,2,1,4,1,1,1,1,1,5,45,80,70,45,100,1,2,2, , , ,2,6,3,10,7,4,40,40,2,6,3,3,1,4,4,5,3,3,1,4, , , , , , , , , ,1,5,2,4,1,2, , , , , , , , , , , , , , , , , , 
41091,1,201220,3,1,1,2,1,1,2,2,5,2,2,1,3,4,2,2, ,2,2,4,4,6,6,6,3,7,5,7,5,7,6,7,4,5,5,7,1,7,5,2,-7, , , , , , , , , , , , ,5,5,2,4,1,1,3,1,2,1,1,1,4,90,20,0,0,100,1,1,3,2, , ,2,9,2,9,6,4,38,30,2,6,2,4,2,2,3,3,4,3,2,4,5,4,6,7,3,4,2,3,3, , , , , , ,2,4,3,4,4,4,2,3,6,3,5,2,3,3,5,5,5,4
41234,1,201208,2,2,3,3,2, , ,1,3,2,3,2, ,3,1,1,1,1,-7,-7,-7,6,7,-7,-7,7,-7,7,7,-7,7,7,7,7,4,4,4,4,4,4,-7, , , , , , , , , , , , ,4,4,1,3,1,1,4,2, ,2,1,1,3,50,1,1,1,1,1,1,5,2, , ,2,8,2,-9,3,5,40,0,1,7,3,3,3,3,4,4,2,3,3,3, , , , , , , , , , , , , , , ,1,1,4,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4
41292,1,201220,5,2,4,4,3, , ,2,1,2,4,1,4,2,3,1,4,2,5,5,5,5,6,3,5,5,5,5,6,3,6,6,6,5,5,5,2,6,2,2,1, , , , , , , , , , , , ,5,1,3,5,2,1,4,1,1,1,1,1,5,60,100,20,0,100,1,2,2,2,5,2,2,11,4,9,6,4,40,32,4,7,3,4,4,2,2,4,4,4,2,4, , , , , , , , , , , , , , , ,4,5,1,4,4,4,7,6,2,6,3,3,5,5,3,1,3,5
41292,2,201220,5,2,3,4,3, , ,2,4,2,3,2, ,1,2,1,4,2,3,5,6,6,7,7,7,7,3,6,6,1,5,5,6,5,6,4,2,5,1,1,1, , , , , , , , , , , , ,7,4,4,3,4,1,4,1,2,3,1,1,3,70,100,50,0,100,1,3,2,1,2,2,2,11,2,9,6,4,50,40,2,6,1,1,3,1,5,5,1,3,1,5,7,7,5,6,6,7,4,7,4, , , , , , ,4,4,2,3,3,2,3,3,5,5,3,5,5,5,3,5,6,4
41387,1,201220,5,2,5,5,3, , ,-7,1,2,4,1,5,3,1,1,5,1,6,6,6,5,3,4,3,3,6,6,6,1,2,4,5,5,7,6,5,6,4,3,2, , , , , , , , , , , , ,6,1,4,5,1,1,4,1,2,1,1,1,4,60,80,65,40,100,2, , ,1,3,2,1,5,3,9,6,4,40,36,3,8,3,2,3,1,4,4,2,4,1,4,6,6,5,6,5,5,2,5,5, , , , , , ,1,2,3,1,1,2,6,5,4,3,3,4,6,5,3,2,3,2
41398,1,201208,4,2,3,3,2, , ,-7,2,2,3,2, ,4,2,1,-9,2,-7,-7,-7,4,4,-7,4,-7,-7,4,4,-7,-7,4,4,4,4,3,2,6,4,4,1, , , , , , , , , , , , ,6,1,3,5,1,1,4,1,1,1,1,1,5,50,50,0,0,0,2, , , , , ,2,9,2,-9,6,4,36,25,3,8,2,1,2,2,2,2,4,4,1,2, , , , , , , , , , , , , , , ,4,5,3,4,1,1,2,2,3,4,5,1,4,5,5,5,5,4
41446,1,201208,4,2,4,4,3, , ,-7,2,2,4,2, ,3,1,1,3,1,5,7,5,7,7,4,5,6,7,7,5,-7,7,7,7,6,1,1,1,7,1,1,-7,5,4,6,4,3,3,6,4,4,6,6,5,6,4,2,3,2,1,4,1,2,2,1,1,4,50,99,50,0,100,1,3,2,2,3,1,2,10,2,-9,3,4,36,12,1,6,3,2,1,5,3,4,4,3,5,4, , , , , , , , , ,3,3,1,4,3,3, , , , , , , , , , , , , , , , , , 
41446,2,201208,4,2,4,4,3, , ,2,-9,2,3,1,4,-9,1,1,3,1,6,7,5,5,7,4,4,4,6,6,4,-7,6,7,6,-7,7,7,1,7,1,1,-7,4,6,4,4,1,1,7,3,3,3,6,7,7,5,2,3,2,1,4,1,1,2,1,1,1,50,80,50,0,75,1,3,2,2,3,1,2,10,2,-9,3,4,8,12,1,6,4,3,1,5,5,4,4,3,1,5, , , , , , , , , ,4,5,1,3,4,4, , , , , , , , , , , , , , , , , , 
41537,2,201208,5,2,3,2,1,1,2,2,1,2,2,1,2,3,1,1,1,2,1,1,5,6,7,7,1,7,1,7,5,1,5,6,5,7,1,7,1,7,1,1,1, , , , , , , , , , , , ,4,5,3,2,3,1,4,1,2,1,1,1,5,50,0,0,0,100,2, , ,1,2,2,1,5,4,-9,6,4,40,25,1,6,4,3,1,2,4,4,3,4,3,4,7,7,7,7,7,5,1,2,5, , , , , , ,1,1,3,2,1,2,7,6,3,6,6,3,7,7,1,5,5,3
41628,1,201208,4,2,4,4,2, , ,-7,1,2,4,2, ,5,2,1,2,1,-7,-7,-7,6,-7,4,5,5,-7,5,-7,-7,-7,5,5,5,5,4,1,4,5,2,-7,3,2,3,3,3,3,5,5,3,3,3,3,4,3,1,5,2,1,4,1,2,1,1,1,5,70,70,30,10,100,2, , ,1,3,1,2,4,2,7,5,4,36,36,2,3,3,3,3,1,4,4,2,4,1,4,6,6,5,5,6,2,2,7,7,1,3,1,3,1,2, , , , , , , , , , , , , , , , , , 
41731,1,201208,4,2,3,4,2, , ,-7,2,2,2,2, ,2,3,2, ,3,4,6,6,6,6,6,3,6,5,5,5,2,6,7,5,5,5,2,2,2,2,2,-7,3,3,6,3,6,3,3,3,3,3,6,6,4,3,2,3,1,1,3,1,3,1,3,1,1,50,25,0,0,75,1,1,4,2,2,1,2,10,2,8,2,4,40,40,2,3,3,2,2,2,5,5,2,5,5,5, , , , , , , , , ,1,2,4,2,2,4, , , , , , , , , , , , , , , , , , 
41949,1,201208,3,2,3,4,2, , ,-7,3,2,2,1,2,3,1,1,2,1,3,4,6,6,5,4,5,4,3,6,7,2,3,6,6,6,7,7,1,7,1,1,3, , , , , , , , , , , , ,6,2,3,3,1,1,2,2, ,1,1,1,3,50,90,30,5,90,1,3,3,1,2,1,1,5,6,8,5,1,40,6,1,6,1,4,1,3,3,4,2,1,2,3,6,6,6,5,5,1,4,5,3, , , , , , ,2,2,3,2,1,1,2,1,4,4,5,4,6,5,1,1,1,4
41949,2,201208,3,2,3,4,2, , ,-7,3,2,3,1,2,2,1,1,2,1,2,4,6,6,5,5,6,4,4,7,7,2,4,6,6,5,7,5,1,6,3,1,3, , , , , , , , , , , , ,5,2,4,4,1,1,3,2, ,1,1,1,5,60,50,25,5,90,1,3,2,1,4,1,1,5,6,9,5,1,40,5,2,8,2,2,2,2,3,3,2,2,1,3,6,4,5,6,4,2,2,4,3, , , , , , ,2,2,3,2,2,2,3,2,4,4,5,5,5,5,3,4,3,3
41981,1,201208,4,2,3,2,3, , ,2,2,2,3,2, ,2,2,1,2,2,4,7,5,5,4,4,2,1,4,7,6,-7,6,6,4,4,6,4,1,6,3,2,2, , , , , , , , , , , , ,5,3,1,3,1,1,3,2, ,3,1,1,5,50,75,50,1,95,1,1,3,1,3,1,2,7,4,-9,4,4,40,20,2,6,3,3,2,1,4,4,3,3,1,4,6,6,6,6,6,1,5,7,4, , , , , , ,1,4,3,2,1,2,4,4,3,3,5,3,5,5,4,4,3,5
41981,2,201208,4,2,2,4,3, , ,-7,1,2,4,2, ,3,1,1,2,1,5,6,4,7,7,1,6,6,6,7,5,1,6,7,7,7,7,6,1,7,4,1,2, , , , , , , , , , , , ,7,5,4,5,3,1,3,1,1,1,1,1,5,50,80,10,0,99,1,1,3,1,3,1,2,7,3,-9,5,4,40,20,2,6,5,1,4,1,4,5,1,4,1,5, , , , , , , , , , , , , , , ,1,4,4,3,2,1,4,4,3,4,5,2,5,3,3,4,5,5
42029,1,201208,4,2,3,3,2, , ,2,1,2,2,2, ,3,1,1,1,1,1,5,1,3,5,1,1,7,1,6,1,1,3,6,5,1,7,7,1,7,1,1,4,5,1,4,1,5,4,5,4,5,6,7,5,3,3,3,4,2,1,4,1,1,1,1,1,5,50,50,0,0,50,1,1,3,1,5,1,1,7,4,8,5,4,40,25,3,1,4,3,3,1,1,1,2,1,1,1,7,7,7,7,7,7,3,4,1,4,5,3,1,3,2, , , , , , , , , , , , , , , , , , 
42213,1,201208,2,2,3,1,2, , ,2,3,2,3,2, ,3,2,2, ,2,1,2,-7,7,7,-7,-7,6,2,3,4,-7,2,7,7,-7,4,3,1,7,2,4,2, , , , , , , , , , , , ,6,3,3,3,1,1,4,2, ,3,1,1,4,70,80,0,0,20,1,1,5, , , ,3,11,2,6,4,4,30,20,2,6,1,3,2,3,3,3,3,3,3,4, , , , , , , , , , , , , , , ,4,5,1,3,3,2,4,2,5,2,4,2,3,2,5,5,4,4
42364,1,201208,5,2,5,5,3, , ,2,1,2,4,2, ,3,2,1,3,2,-7,-7,4,4,1,-7,1,7,1,7,4,-7,1,7,4,4,1,7,1,7,1,3,-7, , , , , , , , , , , , ,5,3,4,3,1,1,4,2, ,1,1,1,5,20,100,100,0,100,2, , ,1,3,1,2,8,2,9,4,4,40,32,2,8,4,1,2,1,3,4,1,3,1,5,7,7,7,4,4,1,1,7,4, , , , , , ,1,2,1,4,2,4,3,1,5,3,4,3,2,4,2,5,3,4
42364,2,201208,5,2,5,5,3, , ,-7,1,2,4,2, ,3,1,1,3,1,-7,-7,6,3,5,-7,2,7,4,5,5,1,-7,6,2,6,3,5,1,6,1,2,-7, , , , , , , , , , , , ,5,1,1,4,1,1,3,1,2,1,1,1,4,50,99,99,10,100,2, , ,1,3,1,1,9,2,9,3,4,40,28,2,8,4,1,3,2,3,4,1,4,2,4,7,3,6,7,5,1,3,4,2, , , , , , ,1,4,3,4,2,2,3,2,5,5,3,2,2,3,2,6,5,4
42365,1,201208,3,2,4,4,3, , ,-7,2,2,4,2, ,-9,2,1,2,2,2,6,-7,4,5,-7,-7,6,3,6,6,-7,6,6,6,6,3,3,2,2,2,2,1, , , , , , , , , , , , ,5,2,3,4,1,1,4,1,1,1,1,1,5,30,80,0,0,20,1,1,3,1,3,1,2,12,2,-9,2,5,0,0,3,8,4,2,1,1,3,4,1,3,1,5, , , , , , , , , , , , , , , ,1,4,2,4,1,4,4,3,3,4,4,3,1,3,1,1,1,1
42415,1,201234,5,2,5,5,1,1,3,2,3,2,4,2, ,3,2,1,3,1,4,4,6,6,7,4,4,6,4,7,5,2,4,7,6,5,7,6,2,7,5,2,1, , , , , , , , , , , , ,6,1,3,4,2,1,4,1,2,1,1,1,5,90,100,75,50,100,1,3,3,2,4,2,2,9,4,9,7,4,40,25,4,8,4,1,3,5,3,4,1,3,1,4,6,4,6,6,4,6,3,4,1, , , , , , ,1,2,1,2,4,4,4,5,2,5,4,3,5,4,3,5,2,3
42419,1,201208,4,2,1,4,3, , ,2,3,2,4,2, ,2,1,1,2,1,1,5,-7,7,7,-7,7,7,6,7,7,-7,7,7,6,-7,7,5,1,7,2,2,3, , , , , , , , , , , , ,6,1,1,4,1,1,2,2, ,1,1,1,4,50,100,80,0,100,1,1,3,1,3,1,1,13,2,9,5,4,0,0,2,2,5,5,1,1,3,3,3,3,1,4, , , , , , , , , , , , , , , ,4,5,1,4,4,4,3,3,5,3,5,3,5,4,5,5,5,5
42419,2,201208,4,2,5,4,3, , ,2,4,2,4,2, ,3,1,1,2,1,5,7,-7,7,7,-7,7,7,7,7,7,-7,7,7,7,-7,7,7,1,7,1,1,1, , , , , , , , , , , , ,6,1,1,5,1,1,4,2, ,1,1,1,2,50,100,50,0,100,1,1,3,1,3,1,2,13,2,8,3,5,0,0,1,2,2,5,1,1,4,4,1,3,4,4, , , , , , , , , , , , , , , ,4,5,1,4,2,1,6,5,5,5,6,3,5,3,3,4,5,5
42716,1,201208,5,2,5,4,3, , ,2,1,2,4,2, ,3,2,1,3,1,-7,-7,6,4,7,6,6,6,-7,7,6,4,-7,6,5,6,4,5,1,4,3,3,-7, , , , , , , , , , , , ,5,1,4,1,1,1,3,1,1,3,1,1,4,25,80,10,2,99,2, , ,1,5,1,2,5,2,9,5,4,38,32,3,8,5,1,2,1,4,5,1,4,2,4,6,6,6,6,6,1,5,5,5, , , , , , ,1,5,2,2,4,4,6,5,3,6,6,5,6,4,2,5,4,3
42716,2,201208,5,2,4,4,3, , ,2,1,2,4,2, ,3,2,1,3,1,-7,-7,6,6,7,6,6,7,-7,6,6,1,-7,6,6,6,6,6,1,7,5,2,-7, , , , , , , , , , , , ,6,1,3,1,1,1,4,2, ,3,1,1,1,10,50,10,1,99,2, , ,1,1,1,1,5,2,9,5,4,38,34,1,8,3,4,1,2,4,4,4,4,1,3,6,6,7,7,7,1,6,6,4, , , , , , ,1,2,2,2,3,3,3,3,6,5,6,5,6,3,3,6,5,5
42759,1,201208,5,2,3,4,2, , ,2,1,2,2,2, ,2,1,1,2,1,4,1,1,1,3,2,6,4,7,7,6,-7,5,7,3,6,7,1,4,4,3,1,-7, , , , , , , , , , , , ,5,5,3,2,1,1,3,1,3,1,1,1,3,40,90,1,0,50,1,1,3,1,3,1,1,7,4,9,5,4,40,20,2,4,5,1,5,1,4,4,1,4,1,4,6,6,6,6,4,4,3,6,5, , , , , , ,3,5,1,4,3,3,5,4,5,4,4,3,5,5,4,4,4,4
42818,1,201208,4,2,3,3,2, , ,1,2,2,3,2, ,3,2,2, ,2,3,4,6,6,6,6,3,6,2,6,6,2,4,7,6,6,1,7,1,6,1,1,-7, , , , , , , , , , , , ,4,3,2,3,1,1,4,2, ,1,1,1,5,70,0,0,0,50,1,1,3,1,2,1,1,7,4,9,5,4,36,20,1,6,5,1,5,1,3,5,1,4,1,5,7,7,7,7,4,1,4,7,4, , , , , , ,2,1,1,2,1,2,4,4,4,6,6,4,7,2,4,4,5,6
42818,2,201208,1,2,3,2,2, , ,1,2,2,2,2, ,3,2,2, ,2,4,4,4,4,7,6,4,6,4,6,6,3,4,6,6,6, , , , , , , , , , , , , , , , , , , ,4,2,2,3,1,1,4,2, ,1,1,1,5,70,0,0,0,50,1,1,4,1,4,1,1,7,4,9,5,4,36,20,2,6,2,5,3,1,3,5,3,3,1,3,7,7,5,7,6,1,3,7,4, , , , , , ,1,2,4,2,2,3,6,5,2,6,6,4,7,4,1,1,1,4
42867,1,201220,5,2,4,4,2, , ,1,1,2,3,2, ,4,1,1,2,1,1,4,7,6,6,4,1,2,1,7,7,1,6,7,5,3,7,4,2,7,1,3,1, , , , , , , , , , , , ,5,1,5,1,2,1,4,1,2,1,1,1,4,30,90,50,0,100,1,3,3,1,3,1,2,10,2,10,6,4,32,20,2,8,2,4,2,2,4,5,5,3,2,3,7,7,6,7,7,1,2,7,5, , , , , , ,1,4,4,3,2,3,2,2,6,3,2,2,3,3,4,4,3,4
42982,1,201208,2,2,2,2,1,2, ,1,4,2,2,2, ,3,2,1,1,1,-7,-7,5,7,3,-7,4,3,-7,7,5,-7,-7,7,6,2,6,2,1,5,2,1,4, , , , , , , , , , , , ,5,2,1,3,1,1,4,2, ,1,1,1,5,40,80,0,0,80,2, , , , , ,3,6,2,6,3,4,38,34,2,8,2,4,1,2,4,5,4,3,2,1, , , , , , , , , , , , , , , ,4,5,2,4,4,3,2,2,6,5,2,5,6,4,1,2,2,4
43063,1,201208,5,2,4,4,1,1,3,2,1,2,4,2, ,2,2,1,2,1,4,4,5,7,4,1,5,4,1,5,3,1,5,5,7,5,3,1,1,6,7,6,3, , , , , , , , , , , , ,3,3,4,5,2,1,2,1,2,1,1,1,5,10,100,100,0,100,1,1,2,1,4,1,1,7,4,10,6,4,40,20,3,8,2,2,4,1,5,5,1,5,1,4,6,4,5,6,6,1,2,5,2, , , , , , ,1,5,1,4,1,1,4,4,2,2,2,3,4,4,2,3,2,2
43063,2,201208,5,2,4,4,2, , ,2,3,2,3,2, ,3,1,2, ,3,6,7,6,5,7,3,2,6,6,6,7,1,5,7,5,7,6,4,1,4,2,3,-7, , , , , , , , , , , , ,3,3,4,3,2,1,2,2, ,3,3,1,3,20,10,10,10,70,1,1,5,1,3,1,1,7,4,9,6,4,36,20,2,9,2,4,2,2,3,4,4,2,2,3, , , , , , , , , , , , , , , ,2,4,1,3,3,1,4,3,1,3,2,3,3,3,5,4,2,2
43100,2,201208,-9, ,5,5,3, , ,-7,-9,2,5,2, ,4,1,1,-9,1,-7,-7,7,6,6,6,6,7,-7,7,7,1,1,6,6,7, , , , , , , , , , , , , , , , , , , ,7,1,5,4,2,1,4,1,1,1,1,1,5,30,75,3,0,100,2, , ,1,2,2,2,6,4,-9,7,4,40,28,2,1,4,4,2,2,3,3,2,2,4,5, , , , , , , , , , , , , , , ,1,5,5,3,1,1,5,4,2,2,5,6,7,7,1,1,1,1
43183,1,201208,4,2,3,4,2, , ,-7,3,2,2,2, ,2,2,1,1,2,5,7,7,7,7,1,6,4,5,7,7,1,-7,-7,-7,4,7,2,1,7,2,1,2, , , , , , , , , , , , ,6,1,1,5,1,1,4,1,2,1,1,1,5,80,100,80,0,100,1,1,2, , , ,2,12,2,10,6,4,36,30,2,8,2,4,3,2,4,3,5,4,3,3, , , , , , , , , , , , , , , ,3,5,4,2,3,3,5,5,1,7,6,1,6,5,2,4,5,6
43196,1,201208,5,2,4,4,3, , ,2,2,2,4,2, ,3,1,1,3,1,6,7,6,6,7,3,4,5,5,5,6,3,6,7,6,6,6,2,2,6,2,2,-7, , , , , , , , , , , , ,6,6,1,4,2,1,4,2, ,1,1,1,4,20,80,20,0,100,1,1,3,1,3,1,2,9,3,8,5,4,40,30,2,6,4,2,4,2,4,4,2,4,2,4,6,6,6,6,5,2,6,6,5, , , , , , ,3,2,2,1,2,2,5,3,3,6,6,4,5,4,4,4,4,4
43527,1,201208,5,2,4,4,3, , ,2,2,2,4,2, ,3,1,1,3,1,4,6,4,6,4,6,2,5,3,6,3,4,4,5,6,5,4,3,2,4,3,4,-7, , , , , , , , , , , , ,5,4,2,4,1,1,4,2, ,1,1,1,5,60,80,20,1,99,1,1,3,2,3,2,2,8,5,9,6,4,40,20,3,2,4,2,4,3,4,5,3,3,2,5,3,5,6,6,6,6,3,4,7, , , , , , ,1,2,4,1,4,3,5,5,3,5,5,4,5,2,4,4,6,3
43630,1,201208,4,2,4,4,2, , ,-7,2,2,4,1,3,3,1,1,4,2,6,6,6,6,6,6,6,4,5,6,5,-7,6,6,5,5,5,2,2,5,5,5,3, , , , , , , , , , , , ,5,2,3,2,1,1,3,2, ,3,1,1,4,10,100,50,0,80,1,2,2,2,3,1,2,11,3,6,2,4,20,20,2,1,4,3,2,2,4,4,3,4,2,4, , , , , , , , , , , , , , , ,1,2,4,4,2,4,2,2,3,2,3,2,2,2,2,2,2,3
43648,2,201237,6,2,5,5,3, , ,2,2,2,3,2, ,2,1,1,4,1,2,5,7,2,2,1,1,5,2,6,7,-7,7,7,2,-7,7,2,4,6,1,4,3, , , , , , , , , , , , ,6,1,3,2,1,1,3,2, ,1,1,1,2,40,90,25,1,100,1,1,3,1,3,1,1,10,4,11,6,4,50,40,1,6,2,2,1,2,4,5,3,4,1,3,7,7,5,7,7,7,3,7,5, , , , , , ,4,5,1,2,4,3,5,4,4,2,4,4,4,4,1,4,3,2
43744,1,201208,5,2,4,4,2, , ,2,3,2,2,2, ,3,2,2, ,2,5,6,4,3,7,2,3,4,4,4,3,2,5,7,2,5,6,3,2,6,3,3,3, , , , , , , , , , , , ,5,2,2,3,2,1,4,1,1,1,1,1,5,90,95,10,1,95,1,1,3,1,4,1,1,12,2,9,6,5,5,5,4,8,4,4,2,1,3,3,1,3,3,2, , , , , , , , , , , , , , , ,4,3,1,4,1,1,5,3,1,5,4,2,5,4,1,5,2,2
43946,1,201208,5,2,3,2,2, , ,2,2,2,3,2, ,2,2,2, ,2,-7,3,4,7,7,-7,-7,5,1,7,-7,-7,4,7,7,4,7,7,1,7,1,1,-7,5,4,3,2,5,4,6,4,1,4,2,2,7,1,3,3,4,1,4,1,1,3,1,1,5,50,50,0,0,100,1,3,1,2,3,2,2,7,3,9,5,4,36,36,3,6,4,1,2,4,4,4,1,4,1,4,7,7,7,7,7,7,1,7,1,4,1,3,2,3,2, , , , , , , , , , , , , , , , , , 
43999,1,201208,3,2,2,3,1,2, ,-7,5,2,3,2, ,2,4,2, ,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,6,7,-7,6,6,6,-7,4,1,1,6,1,1,-7, , , , , , , , , , , , ,5,4,1,4,1,1,1,2, ,3,1,1,3,40,0,0,0,0,1,1,5,1,3,1,2,13,2,6,1,4,0,0,2,8,3,2,5,1,2,2,2,2,2,2, , , , , , , , , , , , , , , ,4,5,1,2,4,4,4,2,2,2,2,2,1,1,1,1,1,1
44174,2,201208,4,2,3,4,3, , ,-7,1,2,4,2, ,3,1,1,3,1,4,6,-7,7,6,3,6,6,7,7,7,1,7,7,7,4,7,4,1,6,4,4,3, , , , , , , , , , , , ,6,1,3,3,1,1,4,1,2,3,1,1,5,60,100,10,0,100,1,2,5, , , ,2,12,2,7,6,5,0,0,2,6,4,2,4,1,5,5,2,4,2,5, , , , , , , , , , , , , , , ,4,5,1,4,4,4,5,5,3,2,1,5,6,5,3,3,5,3
44366,1,201208,4,2,5,5,3, , ,2,3,2,4,2, ,2,2,1,3,2,4,5,6,5,5,5,3,6,5,5,6,3,4,6,5,3,4,4,3,5,4,3,2, , , , , , , , , , , , ,5,3,3,5,2,1,2,1,2,3,3,1,4,50,100,100,0,100,1,1,2,2,3,2,2,10,2,9,6,2,0,0,2,6,1,4,1,3,3,3,3,3,3,4,3,2,6,5,3,6,2,2,6, , , , , , ,4,1,1,2,4,3,4,2,5,4,5,3,5,4,4,3,4,4
44421,1,201220,4,2,3,2,2, , ,2,4,2,3,2, ,2,1,1,1,2,4,5,-7,7,7,1,1,4,1,7,-7,-7,6,-7,-7,2,4,6,1,6,6,1,2, , , , , , , , , , , , ,4,4,3,4,1,1,4,1,1,1,1,3,5,95,99,99,1,99,1,1,3,2,3,1,2,11,2,8,3,5,25,25,2,3,4,2,4,3,3,3,2,3,1,5, , , , , , , , , , , , , , , ,4,2,2,2,3,2,2,4,4,6,4,4,7,7,1,4,1,1
44442,1,201208,4,2,5,5,3, , ,-7,2,2,4,2, ,2,1,1,3,2,4,4,7,4,7,1,4,5,4,6,6,-7,5,5,4,4,4,4,1,7,4,4,2, , , , , , , , , , , , ,5,1,3,4,1,1,2,2, ,2,1,1,3,50,99,25,0,50,1,1,3,1,4,1,2,11,2,-9,2,4,32,0,2,6,5,4,2,1,4,4,3,3,1,5, , , , , , , , , , , , , , , ,1,1,4,2,4,4,4,3,1,6,5,5,6,5,2,5,2,5
44449,1,201208,3,2,3,3,2, , ,2,3,2,3,2, ,1,1,1,2,1,7,7,4,6,7,1,1,6,7,7,4,1,7,7,7,-7,7,7,1,7,1,1,1, , , , , , , , , , , , ,6,5,1,3,2,1,3,1,2,2,2,1,2,30,70,30,0,90,1,1,3,2,3,7,2,11,2,6,5,4,36,20,2,2,4,3,2,2,3,3,3,3,2,4, , , , , , , , , , , , , , , ,4,4,2,2,3,3,3,2,5,3,3,3,2,3,5,5,5,3
44449,2,201208,4,2,3,3,2, , ,-7,3,2,3,2, ,2,3,1,-9,1,4,6,7,7,7,-7,3,7,7,7,7,-7,4,7,7,5,4,7,2,6,4,4,-7, , , , , , , , , , , , ,6,1,3,3,4,1,3,1,1,3,3,1,1,65,50,50,0,75,1,1,3,1,3,-7,1,11,2,8,3,4,36,16,2,3,5,1,1,1,3,1,4,5,1,5, , , , , , , , , , , , , , , ,4,4,2,3,3,4,7,1,7,7,7,7,4,7,7,7,7,7
44494,1,201220,4,2,4,4,3, , ,-7,1,2,4,2, ,3,3,1,2,1,7,7,1,1,7,1,1,7,7,7,-7,-7,7,7,7,7,1,6,1,1,6,1,-7, , , , , , , , , , , , ,6,1,4,3,1,1,4,2, ,3,1,1,4,0,100,100,0,100,1,1,1, , , ,1,10,2,-9,4,4,40,36,2,3,3,3,1,2,5,4,1,4,1,5, , , , , , , , , , , , , , , ,4,5,1,4,4,4,1,1,6,6,6,1,6,6,1,1,6,6
