nohhold,nomem,psy1,psy2,inkhh,inknorm,inkrond,finsitu,inkeven,inkaank,inksec,loan1,loan2,loan3,ink25a,ink25b,ink25c,ecsit,zinvol,opzij,hoevopzy,opzij12,spaarm01,spaarm02,spaarm03,spaarm04,spaarm05,spaarm06,spaarm07,spaarm08,spaarm09,spaarm10,spaarm11,spaarm12,spaarm13,spaarm14,spaarm15,spaarm16,stig01,stig02,stig03,stig04,stig05,stig06,stig07,stig08,stig09,stig10,stig11,stig12,stig13,stig14,stig15,stig16,stig17,stig18,stig19,stig20,stig21,situat1,situat2,situat3,situat4,situat5,situat6,situat7,spaar1,spaar2,spaar3,spaar4,spaar5,spaar6,beschryf,toek01,toek02,toek03,toek04,toek05,toek06,toek07,toek08,toek09,toek10,toek11,toek12,uitgeven,control,plannen,periode1,bijhoud,potjes,pin1,pin2,chip1,chip2,autom,foon,intern,zon,her1,her2,her3,her4,baby,plan,uitspr,hhrela,beslis,geldh,geluk,kenltd,kenhh,kenink,kenopl,kenwerk,manuur,vrouwuur,kunde,advies,con01,con02,con03,con04,con05,con06,con07,con08,con09,con10,locus01,locus02,locus03,locus04,locus05,locus06,locus07,locus08,locus09,locus10,locus11,locus12,locus13,work01,work02,work03,work04,work05,work06,work07,work08,work09,jeugd1,jeugd2,jeugd3,jeugd4,jeugd5,jeugd6
2117,2,1,0,5,2,4,3,2, , ,2,1,2,3,2, ,2,1,2, ,2,1,1,5,6,5,1,4,7,1,6,6,1,1,6,6,2,6,1,1,6,3,1,5,6,2,6,4,7,7,1,7,7,2,2,6,2,5,6,5,2,6,4,6,6,6,6,2,6,1,1,-7,1,1,5,5,6,1,3,1,5,6,6,6,5,4,3,1,5,1,1,4,2, ,2,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2119,1,1,1,5,2,4,4,2, , ,-7,2,2,3,2, ,2,2,1,2,1,2,5,4,7,7,7,6,7,2,7,5,1,4,7,7,4,7,1,1,6,6,5,4,7,1,7,5,7,7,1,6,7,1,4,6,4,4,3,4,6,3,6,2,6,7,7,1,6,6,2,-7,6,4,4,2,3,2,7,6,2,4,2,5,7, ,2,3,4,4,1,3,2, ,2,2,5,10,100,80,0,100,1,1,3, , , ,2,13,2,9,4,5,0,0,1,1,1,2,4,1,2,3,3,2,2,4,4,6,3,5,5,5,5,2,2,6,4,2,1, , , , , , , , , ,4,5,5,4,4,4
2139,1,1,1,5,2,4,4,3, , ,-7,2,2,4,2, ,2,2,1,3,1,4,6,6,6,6,2,4,6,2,6,6,1,1,6,6,6,6,3,2,7,4,2,7,7,2,7,7,7,7,1,7,7,2,2,7,6,2,7,6,1,6,3,6,6,6,6,1,6,1,1,-7,6,5,2,2,5,5,5,5,5,5,2,2,6,7,1,3,3,1,1,1,1,1,2,5,2,10,0,0,0,50,1,2,3, , , ,3,10,3,6,6,4,50,20,2,3,3,1,3,1,5,5,1,5,1,5,5,3,3,6,7,6,6,1,2,5,3,4,3, , , , , , , , , ,4,5,1,4,1,1
2140,1,1,1,4,2,3,3,2, , ,-7,2,2,3,2, ,3,1,1,1,1,1,4,2,7,7,1,4,4,2,7,4,1,5,6,7,1,5,3,1,7,4,3,2,7,3,5,3,6,6,1,7,7,4,1,7,6,4,3,3,4,3,4,3,2,6,5,1,5,3,3,-7,3,3,5,5,6,2,2,2,4,5,5,5,5, ,1,1,5,2,1,3,2, ,-9,2,2,10,0,0,0,0,1,1,5, , , ,2,13,2,5,2,5,0,0,1,2,2,4,3,1,3,2,3,2,4,1,4,3,4,2,3,3,5,5,1,2,4,5,2, , , , , , , , , ,4,5,1,4,3,1
2140,2,1,1,4,2,3,3,2, , ,2,2,2,3,2, ,3,2,1,1,2,1,3,2,6,7,1,2,5,3,7,2,1,5,7,7,2,4,2,1,7,4,1,1,6,1,5,3,6,7,2,7,7,4,2,7,5,4,4,2,5,2,4,2,1,5,4,1,4,1,1,-7,4,5,3,3,5,2,4,4,2,4,2,4,6,4,3,2,4,2,1,3,2, ,-9,2,2,15,0,0,0,0,1,1,5, , , ,2,13,2,-9,2,5,0,36,2,2,3,2,5,2,4,4,1,4,2,4,5,1,4,2,4,4,2,4,1,3,3,5,1, , , , , , , , , ,4,5,1,4,2,3
2144,1,1,1,1, ,4,4,3, , ,-7,3,2,4,2, ,-9,3,1,-9,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,6,4,1,7,4,4,4,4,4,4,7,7,7,3,2,2,6,2,4,4,4,4,4,4,4, , , , , , , ,4,4,4,4,4,4,4,4,4,4,4,4,6,6,2,3,3,1,1,2,2, ,2,2,5,50,0,0,0,1,2, , , , , ,2,8,3,-9,5,4,40,35,2,4,3,3,3,3,3,3,3,3,2,4,1,2,2,1,6,4,6,6,5,7,2,5,1,6,6,5,6,6,7,5,6,2,1,5,3,4,3,3
2165,1,1,1,5,2,3,4,3, , ,-7,2,2,4,2, ,3,1,1,2,1,2,4,7,6,7,4,4,5,2,5,5,1,4,4,7,4,5,4,1,7,5,1,7,7,1,5,7,7,7,1,5,7,3,1,7,7,4,4,4,4,4,4,4,7,1,1,1,7,4,4,-7,5,4,1,5,5,4,7,7,4,4,1,4,7,7,1,1,5,2,1,4,1,2,-9,-9,-9,0,100,100,0,100,1,1,2, , , ,2,10,2,-9,5,5,35,0,2,8,3,1,4,1,5,5,1,5,1,5,4,1,4,7,7,7,7,1,7,4,1,4,1, , , , , , , , , ,4,5,1,3,2,2
2182,1,1,1,-9,2,3,4,2, , ,2,2,2,3,2, ,3,2,1,1,2,1,1,1,4,4,1,1,6,1,4,1,1,1,4,2,2,3,1,1,3,3,1,2,5,2,4,4,6,6,1,3,5,6,2,4,1,4,1,1,1,1,1,1,1,4,1,6,4,4,1,1,4,4,6,2,4,3,1,1,1,1,1,1,1, ,3,2,2,1,1,2,2, ,3,2,5,0,0,0,0,0,1,1,4, , , ,1,9,4,-9,3,4,80,80,1,1,3,3,3,5,3,3,3,3,3,4,2,2,2,6,4,4,4,4,2,4,4,4,6,6,6,6,6,4,4,4,5,5,4,4,1,3,1,1
2182,2,1,1,-9,-9,3,4,2, , ,2,3,2,3,2, ,3,2,1,-9,1,4,4,5,6,7,1,4,6,4,6,3,1,4,6,4,5,6,3,2,4,4,4,2,4,2,6,3,6,4,2,6,7,4,2,6,4,2,4,4,4,4,4,4,4,4,4,2,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,7, ,3,1,4,1,1,4,1,2,-9,2,4,50,50,50,50,0,1,1,3, , , ,2,9,4,-9,4,4,40,40,1,1,3,3,3,3,3,3,3,3,3,3,2,2,2,4,2,2,2,2,6,4,4,6,6, , , , , , , , , ,4,5,1,3,1,2
2184,1,1,1,6,2,3,1,1,1,3,2,5,2,1,1,4,5,2,2, ,3,1,2,6,5,1,4,1,5,1,6,5,1,1,5,5,5,1,1,1,4,5,2,2,6,1,5,3,4,2,3,4,1,7,1,4,6,7,7,7,2,7,5,5,7,3,1,5,5,1,2,4,4,4,6,4,5,5,5,5,6,6,5,4,5,4,2,1,3,1,1,3,2, ,2,2,5,50,95,90,30,99,1,1,3, , , ,1,7,4,-9,6,4,36,20,3,6,2,2,1,4,4,4,2,2,1,3,2,2,4,2,7,7,6,2,3,3,5,3,1,7,7,7,6,6,6,1,3,6,1,3,1,2,4,2
2189,1,1,1,5,-9,3,4,2, , ,-7,2,2,3,2, ,3,2,2, ,2,1,1,1,4,4,1,4,5,1,5,4,2,1,6,5,5,5,3,1,3,3,4,5,5,2,6,4,5,5,3,5,5,4,2,5,4,3,2,2,2,2,4,2,4,5,6,4,6,4,2,-7,3,3,4,5,4,3,5,4,3,3,3,5,6,4,3,1,4,1,1,3,2, ,-9,2,2,5,40,5,0,80,2, , , , , ,2,10,2,-9,6,4,28,32,1,4,4,1,4,2,3,4,2,3,1,4,3,2,3,2,5,4,4,3,6,5,4,4,2, , , , , , , , , ,4,5,1,4,3,2
2197,1,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100,50,0,0,25,1,1,4, , , ,2,11,2,-9,5,5,0,0,1,4,1,5,1,3,3,4,5,4,3,3,4,1,1,5,6,6,2,4,1,6,1,4,6, , , , , , , , , ,4,3,5,4,2,1
2197,2,1,1,5,2,3,2,1,2, ,2,3,2,2,2, ,2,2,2, ,3,1,4,6,6,6,1,1,4,1,6,6,1,4,6,4,4,4,1,1,6,5,4,2,7,2,7,2,7,4,1,6,7,1,1,7,4,4,4,4,4,4,4,4,6,4,7,1,7,1,1,-7,5,4,4,3,5,2,4,4,4,4,6,6,4,7,1,4,4,1,1,4,1,2,-9,2,4,70,100,0,0,100,2, , , , , ,2,11,2,8,4,5,0,0,2,2,5,1,3,1,4,5,1,4,1,4,7,4,2,4,6,4,4,4,1,7,2,6,6, , , , , , , , , ,4,5,2,4,1,2
2200,1,1,1,5,1,3,3,1,1,2,2,2,2,2,2, ,3,2,1,1,2,3,5,6,4,1,1,1,3,2,5,5,1,3,5,1,3,3,4,3,6,3,3,4,5,3,5,4,6,7,1,3,7,1,1,3,6,4,2,1,5,3,4,3,1,7,7,1,5,1,1,1,3,1,5,6,5,4,5,3,4,5,5,6,6,1,2,1,4,2,1,4,1,1,2,3,-9,50,100,50,0,100,1,1,3, , , ,2,6,5,-9,3,4,40,20,2,6,5,1,3,1,4,5,1,4,1,5,4,2,2,5,5,6,4,5,7,3,2,2,1, , , , , , , , , ,4,2,2,2,1,1
2239,1,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,50,0,0,0,0,1,-9,3, , , ,2,12,2,6,2,5,0,0,1,1,1,3,1,3,2,1,3,4,2,3,5,3,6,4,7,7,4,3,3,5,3,3,6, , , , , , , , , ,4,5,1,4,3,2
2244,1,1,1,4,2,2,2,2, , ,-7,2,2,3,2, ,3,2,2, ,2,1,3,6,6,7,6,1,4,1,6,6,1,5,7,7,6,6,4,1,7,5,6,4,7,1,7,5,7,7,1,7,7,1,7,7,6,2,4,2,3,2,4,1,1,7,7,1,7,1,1,-7,5,3,4,5,5,3,6,6,3,3,3,3,7, ,1,2,5,3,1,2,2, ,3,2,2,80,20,0,0,20,1,1,3, , , ,1,9,2,9,4,4,40,24,2,3,4,1,2,1,5,5,1,4,1,5,7,4,5,3,3,4,6,2,6,5,1,1,2, , , , , , , , , ,4,5,1,2,1,1
2253,1,1,1,3,2,4,4,2, , ,2,2,2,3,2, ,3,1,1,2,2,7,7,7,7,7,1,7,7,7,7,7,1,7,7,7,7,7,1,1,7,7,7,7,7,1,7,4,7,7,1,7,7,1,1,7,7,1,7,4,6,4,7,4,7,7,4,1,4,1,1,2,7,7,3,3,7,4,7,7,1,4,4,4,6,5,1,4,3,1,1,1,1,1,2,2,4,100,70,50,1,9,1,-9,1, , , ,2,12,2,4,5,5,10,30,2,2,5,1,4,1,4,5,1,4,1,5,7,4,4,4,4,7,7,1,5,1,2,2,1, , , , , , , , , ,1,1,4,1,4,4
2299,1,1,1,5,2,4,4,3, , ,-7,2,2,3,2, ,4,3,2, ,3,2,5,6,5,6,1,6,7,2,5,6,1,6,5,2,5,6,2,1,5,6,1,7,3,2,6,5,6,3,2,6,7,5,2,7,3,2,5,6,2,6,5,5,6,7,3,5,5,6,3,1,1,1,6,6,6,2,2,1,6,6,7,6,6,5,2,2,3,1,1,3,1,1,-9,5,2,80,100,60,0,100,1,1,3, , , ,2,11,2,5,2,5,0,6,2,4,4,1,4,1,3,4,2,5,1,4,4,2,2,3,5,6,6,2,2,3,5,4,5, , , , , , , , , ,4,3,1,4,2,2
2310,1,1,1,4,2,2,2,1,2, ,-7,4,2,2,2, ,3,4,2, ,2,1,1,1,6,7,1,4,7,1,7,1,1,1,7,6,6,7,1,1,7,7,7,7,7,2,7,1,7,7,1,7,7,4,4,7,7,4,1,1,2,6,4,1,1,1,7,1,7,1,1,-7,7,7,1,6,1,4,6,7,7,7,7,7,4,1,4,1,3,1,1,1,1,1,3,2,2,50,0,0,10,10,2, , , , , ,2,13,1,7,3,5,25,15,1,6,5,1,5,1,5,5,1,5,1,5,1,1,7,1,7,7,7,4,7,7,7,3,5, , , , , , , , , ,4,5,1,4,4,4
2311,1,1,1,6,2,4,4,1,1,2,-7,1,2,3,2, ,3,3,2, ,3,1,4,4,4,6,4,4,4,1,4,4,1,4,6,5,5,5,4,2,6,5,2,5,5,2,5,5,6,6,2,6,6,2,7,7,5,2,5,5,2,4,4,4,7,6,6,2,6,2,2,-7,3,2,5,5,5,2,5,4,5,4,4,5,5,6,1,1,4,1,1,3,1,1,-9,5,4,65,100,100,0,100,1,1,5, , , ,2,13,2,8,6,5,0,0,3,9,3,2,3,1,4,4,1,4,1,4,4,4,4,4,5,4,4,4,4,4,4,4,1, , , , , , , , , ,4,5,1,4,4,4
2311,2,1,1,6,2,4,4,2, , ,-7,1,1,3,2, ,3,2,2, ,3,6,4,4,4,4,2,2,6,2,4,4,2,4,6,4,4,5,3,4,6,4,2,3,5,2,5,4,6,6,2,5,6,2,2,6,4,2,5,5,2,5,2,4,7,7,7,2,7,2,2,-7,4,2,5,2,4,2,4,4,4,4,4,6,5,5,2,1,4,1,1,3,1,1,-9,4,4,35,100,100,0,100,1,1,3, , , ,2,13,2,8,5,5,0,0,2,9,4,1,3,1,5,5,2,5,1,5,4,4,4,4,7,4,4,5,4,5,4,4,2, , , , , , , , , ,4,5,1,4,4,4
2318,1,1,1,5,2,3,3,2, , ,2,5,2,3,2, ,3,2,2, ,3,2,6,1,6,7,1,1,4,2,6,1,1,6,6,7,4,6,1,4,6,5,4,7,6,2,6,2,7,6,1,6,3,1,1,2,6,4,4,4,5,3,4,2,6,7,7,1,7,1,1,1,6,6,1,1,6,4,7,7,1,1,1,1,5,7,5,2,4,2,1,4,2, ,2,2,-9,45,5,0,0,100,1,1,3, , , ,3,10,3,9,5,4,35,15,2,3,4,4,3,1,4,4,2,4,1,4,4,4,2,5,6,6,6,2,7,7,6,2,1, , , , , , , , , ,3,3,2,4,2,2
2338,1,1,1,6,2,4,4,2, , ,2,2,2,4,2, ,4,1,1,2,1,1,1,5,4,5,2,2,5,1,5,5,2,1,5,4,5,5,3,2,4,3,4,5,5,2,5,5,5,5,2,5,5,2,1,3,4,4,5,5,3,5,3,4,5,4,3,2,4,4,5,2,4,5,2,3,3,2,5,5,3,3,2,3,5,5,2,2,5,4,1,4,1,1,2,2,-9,80,50,10,0,100,2, , , , , ,2,9,4,9,6,4,40,20,3,3,4,2,4,2,4,4,2,4,1,4,5,4,5,5,5,5,5,2,2,4,2,2,3,6,6,6,6,6,4,2,4,1,1,2,2,2,2,2
2355,1,1,1,5,2,3,4,3, , ,1,1,2,4,2, ,2,1,1,3,2,4,4,5,6,7,1,1,4,4,5,5,1,1,5,5,4,6,2,2,5,4,2,3,6,2,6,6,6,7,1,6,6,3,1,7,4,2,4,4,4,4,4,4,4,6,7,1,7,1,1,3,5,5,1,6,6,2,4,3,2,2,5,4,5, ,2,2,4,1,1,3,1,1,2,2,2,80,100,100,0,100,1,1,3, , , ,3,1,2,-9,4,4,38,20,1,1,3,1,2,2,4,5,3,5,1,5,2,6,3,2,6,6,6,4,4,3,2,2,4, , , , , , , , , ,4,5,1,4,4,2
2355,2,1,1,5,2,3,4,3, , ,1,3,2,4,2, ,-9,2,1,1,1,4,7,5,5,7,2,5,6,6,7,6,1,4,7,6,6,7,2,1,6,6,3,2,7,1,7,5,6,7,1,7,7,2,1,7,7,6,4,4,4,5,4,4,5,7,7,1,7,7,1,-7,5,5,5,4,6,3,1,1,2,2,3,7,6,7,1,1,5,1,1,2,1,1,-9,2,2,50,40,0,0,50,1,2,3, , , ,3,10,2,-9,4,4,0,38,2,4,3,2,4,1,4,4,5,3,1,3,6,2,5,1,7,6,4,7,1,4,5,2,6, , , , , , , , , ,1,5,3,4,1,1
2373,2,1,1,5,2,4,4,2, , ,-7,2,2,3,2, ,3,1,1,2,2,4,4,5,5,5,1,5,5,5,5,5,1,4,4,1,4,5,5,1,5,5,1,4,5,1,5,5,5,1,1,5,6,6,6,6,5,5,2,2,2,5,5,5,5,5,6,6,6,6,5,2,6,1,7,7,7,1,7,7,1,1,7,7,7,7,6,1,4,1,1,3,2, ,-9,4,2,50,80,0,0,90,1,1,1, , , ,2,12,2,7,5,5,0,0,2,1,3,1,3,1,4,4,1,5,1,5,7,7,7,7,7,7,7,1,6,6,1,1,6, , , , , , , , , ,4,5,1,4,4,2
2386,2,1,1,4,2,4,4,3, , ,-7,1,2,3,2, ,3,1,1,1,1,4,4,4,5,6,1,1,4,1,7,4,1,4,7,6,4,5,2,1,7,7,4,1,7,1,7,7,7,7,1,7,7,1,1,7,7,4,4,1,4,4,4,2,4,4,1,1,4,1,1,-7,4,4,4,4,4,1,4,2,4,4,4,4,7, ,1,3,3,1,1,4,2, ,-9,2,2,80,80,80,0,80,1,1,3, , , ,2,12,2,7,2,5,0,0,2,4,3,3,5,3,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,6,1,4,4, , , , , , , , , ,4,5,1,4,4,4
2440,1,1,1,4,2,3,4,2, , ,1,1,1,3,2, ,2,2,1,1,1,1,1,4,1,7,1,1,4,2,6,6,1,6,6,1,6,7,5,1,2,6,6,6,7,1,7,4,7,7,1,7,7,3,1,7,7,4,4,4,4,4,4,4,3,1,7,4,3,1,1,4,4,2,6,4,4,4,5,5,2,4,5,4,5,7,1,1,4,2,1,4,1,2,2,2,-9,0,0,0,0,0,1,1,5, , , ,2,10,4,-9,2,4,40,40,3,9,1,3,1,4,3,5,1,3,5,3,4,4,1,1,7,7,7,3,6,1,4,4,1,3,3,7,7,4,1,1,7,6,4,5,1,4,4,3
2471,1,1,1,2,2,1,3,2, , ,-7,4,2,3,2, ,1,1,2, ,4,1,1,5,5,7,1,5,3,1,5,5,4,3,7,5,3,5,5,1,6,3,4,4,4,1,7,2,7,7,3,6,7,4,5,7,5,3,3,1,6,2,4,1,1, , , , , , , ,3,3,3,3,5,4,6,4,3,3,3,3,5, ,6,2,1,1,1,3,1,1,-9,3,2,30,20,15,2,90,2, , , , , ,2,6,3,8,7,4,34,30,1,1,2,4,4,2,4,4,4,2,2,3,5,3,4,2,3,3,4,5,3,6,3,3,3, , , , , , , , , ,1,5,5,2,3,3
2489,1,1,1,4,2,3,3,2, , ,2,2,2,3,1,4,3,2,2, ,3,5,5,6,6,6,7,4,1,5,6,7,3,3,6,6,5,5,6,1,6,6,3,5,7,2,6,4,7,6,1,7,7,3,1,6,6,4,4,4,5,4,4,4,2,6,4,2,6,4,4,-7,5,3,5,6,6,4,6,4,2,2,6,4,6,5,2,2,4,2,1,3,1,2,-9,5,-9,0,0,0,0,0,1,1,3, , , ,2,11,2,-9,5,4,0,0,2,4,5,1,3,1,4,5,1,2,1,4,4,4,5,3,6,6,4,3,6,4,6,6,4, , , , , , , , , ,3,4,1,3,1,1
2501,1,1,1,6,2,3,2,2, , ,1,2,2,3,2, ,3,1,1,1,1,2,4,5,7,2,1,1,3,1,6,4,1,3,7,5,4,5,3,1,7,5,4,1,3,7,7,5,7,5,2,6,6,4,1,5,5,7,4,4,4,4,2,4,3,6,7,1,7,4,1,-7,5,1,6,2,6,1,4,4,7,7,4,6,2, ,1,1,4,2,1,3,1,1,-9,2,-9,10,0,0,0,100,1,1,3, , , ,2,8,4,9,5,4,36,30,2,6,3,1,3,1,2,5,1,5,1,5,5,3,5,2,6,6,5,5,6,6,5,4,3,7,7,5,6,4,1,5,7,4,2,3,3,4,1,1
2501,2,1,1,6,2,2,2,1,2, ,2,2,1,2,2, ,2,1,1,1,1,1,5,5,7,7,1,1,6,1,7,5,1,7,7,7,6,7,7,1,6,6,1,1,7,1,7,3,6,6,1,5,7,5,3,7,7,7,3,1,3,4,5,1,1,7,7,1,7,4,1,-7,4,2,4,6,7,2,6,2,1,5,4,5,4, ,4,1,1,1,1,3,2, ,-9,2,5,0,0,0,0,10,1,1,5, , , ,2,8,4,9,5,4,36,28,2,1,3,2,1,2,4,5,3,3,2,5,4,3,5,2,4,6,6,4,2,5,2,5,3,6,7,3,5,2,7,4,7,1,1,1,3,3,2,4
2501,3,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6,1,7,4,2,4,6,1,7,7,7,7,2,7,7,3,1,7,7,2,2,2,6,1,6,1,2,7,7,1,6,1,1,2,6,4,3,6,7,1,7,2,2,4,4,4,5, ,5,1,3,1,1,4,2, ,2,4,-9,50,10,10,1,10,1,-9,3, , , ,3,4,4,-9,5,4,40,20,2,6,3,3,1,1,5,5,2,3,2,5,4,4,4,2,7,6,4,7,6,7,1,5,7,7,6,6,7,4,2,6,7,4,1,5,4,2,2,2
2510,2,1,1,5,2,4,4,3, , ,2,1,2,3,2, ,4,1,1,2,2,1,4,6,6,7,7,5,5,1,6,7,1,5,7,7,7,7,5,1,7,1,1,7,7,1,7,7,7,7,1,6,2,2,1,6,2,6,2,2,4,2,6,3,6,4,1,5,5,6,6,3,5,6,2,2,6,6,5,6,2,2,2,2,5,6,1,4,3,1,1,4,1,3,2,2,-9,50,100,100,50,80,1,1,3, , , ,1,11,2,8,5,5,0,0,3,4,4,2,2,1,5,5,2,5,1,5,6,6,6,5,6,7,7,1,7,1,1,1,1, , , , , , , , , ,2,5,2,2,1,1
2545,1,1,1,5,2,4,3,2, , ,-7,1,2,3,2, ,3,1,2, ,3,4,6,6,6,6,6,6,6,2,5,5,5,1,4,4,4,7,4,2,6,5,1,7,7,2,5,5,7,7,2,6,6,3,1,5,5,4,5,5,3,4,5,4,5,7,1,1,7,2,2,2,4,4,5,3,5,3,6,3,2,6,5,5,6,6,1,1,3,2,1,4,2, ,-9,2,2,30,0,0,0,100,1,2,3, , , ,2,13,2,9,4,5,0,0,3,9,4,1,2,1,4,4,3,4,1,4,7,5,6,6,6,6,5,2,2,3,3,3,2, , , , , , , , , ,4,1,2,1,2,2
2556,1,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,50,0,0,0,70,1,1,3, , , ,2,12,2,-9,3,5,0,0,1,1,3,2,3,1,3,3,5,4,2,5,7,3,6,6,7,6,6,3,6,2,2,3,2, , , , , , , , , ,4,5,1,4,4,4
2556,2,1,1,5,2,3,4,1,1,3,-7,2,2,4,2, ,3,1,1,2,1,2,3,6,6,7,1,4,6,2,6,6,1,6,7,7,4,7,4,1,6,6,3,5,6,3,7,7,7,6,1,6,7,3,2,7,6,5,4,4,4,4,4,4,6,4,7,1,6,1,1,-7,6,5,1,4,3,1,5,4,1,1,1,6,6,6,2,4,4,2,1,2,1,2,2,2,2,50,0,0,0,70,1,1,3, , , ,2,12,2,-9,3,5,0,0,2,1,4,1,4,1,5,4,1,2,1,5,6,5,6,6,6,7,6,3,6,2,2,4,1, , , , , , , , , ,4,5,1,4,4,3
2557,1,1,1,5,2,3,4,2, , ,-7,5,2,2,2, ,3,2,1,2,2,2,2,2,5,6,2,2,5,2,5,2,2,2,5,2,4,4,2,4,4,4,2,4,5,2,6,3,4,6,3,4,4,2,2,5,5,5,4,4,4,4,4,4,3,2,6,4,4,2,2,-7,4,4,4,4,4,4,5,4,4,4,4,4,4,2,2,1,3,2,1,3,1,2,-9,3,2,30,2,0,0,0,1,1,5, , , ,2,11,2,7,2,5,0,0,2,1,3,3,1,4,3,4,1,4,1,4,4,4,4,1,5,5,5,2,6,2,5,2,5, , , , , , , , , ,4,5,1,4,4,4
2590,1,1,1,5,2,4,4,3, , ,-7,1,2,4,2, ,3,1,1,-9,2,1,1,6,5,6,6,6,6,1,7,5,1,1,6,5,5,7,6,1,6,5,1,7,7,1,4,4,6,7,1,7,7,1,1,6,6,2,6,6,1,6,6,6,6,3,1,1,6,2,6,3,5,5,2,2,4,4,6,5,2,3,2,3,6,6,1,3,2,1,1,3,2, ,-9,2,2,25,100,100,10,100,2, , , , , ,2,13,2,-9,4,5,0,0,2,6,1,4,1,2,4,4,4,3,3,3,5,3,4,6,6,4,3,2,4,2,3,2,2, , , , , , , , , ,4,5,4,4,1,1
2590,2,1,1,5,2,4,4,2, , ,2,2,2,3,2, ,2,2,1,-9,2,7,1,6,7,7,1,4,6,1,7,5,1,1,6,5,2,5,3,3,6,6,1,7,5,5,7,2,7,6,1,7,7,1,2,7,6,4,2,6,6,3,5,6,2,4,2,1,5,4,4,2,7,7,3,6,4,1,2,5,3,3,2,1,6,5,2,3,1,1,1,2,2, ,3,2,2,10,100,70,50,100,2, , , , , ,2,13,2,-9,5,5,0,0,2,6,2,4,1,2,2,4,1,3,3,2,2,3,2,6,6,5,2,2,4,6,1,1,5, , , , , , , , , ,4,5,1,4,4,2
2594,2,1,1,1, ,4,4,2, , ,-7,3,2,3,1,3,3,2,1,-9,2,5,6,7,6,7,5,4,7,5,6,7,5,6,7,7,7,7,6,5,7,5,6,7,7,2,7,6,7,6,2,7,7,2,6,7,5,1,6,2,2,4,4,3,5, , , , , , , ,6,2,3,6,6,6,6,6,3,4,6,6,4,5,3,3,4,2,1,3,2, ,2,3,4,20,10,5,5,10,1,1,3, , , ,2,12,4,-9,3,4,20,0,2,2,4,1,3,1,4,3,3,4,1,3,6,2,4,4,6,6,5,5,5,4,5,4,1, , , , , , , , , ,2,1,4,4,1,1
2597,1,1,1,6,2,5,5,3, , ,2,1,2,1,1,4,2,1,1,4,1,2,3,6,7,7,6,5,7,2,7,2,1,2,7,2,4,7,3,1,7,1,1,4,7,1,7,4,7,7,3,6,6,2,1,6,4,3,6,6,2,6,6,6,7,4,2,3,6,2,2,3,3,3,7,5,6,1,6,2,5,6,5,5,6,6,1,3,4,1,1,4,1,2,2,2,5,50,99,99,10,100,1,1,3, , , ,2,9,2,7,2,4,38,20,2,3,4,2,2,1,5,4,1,4,1,3,5,2,4,3,6,5,5,4,2,5,1,3,3, , , , , , , , , ,1,5,5,2,3,2
2597,2,1,1,5,3,5,5,3, , ,-7,1,2,5,1,5,-9,1,1,4,1,4,4,7,7,7,3,3,7,4,7,7,1,4,7,7,5,7,4,1,4,1,1,4,7,1,4,4,7,7,1,7,7,4,1,7,4,1,4,7,4,7,5,7,7,7,4,1,4,3,1,2,1,1,5,1,1,1,1,1,4,4,4,4,7,7,1,1,5,2,1,4,1,2,2,4,-9,50,0,0,0,30,1,1,3, , , ,1,9,4,8,4,4,36,15,2,8,5,1,3,1,3,4,1,3,1,3,4,1,3,1,4,2,5,3,3,4,3,2,2,6,6,7,6,4,6,4,7,4,3,5,2,3,3,1
2617,1,1,1,4,2,3,4,2, , ,2,2,2,3,2, ,3,3,1,3,2,5,7,5,5,6,5,6,7,5,6,7,3,6,7,7,6,7,4,4,5,6,3,7,5,3,7,7,5,1,2,5,4,4,2,4,5,6,4,5,3,5,6,5,2,3,1,7,4,6,6,3,5,5,2,3,5,5,6,6,4,5,6,3,5,5,2,4,3,1,1,1,2, ,3,2,2,70,100,100,40,100,1,1,1, , , ,3,11,2,7,3,4,15,5,2,3,2,3,3,3,3,4,2,4,2,4,5,6,6,4,5,6,5,3,4,6,5,3,2, , , , , , , , , ,4,1,1,1,4,2
