nohhold,nomem,psy1,psy2,inkhh,inknorm,inkrond,finsitu,inkeven,inkaank,inksec,loan1,loan2,loan3,ink25a,ink25b,ink25c,ecsit,zinvol,opzij,hoevopzy,opzij12,spaarm01,spaarm02,spaarm03,spaarm04,spaarm05,spaarm06,spaarm07,spaarm08,spaarm09,spaarm10,spaarm11,spaarm12,spaarm13,spaarm14,spaarm15,spaarm16,stig01,stig02,stig03,stig04,stig05,stig06,stig07,stig08,stig09,stig10,stig11,stig12,stig13,stig14,stig15,stig16,stig17,stig18,stig19,stig20,stig21,situat1,situat2,situat3,situat4,situat5,situat6,situat7,spaar1,spaar2,spaar3,spaar4,spaar5,spaar6,beschryf,toek01,toek02,toek03,toek04,toek05,toek06,toek07,toek08,toek09,toek10,toek11,toek12,uitgeven,control,plannen,periode1,bijhoud,potjes,pin1,pin2,chip1,chip2,autom,foon,intern,zon,her1,her2,her3,her4,baby,plan,uitspr,hhrela,beslis,geldh,geluk,kenltd,kenhh,kenink,kenopl,kenwerk,manuur,vrouwuur,kunde,advies,con01,con02,con03,con04,con05,con06,con07,con08,con09,con10,locus01,locus02,locus03,locus04,locus05,locus06,locus07,locus08,locus09,locus10,locus11,locus12,locus13,work01,work02,work03,work04,work05,work06,work07,work08,work09,jeugd1,jeugd2,jeugd3,jeugd4,jeugd5,jeugd6
36715,1,1,1,5,2,5,2,2, , ,-7,2,2,2,1,2,2,3,1,1,2,1,1,2,7,7,2,2,4,1,7,4,1,3,3,3,4,7,5,1,2,1,3,5,6,6,6,6,6,6,3,6,7,6,1,7,4,4,4,4,4,5,4,4,5,4,3,4,4,6,4,-7,7,5,5,3,3,4,7,5,4,3,2,2,4,4,2,2,4,1,1,4,2, ,2,2,-9,50,30,5,2,100,2, , , , , ,1,5,2,10,6,4,36,36,3,8,4,2,2,2,5,5,1,5,2,5,6,3,6,6,6,6,6,2,5,2,2,2,4,6,6,6,6,6,3,1,6,4,4,1,1,3,3,4
36715,2,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40,80,10,5,100,2, , , , , ,2,4,2,10,6,4,36,32,2,9,5,4,2,1,3,3,3,2,3,3,7,4,4,6,6,5,7,2,2,4,1,3,2,3,6,6,5,5,6,4,3,6,1,2,4,4,2,3
36886,1,1,1,5,2,3,4,3, , ,2,2,2,2,2, ,3,1,1,2,2,2,6,6,6,6,2,5,3,4,7,7,1,6,7,4,4,6,1,1,6,6,4,4,6,1,6,4,7,7,1,6,7,3,1,6,5,5,5,4,6,2,3,5,5,6,6,1,6,2,1,1,2,3,4,5,2,5,6,4,2,5,6,6,6,6,2,4,4,2,1,4,1,3,2,2,2,25,0,0,0,5,1,1,3, , , ,1,12,1,6,4,4,0,0,2,9,4,1,1,4,3,4,2,3,3,5,5,2,2,6,6,4,6,5,2,3,6,5,2, , , , , , , , , ,1,5,2,2,4,2
36886,2,1,1,4,2,4,4,2, , ,-7,1,2,4,2, ,3,1,1,2,2,1,4,5,5,7,1,5,3,1,6,6,1,6,6,5,4,6,3,2,6,6,4,7,7,2,6,6,6,7,2,4,7,5,5,7,1,2,5,4,5,2,4,3,5,7,7,1,7,1,1,-7,1,3,3,4,5,2,7,3,3,6,7,4,5,6,4,4,2,2,1,4,1,2,2,2,2,50,0,0,0,8,1,1,3, , , ,1,12,1,6,4,4,0,0,2,9,3,2,2,5,2,3,2,2,2,3,3,4,2,3,5,5,7,2,2,4,2,2,3, , , , , , , , , ,3,5,1,4,2,1
37276,1,1,1,5,2,3,3,2, , ,-7,2,2,3,1,3,3,2,1,1,1,2,5,5,5,5,2,4,6,3,5,5,5,4,5,5,5,5,5,2,5,5,3,5,5,2,5,5,5,6,1,5,5,2,2,5,6,5,4,4,4,4,4,4,4,4,5,2,5,2,2,-7,4,4,4,4,4,4,3,5,2,5,5,4,5, ,3,4,4,2,1,3,2, ,3,2,4,60,80,40,0,50,1,1,3, , , ,2,7,3,-9,5,4,40,20,3,3,3,1,1,1,4,4,2,4,1,4,4,5,5,1,5,5,5,2,6,2,2,2,1,6,6,6,6,6,6,6,6,1,1,1,1,2,2,2
37404,1,1,1,6,2,3,4,3, , ,2,1,2,4,2, ,3,1,1,7,1,2,7,3,7,7,2,3,7,2,6,2,2,4,7,7,7,7,5,1,7,4,1,2,7,1,7,7,7,5,1,7,7,1,1,7,3,7,3,3,1,6,4,2,6,7,2,2,7,2,4,1,3,3,5,2,1,2,7,5,3,5,5,4,6,7,1,1,5,2,1,4,1,2,2,-9,-9,10,100,90,80,100,1,3,2, , , ,1,5,4,-9,4,4,36,30,3,8,2,5,4,1,5,5,1,5,1,5,5,5,4,4,6,7,5,1,4,1,4,1,1,7,7,6,7,7,2,6,7,6,1,3,4,2,1,2
37418,1,1,1,5,2,3,4,2, , ,2,1,2,4,2, ,4,2,2, ,2,1,3,6,6,4,2,2,4,1,5,4,4,4,6,6,4,4,4,1,5,4,2,4,7,4,6,4,4,6,2,5,4,3,2,4,4,6,4,4,4,4,2,4,7,4,3,3,4,3,3,3,4,3,4,4,5,3,4,3,3,4,4,4,4,6,2,3,4,1,1,3,1,1,-9,2,4,80,50,5,0,70,1,1,3, , , ,2,7,4,6,5,4,38,25,3,8,2,1,3,2,4,4,1,3,2,3,4,4,3,5,5,6,5,3,5,4,4,4,3,7,7,7,6,6,6,3,7,5,1,2,3,2,3,3
37418,2,1,1,5,2,3,4,2, , ,2,1,2,4,2, ,5,1,2, ,2,2,4,3,4,4,4,2,4,2,4,4,3,3,4,5,5,4,4,2,4,3,2,5,6,4,5,4,5,5,2,5,4,4,2,3,5,6,4,4,4,4,3,4,6,4,4,2,4,2,2,3,4,4,2,2,4,4,4,4,4,4,4,4,3,6,3,2,4,1,1,4,1,1,-9,2,3,95,100,25,0,75,1,1,3, , , ,2,8,3,7,4,4,38,18,3,1,3,5,3,3,4,3,5,1,3,2,4,4,4,6,6,6,6,2,6,4,4,4,4, , , , , , , , , ,4,5,1,4,2,3
37439,1,1,1,1, ,2,3,2, , ,2,4,2,3,2, ,4,2,1,2,1,4,5,5,4,6,4,4,5,4,5,5,2,4,6,5,6,6,4,2,6,3,4,5,6,3,6,5,5,6,2,7,6,2,1,6,6,4,5,4,5,4,6,4,6, , , , , , , ,5,4,2,4,6,4,5,4,2,3,5,3,5, ,3,3,4,3,1,4,1,2,2,2,-9,40,45,30,20,80,2, , , , , ,2,6,3,-9,5,4,40,25,2,1,4,2,2,2,4,5,2,3,1,4,6,5,5,1,5,6,6,2,5,2,2,2,2,7,7,7,7,7,4,3,6,7,1,2,4,3,2,2
37439,2,1,1,1, ,2,3,2, , ,1,2,1,3,2, ,4,1,1,2,1,2,6,6,6,6,3,2,6,3,6,5,1,5,6,5,5,7,4,2,6,3,5,5,5,2,6,5,6,6,2,6,6,1,5,6,6,4,4,5,5,2,6,3,5, , , , , , , ,3,3,5,2,2,2,2,2,5,2,6,6,5, ,5,2,3,3,1,2,2, ,2,2,4,35,45,25,20,70,2, , , , , ,1,6,2,-9,4,4,40,32,3,8,3,4,2,3,4,4,4,3,2,4,2,6,4,2,6,6,6,2,6,2,2,2,2,6,6,5,6,6,2,5,6,3,1,3,3,2,2,3
37650,1,1,1,4,2,3,3,2, , ,2,3,2,3,2, ,4,2,2, ,2,3,7,7,4,4,6,3,2,6,6,5,2,3,6,4,5,7,4,1,7,5,3,7,7,3,6,4,6,7,2,6,7,3,4,5,3,3,4,3,4,5,4,3,2,3,3,2,5,2,2,4,3,3,4,3,4,4,6,5,1,3,3,3,5, ,3,3,5,1,1,2,2, ,2,2,5,80,90,10,5,99,2, , , , , ,2,4,2,8,6,4,36,36,2,8,4,2,1,5,5,5,2,4,1,4,3,5,5,5,7,7,5,6,2,2,3,1,2,3,3,7,5,7,6,2,2,7,4,4,2,2,2,2
37676,2,1,1,5,3,4,4,3, , ,-7,2,2,3,2, ,2,2,1,2,2,5,6,6,6,5,4,4,5,5,5,5,4,4,5,5,5,5,5,2,5,4,4,4,5,4,5,5,5,5,2,5,5,3,2,5,3,4,5,4,5,4,5,4,5,5,4,4,5,4,3,1,5,5,3,5,5,4,5,5,3,3,3,3,6, ,2,4,4,2,1,2,1,1,2,2,4,5,90,2,0,50,1,1,3, , , ,2,9,3,9,3,4,38,5,2,5,4,3,3,2,4,4,2,4,2,3,5,4,5,4,3,5,5,3,4,4,3,4,4,6,6,6,6,5,3,5,5,4,3,4,3,3,2,2
37807,1,1,1,5,2,3,4,2, , ,1,1,2,3,2, ,3,1,1,2,2,1,6,3,6,6,2,4,4,1,6,2,2,5,6,6,4,5,2,1,5,2,3,3,5,1,6,4,6,6,1,6,6,2,3,6,5,2,4,3,5,4,4,3,5,6,5,1,5,2,1,4,4,3,4,4,4,3,5,5,3,3,4,4,6,2,4,2,3,1,1,4,1,1,2,2,-9,40,60,40,20,90,1,1,3, , , ,2,7,3,9,6,4,36,25,2,9,4,2,3,1,4,4,2,3,2,4,2,2,4,3,5,6,5,4,2,3,2,2,2,5,2,6,6,6,2,3,2,2,2,3,3,1,2,2
37915,2,1,1,5,2,5,4,3, , ,2,3,2,4,2, ,3,1,1,2,1,5,5,6,5,7,4,4,7,4,6,6,1,6,7,4,6,7,4,1,6,4,4,3,6,1,7,7,7,7,1,7,7,4,1,7,5,4,5,4,4,4,4,4,5,7,1,1,7,1,1,2,4,4,4,4,6,4,4,4,1,1,4,1,6,5,2,1,5,2,1,3,1,1,-9,3,-9,80,80,20,0,100,1,-9,3, , , ,1,8,2,6,3,4,40,20,3,1,4,1,3,1,4,5,1,3,2,5,4,4,4,7,5,7,7,3,6,1,1,3,4,7,7,7,7,7,1,4,7,5,4,5,2,1,3,2
37975,1,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,90,100,75,3,100,1,-9,3, , , ,2,9,3,8,5,4,40,30,3,1,3,4,1,5,4,5,4,3,1,3,7,5,5,3,6,6,6,4,6,2,4,4,6,7,7,7,7,7,1,6,7,3,1,1,3,2,3,2
37975,2,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100,100,50,0,80,1,1,5, , , ,2,9,3,8,5,4,40,28,3,1,5,4,1,5,5,5,1,3,5,4,4,4,6,3,7,7,6,4,4,4,4,4,4,7,7,7,7,7,1,4,7,7,1,5,3,3,1,2
37975,3,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,75,50,50,50,50,2, , , , , ,1,2,3,-9,5,4,40,28,2,9,3,5,3,2,2,4,5,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , , ,1,2,3,3,2,2
37979,1,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100,100,20,0,100,1,1,3, , , ,2,8,2,10,6,4,36,32,2,1,2,2,2,1,3,5,2,4,2,3,3,3,2,2,5,5,6,3,5,3,2,2,2,7,7,7,7,7,4,4,7,4,1,2,1,1,1,1
37979,2,1,0,6,2,4,4,2, , ,2,2,2,3,2, ,3,2,1,2,1,2,3,5,6,6,1,6,4,4,6,6,1,4,7,7,6,6,2,2,6,2,1,4,7,2,7,5,7,6,2,6,7,5,2,6,7,2,6,6,4,4,5,6,7,6,2,1,5,2,5,3,3,2,4,2,6,2,6,6,2,4,2,2,5,4,2,4,3,1,1,4,2, ,2,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
38050,1,1,0,4,2,3,3,2, , ,2,1,2,3,2, ,3,1,2, ,2,1,2,6,6,6,6,4,6,1,6,5,2,1,5,3,5,6,2,1,5,3,5,5,5,2,6,4,5,6,1,4,6,4,1,6,3,3,3,2,3,3,4,2,2,5,4,2,5,3,3,-7,4,2,3,3,5,4,5,4,3,3,3,4,5, ,2,3,4,1,1,4,1,3,-9,4,-9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
38210,2,1,1,4,2,2,1,1,1,2,2,2,2,3,2, ,4,2,2, ,2,4,7,5,7,3,4,1,4,4,7,6,4,6,7,7,6,4,3,1,6,4,1,2,6,4,6,3,6,6,3,7,7,7,2,7,7,7,6,4,2,6,4,2,5,7,2,2,6,2,2,-7,5,3,5,4,6,3,5,3,5,5,5,3,5,4,5,2,4,1,1,1,1,1,3,2,-9,70,50,25,0,100,1,-9,3, , , ,2,5,3,8,5,4,40,0,3,6,3,4,4,3,5,5,2,3,2,4,4,5,6,2,6,6,5,3,5,3,4,2,2, , , , , , , , , ,4,3,1,2,4,4
38313,1,1,1,2,1,3,2,1,2, ,2,1,2,2,2, ,3,2,1,1,2,1,1,1,6,4,4,2,5,1,6,2,3,2,5,5,4,5,2,2,4,2,3,4,4,3,5,6,6,5,4,5,4,5,3,5,6,4,5,2,7,4,4,2,4, , , , , , , ,3,2,6,4,5,2,4,4,5,5,4,4,3, ,4,1,3,2,1,4,1,1,2,2,-9,50,50,0,0,75,2, , , , , ,2,4,1,1,7,4,18,20,1,8,2,4,3,2,4,3,4,4,2,3,2,3,2,2,4,5,6,2,2,2,2,2,2, , , , , , , , , , , , , , , 
38320,1,1,0,5,2,5,3,2, , ,2,1,2,3,1,3,2,1,2, ,3,1,5,7,5,7,7,1,7,1,5,7,1,1,7,5,5,4,5,1,7,5,1,3,6,1,7,7,7,7,1,5,1,7,1,1,1,7,4,1,1,1,7,4,7,7,5,1,7,1,1,4,2,2,6,4,7,1,2,2,3,3,3,4,2,1,4,5,4,2,1,4,1,2,2,2,-9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
38355,1,0,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100,50,0,0,75,1,1,3, , , ,2,5,3,6,6,4,36,18,3,6,4,2,4,2,4,4,2,4,2,4,5,5,4,4,5,3,3,3,6,3,4,3,3,5,6,6,6,6,2,3,6,5,1,1,4,2,2,2
38355,2,1,1,6,2,4,4,3, , ,-7,2,2,4,2, ,3,1,1,2,1,2,4,5,5,6,4,2,3,2,6,5,2,4,6,5,4,5,4,1,4,3,4,5,5,1,6,6,7,5,2,6,7,3,1,5,4,2,4,4,3,3,5,3,6,5,4,1,5,3,4,3,5,4,3,3,3,4,5,4,3,3,3,3,5,5,2,3,5,1,1,4,1,2,2,2,-9,70,100,75,0,100,1,1,3, , , ,1,5,4,9,6,4,32,24,3,1,4,3,4,1,4,4,2,4,1,4,5,4,4,3,6,5,5,3,3,2,2,3,2, , , , , , , , , ,4,4,2,3,1,1
38467,1,1,1,4,2,2,4,2, , ,1,2,2,4,2, ,3,1,1,1,2,4,4,2,7,7,2,6,4,4,7,3,5,4,7,7,5,7,6,2,7,5,3,4,7,1,7,5,7,7,1,7,7,3,7,7,6,7,4,4,5,3,2,4,6,5,3,1,7,2,4,3,5,5,3,3,6,4,6,4,4,3,3,3,7,4,2,1,5,2,1,4,1,1,2,2,4,5,50,0,0,80,2, , , , , ,2,9,2,-9,6,4,36,20,2,3,3,4,3,3,5,4,4,3,4,4,6,2,7,2,4,4,5,5,4,7,2,3,3, , , , , , , , , ,1,2,4,3,3,3
38591,1,1,1,6,2,3,3,1,2, ,1,1,2,3,2, ,4,2,2, ,1,3,7,7,7,7,4,4,7,3,7,7,1,3,7,4,7,4,1,1,3,1,1,1,7,2,6,1,7,3,3,7,7,4,1,7,1,7,5,5,4,5,5,4,7,1,7,1,7,1,1,-7,4,2,5,1,1,5,7,1,1,7,7,1,5, ,3,2,4,1,1,4,1,2,2,-9,-9,50,100,100,0,100,1,1,3, , , ,1,5,1,7,4,4,36,25,2,9,3,3,3,5,5,5,5,5,2,5,1,1,1,1,7,7,7,7,7,7,1,1,4,7,7,7,7,7,7,4,7,4,1,5,5,2,1,1
38591,2,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,85,75,75,10,100,1,1,2, , , ,2,4,1,5,7,4,40,25,3,8,2,4,2,3,5,4,4,3,4,4,5,3,4,5,5,6,6,3,4,2,3,3,3, , , , , , , , , ,1,5,4,3,3,3
38740,2,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100,75,10,1,99,1,-9,3, , , ,2,4,3,9,5,4,38,24,3,6,4,3,4,1,4,5,2,4,1,4,5,4,4,2,6,6,6,3,7,2,2,3,4,7,7,7,7,7,1,3,7,5,3,2,2,2,3,4
38898,1,1,1,6,2,4,4,2, , ,-7,1,2,4,2, ,4,1,1,4,1,1,1,7,6,6,4,4,7,1,5,6,4,1,7,7,6,7,7,1,5,5,3,7,7,1,7,6,7,7,1,7,7,3,1,7,6,1,7,7,2,7,5,7,7,5,2,3,5,3,3,3,7,5,3,4,5,5,6,6,2,4,3,4,6,5,1,3,4,1,1,2,2, ,2,2,-9,80,80,40,0,100,2, , , , , ,2,5,2,8,5,4,40,20,2,6,2,2,3,2,4,4,2,3,1,4,6,3,7,6,6,6,7,1,2,1,2,1,1,7,7,7,7,6,5,3,7,7,1,5,2,2,1,1
38898,2,1,1,6,2,4,4,3, , ,2,1,2,4,1,4,4,1,1,4,1,1,1,7,7,7,7,5,7,1,7,7,4,1,7,7,7,7,7,1,7,6,2,6,7,1,7,6,7,6,1,7,7,2,1,7,6,2,6,6,2,7,5,5,6,6,6,1,7,1,2,2,6,4,3,3,2,5,5,5,2,3,1,5,6,6,2,3,1,1,1,2,2, ,-9,2,-9,50,10,0,0,10,2, , , , , ,2,5,2,8,5,4,38,32,2,6,4,1,4,2,4,4,1,4,2,5,7,5,6,5,6,5,5,1,3,3,5,2,1,5,5,4,5,2,1,6,7,3,1,5,4,1,1,1
38997,2,1,0,5,1,2,2,1,2, ,2,3,2,2,2, ,3,3,2, ,3,5,6,5,6,7,4,4,6,5,6,5,1,5,6,6,5,6,5,1,6,5,3,7,7,5,7,4,7,6,3,7,7,2,2,6,6,5,6,5,4,4,4,2,4,5,4,1,6,2,4,-7,6,5,2,4,5,4,5,4,5,3,4,4,4, ,3,1,4,2,1,4,2, ,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
38997,3,1,0,1, ,3,3,2, , ,2,3,2,3,2, ,3,2,2, ,3,2,2,6,6,7,7,4,7,3,5,4,2,2,6,6,7,7,5,3,5,4,2,4,6,4,6,4,6,4,3,5,6,4,6,6,6,6,5,4,4,4,4,4,4, , , , , , , ,4,5,6,5,5,6,5,6,4,5,4,3,5,6,2,1,3,1,1,3,2, ,2,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
39049,1,1,1,5,2,3,4,2, , ,-7,1,2,3,2, ,3,2,1,2,2,6,6,1,7,7,1,5,5,6,7,7,1,6,7,1,1,6,1,1,6,5,5,6,6,1,7,6,7,1,1,7,7,1,1,7,7,1,3,2,6,3,1,1,7,7,7,1,7,1,1,1,7,4,4,7,7,1,7,7,1,4,7,4,5, ,1,1,5,2,1,1,2, ,2,2,2,50,100,0,0,100,1,-9,5, , , ,2,13,2,-9,7,2,0,0,3,9,5,1,5,1,5,4,1,4,1,1,7,1,5,1,7,7,5,1,4,4,1,1,1, , , , , , , , , ,4,5,1,4,4,1
39117,1,1,1,3,2,3,4,3, , ,-7,1,2,3,2, ,4,2,1,1,1,5,6,6,7,6,7,5,5,5,6,6,5,5,6,6,6,6,5,2,4,4,3,4,6,3,6,5,6,5,2,5,5,3,3,6,6,4,5,4,4,5,3,4,5,5,5,4,5,5,4,-7,5,4,3,5,5,5,5,5,5,4,4,4,5,5,6,1,4,2,1,3,2, ,2,2,-9,50,50,5,1,90,2, , , , , ,3,3,1,-9,3,4,40,20,2,1,2,3,3,2,4,3,3,3,2,3,6,5,5,3,4,6,4,4,5,5,3,4,3,6,5,5,6,6,2,6,5,4,1,3,4,4,2,2
39397,1,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100,80,50,10,75,2, , , , , ,3,6,4,7,6,4,40,24,2,3,4,2,3,2,4,4,1,3,2,4,5,6,5,5,4,3,5,3,3,2,5,3,2,7,7,5,6,5,2,4,5,4,4,4,3,4,4,4
39404,1,1,1,4,2,4,4,3, , ,-7,2,2,4,2, ,3,1,1,2,1,4,4,6,6,6,5,4,4,4,6,6,3,4,6,6,6,6,5,4,7,5,6,5,6,2,6,6,6,5,1,7,6,3,1,6,1,4,4,4,4,4,6,4,5,6,5,3,4,5,5,3,6,6,3,6,6,6,7,5,2,2,2,2,6,6,2,3,5,2,1,3,2, ,2,2,2,40,100,60,0,100,2, , , , , ,2,8,4,8,5,4,40,20,2,2,4,2,4,5,5,4,4,4,1,4,6,6,6,3,6,4,5,3,5,4,2,3,2,6,6,6,6,5,6,4,3,4,3,4,2,4,2,3
39577,1,1,0,6,2,4,1,1,1,3,2,2,2,4,2, ,3,1,1,2,1,2,2,6,6,4,5,6,5,2,6,6,3,2,6,5,6,6,4,2,4,3,4,5,5,3,6,6,5,5,2,6,4,3,2,5,3,6,4,4,4,4,4,4,6,3,2,5,5,4,5,3,5,5,2,2,6,6,6,6,2,2,2,2,5,6,2,4,4,1,1,2,1,4,2,2,-9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
39642,1,1,1,3,2,3,3,2, , ,2,3,2,3,2, ,2,3,1,1,2,4,4,4,3,6,1,1,3,3,5,5,1,4,4,6,4,4,4,1,6,6,6,6,6,6,6,4,4,7,1,7,7,4,6,7,7,6,4,4,6,4,4,4,1,4,4,4,4,4,4,1,4,6,4,4,4,4,4,4,4,4,4,4,5,3,6,3,2,2,1,2,1,2,2,2,2,98,0,0,0,2,1,-9,3, , , ,3,11,2,5,5,4,0,0,2,1,2,4,2,3,3,4,4,5,3,3,4,4,4,5,3,3,6,4,1,4,6,7,7, , , , , , , , , ,4,2,2,4,4,2
39642,2,1,1,2,2,2,3,2, , ,-7,3,2,3,2, ,3,2,1,1,2,1,4,4,4,4,4,4,4,4,4,4,1,4,4,6,4,7,1,7,4,4,4,4,7,4,4,4,4,4,4,7,7,3,6,7,7,7,4,4,4,4,4,4,4, , , , , , , ,7,1,7,4,4,4,7,4,4,4,4,4,4, ,5,3,4,2,1,3,1,2,-9,2,2,100,0,0,0,0,1,-9,5, , , ,2,12,2,1,4,4,6,2,2,6,5,1,4,1,5,5,1,5,1,5,4,1,7,1,5,7,5,7,7,7,7,7,1, , , , , , , , , ,1,2,3,4,2,2
39668,1,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100,50,0,0,0,1,-9,2, , , ,2,4,2,8,6,4,38,38,2,8,3,3,1,1,3,4,1,3,2,4,4,3,4,4,5,5,5,2,5,3,4,4,5,4,4,5,5,4,1,3,6,4,4,2,5,3,4,2
39668,2,1,1,4,2,2,3,2, , ,1,2,1,3,2, ,5,3,2, ,3,5,7,6,6,5,5,2,6,6,6,4,5,6,7,5,7,2,3,5,4,4,1,3,6,3,6,2,5,5,2,7,7,4,3,7,7,4,2,2,6,2,4,2,3,4,4,3,5,4,4,-7,4,4,4,4,4,4,5,4,5,4,4,4,5, ,3,3,4,1,1,4,1,2,-9,3,-9,100,80,0,0,80,1,3,2, , , ,3,4,2,8,6,4,38,38,1,9,4,4,2,2,4,4,4,3,2,4,5,5,5,3,4,4,4,2,2,3,4,4,5, , , , , , , , , ,3,3,5,2,4,2
39703,2,1,1,4,2,3,2,2, , ,2,2,2,3,2, ,4,2,2, ,2,3,5,5,5,7,3,5,4,5,6,5,2,3,6,5,5,5,3,2,6,5,4,7,6,2,6,7,6,7,2,7,7,2,3,7,5,3,4,4,5,4,5,4,6,6,6,3,6,2,2,1,5,4,3,4,4,2,5,4,3,4,5,5,3,6,4,2,3,1,1,4,1,3,2,5,5,70,40,10,10,90,1,-9,3, , , ,2,4,4,7,6,4,50,15,2,4,4,1,4,1,4,4,1,3,1,5,5,3,3,3,5,5,1,3,2,4,4,3,3, , , , , , , , , ,1,3,2,3,2,2
39769,1,1,1,5,2,3,2,2, , ,-7,2,2,3,2, ,2,1,1,1,2,2,2,7,6,7,4,5,4,2,6,7,1,6,7,5,3,6,4,1,5,6,4,3,4,1,7,4,6,6,1,7,7,3,1,4,6,2,3,2,5,3,4,2,6,6,5,1,6,2,1,-7,4,4,3,2,4,2,6,5,2,3,4,4,5, ,2,2,5,2,1,4,1,2,2,2,-9,60,100,50,0,100,1,1,5, , , ,2,10,2,8,5,5,20,30,3,8,4,1,4,1,5,5,1,4,1,5,5,2,4,6,7,3,5,2,6,2,1,1,6, , , , , , , , , ,4,5,1,4,4,4
39770,1,1,1,4,1,3,3,2, , ,2,5,2,3,2, ,3,3,2, ,4,1,4,4,7,7,1,1,4,1,7,1,1,4,7,7,7,1,7,1,7,4,1,1,7,4,7,1,7,7,1,7,7,1,1,7,7,1,4,1,4,1,4,1,1,7,7,1,7,1,1,-7,1,1,7,1,1,1,1,1,4,7,7,4,7, ,2,1,5,1,1,1,2, ,3,2,2,45,0,0,0,0,1,1,3, , , ,2,10,3,-9,2,4,35,0,1,1,1,1,1,1,3,3,1,3,1,5,1,1,1,1,4,4,1,5,7,7,1,4,7, , , , , , , , , ,4,5,1,4,1,1
39770,2,1,1,4,1,2,3,2, , ,2,5,2,3,2, ,2,1,2, ,4,1,1,4,7,7,1,1,7,1,7,7,1,4,7,7,7,1,1,1,7,4,1,1,7,1,7,1,7,7,1,7,7,1,1,7,7,1,1,1,1,1,4,1,1,7,7,1,7,1,1,1,4,1,4,4,7,1,4,1,1,4,4,7,7,4,6,1,5,1,1,2,2, ,3,2,2,50,0,0,0,0,1,1,4, , , ,2,10,3,-9,2,4,36,0,1,1,3,3,3,1,5,5,3,5,1,5,1,4,1,1,7,4,7,7,7,7,1,1,4, , , , , , , , , ,4,5,1,4,1,1
39929,1,1,1,4,2,3,4,2, , ,-7,1,2,4,1,4,3,1,2, ,1,2,2,3,7,7,1,1,5,2,7,2,1,2,7,7,4,4,2,2,4,2,2,5,6,3,6,3,6,6,3,7,7,3,3,7,7,3,4,4,4,4,4,4,4,7,7,1,4,1,1,-7,3,3,6,7,6,3,4,3,4,4,4,4,5, ,2,1,5,1,1,3,1,2,2,3,-9,60,60,60,10,90,1,1,3, , , ,1,5,5,-9,5,4,40,20,3,4,3,3,3,1,3,4,3,3,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
