nohhold,nomem,psy1,psy2,inkhh,inknorm,inkrond,finsitu,inkeven,inkaank,inksec,loan1,loan2,loan3,ink25a,ink25b,ink25c,ecsit,zinvol,opzij,hoevopzy,opzij12,spaarm01,spaarm02,spaarm03,spaarm04,spaarm05,spaarm06,spaarm07,spaarm08,spaarm09,spaarm10,spaarm11,spaarm12,spaarm13,spaarm14,spaarm15,spaarm16,stig01,stig02,stig03,stig04,stig05,stig06,stig07,stig08,stig09,stig10,stig11,stig12,stig13,stig14,stig15,stig16,stig17,stig18,stig19,stig20,stig21,situat1,situat2,situat3,situat4,situat5,situat6,situat7,spaar1,spaar2,spaar3,spaar4,spaar5,spaar6,beschryf,toek01,toek02,toek03,toek04,toek05,toek06,toek07,toek08,toek09,toek10,toek11,toek12,uitgeven,control,plannen,periode1,bijhoud,potjes,pin1,pin2,chip1,chip2,autom,foon,intern,zon,her1,her2,her3,her4,baby,plan,uitspr,hhrela,beslis,geldh,geluk,kenltd,kenhh,kenink,kenopl,kenwerk,manuur,vrouwuur,kunde,advies,con01,con02,con03,con04,con05,con06,con07,con08,con09,con10,locus01,locus02,locus03,locus04,locus05,locus06,locus07,locus08,locus09,locus10,locus11,locus12,locus13,work01,work02,work03,work04,work05,work06,work07,work08,work09,jeugd1,jeugd2,jeugd3,jeugd4,jeugd5,jeugd6
2824,1,1,1,4,2,3,1,2, , ,2,2,2,3,2, ,-9,3,2, ,-9,6,6,6,4,3,4,1,6,6,4,5,1,4,5,4,4,4,4,3,4,5,2,4,5,2,5,4,7,6,5,4,3,6,6,5,7,6,4,4,4,3,4,3,5,5,6,4,5,5,4,1,4,3,6,5,5,4,6,3,3,4,4,4,2, ,5,1,3,2,1,3,2, ,-9,2,2,50,0,0,0,50,1,1,3,2,3,1,3,6,4,-9,3,4,40,20,1,1,2,1,1,3,4,4,2,3,1,5,2,5,5,3,5,6,6,3,4,4,4,5,4,6,6,7,5,5,3,3,5,7,4,5,1,2,2,3
2824,2,1,1,4,2,2,3,2, , ,2,3,2,1,2, ,-9,2,2, ,4,3,4,5,5,5,1,1,4,2,5,5,1,2,5,4,4,4,3,3,5,3,1,4,5,3,6,2,6,6,3,3,4,4,4,4,4,5,1,1,5,1,4,1,7,1,2,2,4,4,1,-7,4,2,6,6,6,2,3,5,2,6,6,6,1,4,5,1,4,2,1,4,2, ,2,5,2,100,1,1,1,20,1,1,3,2,3,1,3,7,4,-9,4,4,40,20,2,5,2,1,4,3,4,4,3,3,3,4,5,4,4,5,5,4,3,2,2,4,3,3,4, , , , , , , , , ,4,4,2,2,3,4
2915,1,1,1,1, ,3,4,2, , ,-7,3,2,3,2, ,-9,1,1,-9,-9,1,1,7,7,7,4,2,6,1,4,4,1,1,4,4,4,6,2,3,3,4,4,4,5,2,6,6,4,7,1,7,7,1,5,7,7,3,4,4,4,4,4,4,4, , , , , , , ,4,5,4,4,4,4,6,4,4,4,4,4,5,4,2,3,1,1,1,1,2, ,-9,1,2,100,2,0,0,1,1,1,4,1,3,-9,2,8,3,-9,4,4,40,30,2,6,2,2,3,2,3,3,3,3,2,4,1,1,1,1,1,7,4,3,3,1,1,1,1,7,7,6,4,4,1,1,1,1,3,5,1,4,4,4
2915,2,1,1,4,2,2,3,2, , ,1,1,2,3,1,3,3,3,1,1,1,4,4,7,7,7,4,4,7,4,7,7,4,7,7,7,7,7,4,1,7,4,7,4,7,1,7,4,7,7,1,7,7,4,1,7,4,4,4,4,4,4,4,4,1,4,4,1,7,4,4,-7,4,4,4,4,7,4,4,4,4,4,4,4,7, ,2,1,4,1,1,2,1,1,2,2,2,100,100,100,0,50,1,-9,2,2,3,1,2,8,4,-9,4,4,40,20,2,6,3,2,3,1,4,5,1,3,1,4,4,4,4,4,4,6,4,4,4,4,4,4,6, , , , , , , , , ,3,5,5,4,4,4
2934,1,1,1,4,2,3,3,2, , ,2,2,2,3,2, ,2,2,1,3,1,1,1,4,6,6,2,1,6,1,6,4,1,1,4,6,3,4,4,4,4,4,1,5,5,2,6,4,6,6,2,6,6,4,4,6,4,5,5,5,5,5,4,4,5,4,7,1,4,1,1,-7,4,4,5,5,5,3,4,4,4,4,4,4,4,4,5,1,3,1,1,3,1,1,-9,2,2,80,80,50,0,90,2, , , , , ,2,11,2,-9,6,4,30,24,1,6,2,5,1,3,4,3,5,2,4,3,4,1,4,2,6,6,6,2,2,2,2,2,2, , , , , , , , , ,4,5,1,3,4,4
2944,1,1,1,4,2,3,3,1,1,2,1,2,2,3,2, ,4,3,2, ,2,4,6,4,6,6,2,2,5,5,6,4,2,5,5,5,4,4,4,4,4,4,4,4,5,3,6,4,6,7,1,5,5,4,3,5,6,5,4,4,4,4,4,4,5,6,4,2,6,3,3,1,4,3,4,4,4,4,4,4,4,4,4,4,4, ,3,1,3,1,1,2,1,1,1,2,2,50,80,60,1,80,1,3,3,2,2,1,2,11,2,-9,5,4,38,20,2,6,2,3,3,2,4,4,4,3,2,3,4,4,4,4,5,4,4,5,4,3,4,4,3, , , , , , , , , ,1,3,4,4,3,3
2944,2,1,1,4,2,3,3,1,1,2,2,2,2,4,2, ,4,2,2, ,2,5,6,4,5,6,2,2,4,4,5,3,2,6,6,5,4,5,4,3,4,3,2,5,5,4,6,4,6,6,2,4,4,4,2,5,5,4,4,4,4,4,4,4,5,4,4,2,5,3,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,4,1,1,2,1,1,-9,3,2,60,90,40,5,80,1,-9,3,2,4,1,2,11,2,-9,5,4,40,20,2,6,2,3,2,2,3,2,3,3,2,3,4,4,4,5,5,4,5,2,4,4,4,3,3, , , , , , , , , ,4,5,4,4,2,3
2983,1,1,1,5,2,4,4,2, , ,-7,3,2,3,2, ,4,1,1,1,2,1,1,5,6,7,5,3,6,1,7,5,1,1,7,5,5,7,4,1,7,4,1,4,7,1,7,4,7,7,1,7,7,1,1,7,4,4,4,4,4,4,4,4,4,7,7,1,7,1,1,1,4,1,5,4,5,4,4,4,1,4,5,4,4,7,1,3,3,1,1,4,2, ,-9,2,2,100,100,0,0,10,2, , ,2,3,1,1,9,3,-9,3,4,40,15,1,9,5,1,1,2,3,5,1,3,1,5,4,5,5,7,7,7,7,1,5,3,1,1,4, , , , , , , , , ,4,5,1,4,4,4
2983,2,1,1,5,2,4,3,2, , ,2,1,2,3,2, ,4,1,1,1,2,1,1,4,5,6,3,3,6,1,5,5,1,1,6,5,4,7,3,1,6,3,1,5,7,4,7,2,7,7,1,7,7,1,1,7,4,3,4,4,4,4,4,4,4,7,5,4,7,4,1,1,4,4,5,5,7,4,7,7,4,5,4,2,6,7,2,2,5,1,1,2,2, ,-9,-9,2,75,100,20,0,50,2, , ,1,3,1,1,8,3,-9,3,4,40,15,3,3,3,1,1,1,5,5,1,4,1,5,4,6,5,5,7,6,6,1,4,2,1,2,4, , , , , , , , , ,4,5,1,2,4,4
3016,1,1,1,4,2,3,2,2, , ,2,2,2,3,2, ,2,2,2, ,3,4,6,4,6,6,3,4,5,6,6,5,4,4,5,4,4,6,5,2,7,6,5,7,7,1,6,5,6,6,1,7,6,2,5,6,6,2,4,3,6,4,4,3,2,7,6,5,7,6,2,2,6,4,3,2,5,2,6,5,2,4,4,5,6, ,4,2,4,1,1,3,1,1,-9,2,5,70,90,50,1,60,1,1,2,2,4,1,2,12,2,8,4,5,10,20,2,6,5,2,3,5,4,5,2,4,1,5,6,5,6,3,7,6,6,2,5,3,3,3,4, , , , , , , , , ,3,4,1,4,1,1
3076,1,1,1,6,2,4,5,2, , ,-7,1,2,4,2, ,3,1,2, ,1,2,3,4,4,4,3,2,4,2,5,2,3,3,4,4,3,4,3,2,4,3,1,5,5,1,5,2,5,4,1,4,6,4,2,5,4,3,4,4,3,4,4,4,6,4,5,3,5,3,3,1,4,4,4,4,5,3,5,4,3,5,4,3,5,5,2,2,3,1,1,3,1,3,2,2,5,50,100,0,0,100,1,1,3,2,3,1,2,7,4,8,4,4,40,18,2,1,2,3,2,1,3,4,2,3,2,3,4,5,5,4,5,5,4,2,3,3,3,1,4,6,5,5,7,5,3,4,5,3,1,1,3,2,2,2
3086,1,1,1,5,2,4,4,3, , ,2,2,2,4,2, ,-9,1,1,1,1,1,4,5,5,5,1,4,5,2,6,5,1,4,6,6,4,5,2,1,6,5,1,4,5,4,5,5,5,4,1,5,4,4,3,3,2,5,4,3,4,4,4,4,4,6,7,1,6,2,2,1,4,4,5,3,3,2,5,4,4,5,3,3,5,5,3,2,3,2,1,2,1,1,-9,3,-9,100,25,0,0,100,1,1,3,1,3,1,2,10,3,-9,4,4,36,32,2,9,4,2,2,2,3,4,2,3,2,4,3,2,3,2,5,4,4,4,3,2,5,5,5,6,6,4,5,5,2,5,7,3,3,5,2,4,2,2
3086,2,1,1,5,2,4,4,3, , ,-7,3,2,4,2, ,-9,1,1,2,1,2,4,5,6,6,1,4,5,2,6,5,1,4,5,6,4,5,3,1,5,5,2,4,5,3,6,6,5,5,2,5,5,3,5,5,3,5,4,4,4,4,4,4,4,5,1,1,6,1,1,1,4,2,4,5,5,2,4,4,4,4,4,4,4,5,3,2,4,2,1,2,2, ,-9,5,3,100,20,1,0,100,1,1,3,1,3,1,2,10,2,-9,4,5,40,0,1,1,4,2,2,2,4,4,2,3,1,5,1,2,3,1,6,5,2,4,1,2,3,6,6, , , , , , , , , ,3,5,3,3,2,4
3096,1,1,1,5,2,4,4,3, , ,-7,1,2,4,2, ,3,2,1,2,2,3,5,3,4,6,1,4,4,3,5,1,1,5,5,1,3,5,2,2,5,5,3,4,6,5,5,3,6,6,1,6,6,2,6,6,4,2,4,4,4,4,4,4,6,5,2,1,5,4,4,2,4,4,4,5,5,3,5,5,4,4,4,4,5,6,5,1,3,1,1,4,1,1,-9,2,4,90,99,99,50,100,1,1,3,1,2,1,1,12,2,7,3,4,0,0,1,3,5,4,2,1,4,4,3,3,1,4,5,4,4,4,6,5,5,3,5,4,4,2,2, , , , , , , , , ,4,5,1,4,2,2
3096,2,1,1,5,2,4,4,3, , ,-7,1,2,4,2, ,3,2,1,2,2,2,5,5,5,5,1,5,5,2,5,5,1,5,5,1,5,5,1,1,5,5,2,5,5,3,5,5,5,5,1,5,5,2,1,5,3,3,4,4,3,4,3,4,5,5,5,1,5,3,2,2,4,4,4,5,5,3,5,4,3,3,3,2,5,6,2,2,3,1,1,4,1,1,-9,2,5,95,100,100,35,100,1,1,3,1,4,1,1,12,2,7,3,4,0,0,2,8,3,3,1,5,4,4,3,3,3,3,4,4,4,4,6,6,6,3,4,3,3,3,1, , , , , , , , , ,4,5,1,3,2,1
3115,1,1,1,5,2,3,4,1,1,3,2,2,2,5,2, ,4,1,1,2,1,5,6,7,4,6,2,6,6,5,6,7,2,6,6,5,6,5,5,3,6,3,4,4,5,2,5,5,5,5,2,4,2,3,4,4,3,6,4,4,5,4,6,4,7,3,4,3,5,4,4,-7,4,4,3,4,3,5,5,4,3,4,5,5,5,4,4,3,3,1,1,4,2, ,2,2,5,80,80,60,20,100,1,1,1,1,4,1,2,7,4,8,6,4,36,28,1,1,4,2,2,1,3,4,1,3,1,3,5,5,5,2,6,6,6,5,5,2,2,1,1,6,6,6,6,6,3,2,5,5,3,3,3,1,4,2
3153,1,1,1,5,2,2,2,1,2, ,2,3,2,2,1,2,-9,-9,2, ,4,6,5,4,5,5,4,5,3,6,6,4,1,5,6,6,5,6,2,1,5,6,5,5,6,2,6,1,4,7,1,6,7,2,2,2,4,7,4,4,5,4,4,3,1,7,2,1,6,1,4,1,7,6,2,2,6,4,6,4,4,5,4,5,6,5,5,3,4,1,1,4,2, ,2,2,5,7,95,75,30,95,1,1,3,1,4,1,1,13,2,-9,5,4,0,0,2,6,4,3,5,1,3,4,3,3,1,4,4,5,5,3,6,5,6,4,3,2,3,2,2, , , , , , , , , ,2,5,3,4,2,1
3175,1,1,1,5,2,4,4,3, , ,-7,2,2,4,2, ,3,2,1,1,2,7,6,7,7,7,6,7,7,7,7,7,1,7,7,6,6,5,5,4,6,4,2,4,6,2,6,6,7,4,2,5,7,5,7,7,2,2,4,4,4,4,4,4,2,4,2,1,6,5,6,3,5,6,2,6,6,4,5,6,2,2,2,2,6,4,2,4,4,2,1,4,1,1,2,2,4,70,90,90,50,90,1,2,2, , , ,2,11,1,7,5,4,0,0,2,6,3,4,3,3,2,3,4,2,4,2,6,3,6,2,3,3,2,3,3,4,3,3,3, , , , , , , , , ,1,1,4,2,2,2
3222,1,1,1,5,2,3,3,2, , ,1,2,2,3,2, ,3,1,2, ,2,1,4,5,7,7,2,2,5,2,7,5,2,6,7,7,5,6,2,1,2,2,2,4,5,2,7,4,7,5,2,7,7,3,3,6,6,3,4,2,4,3,4,3,3,6,6,1,6,2,2,-7,2,2,5,6,4,5,6,5,5,5,5,5,6, ,3,1,3,1,1,4,1,1,2,3,-9,95,60,5,1,95,1,1,3,2,3,2,2,7,4,-9,6,4,36,32,2,6,1,2,2,3,4,4,2,3,3,3,3,3,4,5,5,5,5,2,4,3,2,2,4,3,3,5,6,5,1,4,2,2,1,5,3,4,3,2
3270,1,1,1,5,2,3,3,2, , ,2,2,2,3,2, ,3,3,1,1,2,3,6,3,6,4,2,2,4,2,6,3,2,3,5,5,4,4,1,1,6,4,2,4,6,2,6,4,6,5,1,6,4,5,3,3,3,5,4,4,4,4,2,4,2,5,5,3,5,2,2,1,4,5,3,4,4,5,5,5,3,2,2,2,5,4,6,2,5,1,1,3,1,2,-9,2,-9,75,50,50,0,50,1,3,3,2,3,1,2,7,3,8,6,4,40,32,2,8,2,2,3,1,4,4,1,4,1,4,5,3,3,3,6,4,5,3,4,3,3,5,4,6,6,6,6,6,6,4,5,3,4,5,1,4,4,1
3270,4,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,3,4,5,6,7,1,2,3,4,5,6,7,1,2,3,4,5,6,7,1,2,3,4,5,6,7,1,2,3,4,5,7,3,1,2,3,4,5,6,1,2,3,4,5,6,1,2,3,2,3,3,2, ,2, ,2,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3277,1,1,1,4,2,3,3,2, , ,-7,2,2,2,1,3,2,4,2, ,3,2,6,5,5,6,2,4,5,2,5,5,1,3,6,5,6,4,4,1,2,4,3,5,4,3,5,3,6,3,1,7,7,2,3,6,3,2,4,2,4,3,4,2,1,6,5,4,5,4,4,-7,1,1,3,2,2,1,1,1,1,1,1,1,4, ,1,2,3,1,1,3,1,1,2,2,2,70,0,0,0,0,1,1,3,1,3,1,2,10,4,7,6,1,50,0,1,1,4,1,3,1,5,5,2,4,1,4,3,5,5,3,5,5,6,4,5,2,2,3,1, , , , , , , , , ,4,4,1,4,4,4
3277,2,1,1,4,2,2,2,1,1,2,-7,2,2,3,2, ,2,2,2, ,2,1,6,1,6,7,1,1,4,1,6,6,1,1,7,6,4,5,1,3,5,4,4,4,7,2,7,1,7,4,1,7,7,2,3,6,4,4,4,4,4,3,4,4,3,6,4,1,6,4,3,-7,5,5,3,5,5,2,5,5,3,5,3,4,4, ,3,2,4,1,1,4,1,1,-9,2,2,70,0,0,0,0,1,1,4,2,3,1,2,12,2,-9,4,5,0,0,2,1,3,4,4,2,5,4,2,3,2,5,5,3,5,5,5,4,5,3,3,3,5,4,3, , , , , , , , , ,4,4,2,4,1,1
3297,1,1,1,4,2,3,4,2, , ,-7,2,2,3,2, ,3,2,2, ,2,3,6,2,4,1,2,2,7,6,4,2,1,6,5,3,4,3,2,1,3,3,2,3,5,2,6,3,6,6,1,6,7,3,1,7,2,6,4,3,4,4,4,4,3,6,6,1,6,1,1,-7,4,5,2,6,7,2,7,6,2,2,2,2,6, ,4,3,4,1,1,4,1,4,-9,2,5,75,100,0,0,100,1,1,3,1, , ,1,7,4,9,3,4,36,20,3,4,5,1,1,1,4,5,2,5,1,3,3,3,2,3,7,6,7,3,6,1,2,4,3,7,7,7,7,7,6,3,7,7,4,3,1,2,1,1
3408,2,1,1,4,2,3,4,3, , ,-7,2,2,4,2, ,3,1,1,2,1,5,6,5,5,5,1,1,5,5,5,5,1,5,5,5,5,6,2,6,5,4,4,5,6,1,6,5,6,3,1,6,6,2,2,6,5,5,4,4,4,4,5,4,5,6,5,2,4,1,1,-7,2,2,4,2,5,4,5,3,4,2,4,1,6, ,2,3,4,1,1,2,2, ,3,2,2,70,95,90,0,60,1,1,2,1,4,1,2,12,2,5,3,5,0,0,2,4,4,2,2,1,3,3,3,4,2,3,3,2,4,5,5,4,4,4,7,4,2,2,2, , , , , , , , , ,3,2,2,4,2,2
3439,1,1,1,4,1,2,2,1,1,1,1,1,2,3,2, ,3,2,2, ,2,2,2,3,4,7,1,4,4,1,4,4,1,1,6,4,4,3,2,7,7,1,5,7,7,2,2,4,7,7,1,7,7,4,2,7,7,2,4,2,5,2,2,5,1,1,1,2,7,7,1,4,2,2,5,5,3,2,5,3,6,6,6,7,6,6,2,1,4,1,1,3,1,1,3,2,-9,40,0,0,0,60,2, , ,1,3,1,2,7,2,7,3,4,35,20,2,2,2,1,3,1,5,5,1,2,1,5,7,1,4,1,7,7,7,6,1,7,4,4,3, , , , , , , , , ,1,1,2,4,1,1
3439,2,1,1,5,1,3,4,3, , ,1,1,2,4,2, ,3,4,1,2,2,2,2,6,7,5,7,4,5,1,7,6,2,2,7,5,6,6,3,1,5,2,4,6,6,1,6,4,6,5,3,6,7,4,3,6,6,5,4,5,5,4,3,3,6,5,7,1,6,6,2,2,3,3,5,6,6,2,5,3,4,6,5,5,5, ,3,2,3,1,1,3,1,1,3,2,5,80,90,40,5,99,2, , ,1,2,1,2,11,2,-9,3,4,40,20,3,6,4,1,2,3,4,5,1,4,1,4,2,5,5,6,5,5,3,2,2,5,5,5,2, , , , , , , , , ,3,1,4,4,4,4
3456,1,1,1,4,2,4,4,3, , ,-7,2,2,4,2, ,3,1,1,3,1,5,5,1,4,4,1,1,4,5,5,4,1,5,5,5,4,5,4,3,5,4,3,4,5,3,5,5,6,4,1,6,6,3,6,6,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,5,1,1,2,4,2,1,4,1,1,2,2,5,70,80,70,0,80,1,2,2,1,3,1,2,11,2,-9,6,4,50,0,2,9,3,3,4,2,4,4,3,4,2,2,4,4,4,4,5,5,5,4,4,4,4,4,5, , , , , , , , , ,4,5,1,4,3,4
3456,2,1,1,5,2,4,4,3, , ,-7,2,2,4,2, ,3,1,1,3,1,5,5,1,5,5,1,1,5,6,5,5,1,5,5,4,5,4,4,2,4,5,3,4,6,4,5,5,6,4,1,7,7,4,1,7,4,4,4,4,4,4,4,4,4,4,7,4,4,4,4,1,4,4,4,4,4,1,4,4,4,4,4,4,5,7,1,2,4,1,1,2,1,1,3,2,2,80,80,80,0,80,1,1,2,1,2,1,2,12,2,-9,6,4,40,0,2,1,3,3,4,2,3,4,3,4,3,3,4,4,4,4,6,6,5,4,4,5,3,4,4, , , , , , , , , ,4,5,1,4,3,2
3466,1,1,1,5,2,3,2,2, , ,1,3,2,3,2, ,3,2,2, ,3,4,5,5,6,6,3,3,4,3,4,5,3,4,5,4,4,4,2,3,5,4,4,4,4,2,5,3,4,6,2,6,6,4,4,6,6,3,3,2,6,4,4,2,5,5,4,3,5,4,3,-7,4,4,5,3,4,4,4,5,4,3,3,4,5,6,2,3,4,1,1,4,1,1,2,2,-9,90,50,5,0,75,1,-9,3,2,3,1,3,8,3,4,5,4,40,20,2,6,3,2,2,3,4,3,2,3,3,3,5,4,4,6,6,4,5,4,2,3,3,4,3,6,6,5,4,4,5,4,5,3,3,4,1,2,3,3
3466,2,1,1,4,2,3,3,2, , ,2,2,2,3,2, ,3,2,2, ,3,4,6,4,4,5,2,2,3,3,5,4,1,2,5,4,3,4,2,1,6,5,4,5,6,3,5,4,5,6,2,6,6,3,3,5,5,4,3,2,6,3,5,2,4,6,3,1,5,4,1,-7,5,4,5,4,4,4,4,4,4,4,4,4,5, ,3,2,4,1,1,2,1,1,-9,2,4,85,50,5,0,90,1,1,3,2,2,1,3,8,3,4,5,4,40,20,2,6,4,1,4,1,3,3,1,3,2,4,5,4,4,4,4,4,4,3,5,4,4,3,5, , , , , , , , , ,3,4,1,4,3,3
3466,3,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,4,3,3,3,2,2,6,4,4,4,6,4,3,5,7,5,5,6,5,4,5,4,4,5,5,5,4,6,6,2,2,2,2,2,5,4,6,5,6,5,6,5,4,3,6,6,3,6,4,1,3,3,1,3,1,1,2,2,4,75,50,25,5,75,2, , ,2, , ,2,2,1,1,4,5,10,10,1,9,3,4,1,3,3,3,4,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , , ,2,3,3,4,3,3
3513,2,1,1,5,2,4,4,3, , ,-7,1,2,4,1,4,3,2,1,2,2,2,6,5,4,5,1,2,5,2,6,6,1,3,6,2,5,6,2,1,5,5,4,6,5,2,6,5,6,6,1,6,6,3,1,4,4,4,4,4,4,4,4,4,6,6,7,1,4,3,1,2,5,5,3,4,3,2,5,4,3,4,4,4,6,4,1,3,2,1,1,3,1,2,2,2,5,100,99,75,0,99,1,-9,3,1,3,1,2,8,2,7,5,4,38,20,2,2,3,2,2,1,4,4,2,5,1,3,5,2,4,5,6,5,5,3,6,2,2,2,1,4,2,5,6,5,1,3,1,2,2,4,4,2,4,3
3557,1,1,0,6,2,4,5,2, , ,2,2,2,2,1,4,3,1,1,3,1,5,6,2,2,1,1,6,7,5,4,4,1,4,4,4,4,7,4,4,5,4,5,6,7,1,7,6,6,4,1,7,7,4,2,5,4,4,5,4,4,4,4,4,6,6,1,4,6,4,5,3,6,6,2,4,6,2,6,4,5,6,6,4,7,7,2,1,3,1,1,4,1,1,2,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3589,1,1,1,5,2,3,4,2, , ,2,2,2,3,2, ,-9,-9,2, ,2,2,4,1,1,1,1,1,2,2,3,1,1,2,6,1,2,3,3,1,4,4,2,2,4,3,6,2,6,4,1,4,4,4,2,6,6,5,1,1,1,1,1,1,1,1,7,1,6,1,1,-7,2,1,6,1,1,1,2,2,5,5,5,5,4, ,2,1,3,1,1,3,2, ,-9,2,5,60,0,0,0,0,1,-9,3,1,3,1,1,8,2,-9,3,4,40,24,2,8,4,1,1,1,4,4,2,4,1,4,4,4,4,4,4,4,4,3,5,3,2,2,2, , , , , , , , , ,2,5,5,4,4,4
3592,1,1,1,5,2,4,4,2, , ,2,2,2,3,2, ,3,3,1,2,2,3,4,1,4,2,1,1,4,3,5,2,1,5,6,5,4,3,1,1,4,3,2,2,5,3,6,3,6,4,1,4,5,3,3,4,3,5,5,4,2,5,4,4,5,4,6,2,4,2,2,-7,2,2,4,2,4,2,4,4,2,4,2,3,5,4,3,3,4,1,1,3,1,1,2,4,5,85,75,25,0,100,1,1,3,1,3,1,2,11,2,8,4,4,0,0,1,6,3,1,2,2,4,4,1,3,1,4,2,1,2,3,6,4,3,4,5,3,2,2,1, , , , , , , , , ,4,4,2,3,3,3
3610,1,1,1,5,2,4,4,3, , ,2,1,2,2,1,3,3,3,1,2,2,4,6,1,4,4,1,1,4,1,4,4,1,6,5,4,4,4,4,3,6,6,1,4,5,4,6,4,6,6,4,4,5,5,2,6,6,6,4,4,4,2,4,4,6,4,3,5,6,4,4,2,4,2,5,4,4,4,5,5,4,5,4,4,4,4,4,2,1,1,1,2,1,1,-9,4,5,50,100,100,0,100,1,-9,3,2,5,1,2,11,2,8,3,1,40,0,2,2,1,2,2,1,3,3,3,4,2,2,4,3,3,6,5,4,4,4,2,4,4,3,6,4,3,6,6,3,2,4,2,3,4,4,2,4,2,3
3610,2,1,1,4,-9,3,3,2, , ,2,2,2,3,2, ,3,3,1,2,2,4,5,4,4,6,2,2,4,3,6,4,2,4,4,2,4,5,4,5,6,5,5,4,5,4,4,4,6,6,4,5,5,5,4,6,4,4,4,4,4,4,5,4,4,6,7,4,4,4,4,1,3,3,3,4,3,3,4,3,3,3,3,3,3,7,4,2,1,1,1,2,1,1,1,1,4,50,100,100,0,100,1,1,3,2,3,1,2,11,2,8,3,5,30,0,1,4,1,2,2,1,3,3,3,4,3,3,3,2,3,3,4,5,4,4,3,4,6,4,4, , , , , , , , , ,3,2,1,3,2,2
3615,1,1,1,4,2,3,4,3, , ,2,2,2,3,2, ,3,1,1,1,2,1,1,5,7,5,1,3,4,2,6,5,1,5,5,5,5,5,4,2,5,4,3,2,4,2,6,5,6,6,2,6,6,3,2,3,5,6,4,4,5,2,4,3,6,6,6,2,6,2,4,2,4,5,3,2,4,4,6,5,3,3,3,3,5,5,2,4,4,1,1,4,2, ,-9,5,2,50,100,50,0,100,2, , , , , ,2,9,3,-9,4,4,40,30,2,6,2,2,2,2,4,4,3,3,1,4,4,2,2,2,5,3,6,3,5,5,2,2,4,6,6,5,6,3,2,3,5,3,4,4,1,4,4,4
3625,1,1,1,5,2,3,4,2, , ,1,2,2,3,2, ,3,2,1,2,2,2,4,6,5,4,2,3,5,3,5,6,2,4,5,4,4,4,2,3,5,4,3,4,4,3,4,3,5,4,2,4,3,3,2,5,4,2,3,2,5,2,4,2,4,4,6,2,3,2,2,2,4,3,3,4,4,3,5,4,3,4,4,4,4,3,4,2,3,2,1,3,1,2,2,4,4,45,60,5,0,50,1,-9,3,2,3,1,3,12,2,7,4,5,0,0,2,1,3,2,3,2,4,3,2,3,2,3,5,4,4,4,4,6,4,3,5,4,4,4,2, , , , , , , , , ,4,4,2,3,2,3
3668,1,1,1,5,2,3,3,2, , ,-7,3,2,4,2, ,3,-9,2, ,3,4,5,2,5,4,1,4,4,4,3,4,1,3,4,4,4,4,2,4,5,5,4,4,5,5,4,3,6,6,2,6,6,3,4,6,4,6,4,4,3,5,4,4,6,5,4,4,6,4,4,-7,5,3,4,4,3,4,5,5,4,4,5,4,5, ,3,3,4,1,1,2,2, ,-9,2,2,70,85,0,0,50,1,-9,3,2,5,1,2,13,2,8,4,5,25,30,2,3,3,3,2,2,3,3,2,3,4,3,4,6,6,4,4,5,4,2,4,4,2,4,3, , , , , , , , , ,4,4,2,4,1,1
3668,2,1,1,5,-9,4,3,2, , ,-7,3,2,4,2, ,3,2,2, ,2,5,4,4,5,5,4,2,4,4,4,3,1,3,5,4,4,4,4,4,6,6,4,4,5,5,5,4,6,6,2,7,6,2,3,5,3,5,4,4,3,4,4,4,5,5,6,3,6,4,4,-7,6,5,4,4,4,5,6,6,4,4,4,3,6, ,3,2,3,1,1,2,2, ,-9,2,2,50,80,0,0,60,1,-9,3,2,2,1,2,12,2,-9,5,5,0,25,1,2,3,2,4,3,2,4,3,3,2,3,5,4,6,5,6,4,4,5,4,2,6,4,6, , , , , , , , , ,4,4,1,4,2,2
3670,1,1,1,3,1,2,3,2, , ,1,5,2,3,2, ,-9,-9,2, ,4,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,7,6,6,1,7,7,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,4,1,1,4,1,1,1,2, ,2,5,-9,40,0,0,0,0,1,1,4,3,3,1,3,8,4,-9,3,4,30,20,2,5,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3, , , , , , , , , ,4,2,3,2,4,3
