nohhold,nomem,psy1,psy2,inkhh,inknorm,inkrond,finsitu,inkeven,inkaank,inksec,loan1,loan2,loan3,ink25a,ink25b,ink25c,ecsit,zinvol,opzij,hoevopzy,opzij12,spaarm01,spaarm02,spaarm03,spaarm04,spaarm05,spaarm06,spaarm07,spaarm08,spaarm09,spaarm10,spaarm11,spaarm12,spaarm13,spaarm14,spaarm15,spaarm16,stig01,stig02,stig03,stig04,stig05,stig06,stig07,stig08,stig09,stig10,stig11,stig12,stig13,stig14,stig15,stig16,stig17,stig18,stig19,stig20,stig21,situat1,situat2,situat3,situat4,situat5,situat6,situat7,spaar1,spaar2,spaar3,spaar4,spaar5,spaar6,beschryf,toek01,toek02,toek03,toek04,toek05,toek06,toek07,toek08,toek09,toek10,toek11,toek12,uitgeven,control,plannen,periode1,bijhoud,potjes,pin1,pin2,chip1,chip2,autom,foon,intern,zon,her1,her2,her3,her4,baby,plan,uitspr,hhrela,beslis,geldh,geluk,kenltd,kenhh,kenink,kenopl,kenwerk,manuur,vrouwuur,kunde,advies,con01,con02,con03,con04,con05,con06,con07,con08,con09,con10,locus01,locus02,locus03,locus04,locus05,locus06,locus07,locus08,locus09,locus10,locus11,locus12,locus13,work01,work02,work03,work04,work05,work06,work07,work08,work09,jeugd1,jeugd2,jeugd3,jeugd4,jeugd5,jeugd6
61441,1,1,1,5,2,3,3,2, , ,2,2,2,3,2, ,4,3,2, ,3,1,3,2,2,5,1,1,5,1,3,1,1,1,1,1,1,3,1,1,5,2,1,1,5,2,5,2,7,7,1,5,5,3,1,6,6,3,4,4,4,4,4,4,4,4,4,1,4,1,4,-7,3,2,4,1,1,1,1,1,4,1,4,4,5, ,1,2,3,1,1,4,1,1,2,2,-9,80,20,20,5,50,1,3,3,1,3,1,2,8,3,-9,4,4,40,40,4,8,2,4,1,4,4,4,2,3,1,3,1,4,1,3,6,6,6,2,3,6,2,2,1,6,5,7,7,7,1,6,6,7,1,4,5,3,3,3
61441,2,1,1,1, ,3,3,2, , ,2,2,2,3,2, ,4,3,2, ,2,3,5,5,5,5,2,2,5,2,6,5,5,5,7,5,4,5,3,2,7,5,2,1,6,2,7,2,7,6,3,5,5,5,2,5,6,6,4,4,4,4,4,4,5, , , , , , , ,2,2,5,5,5,4,5,5,5,5,5,2,3,4,2,1,3,1,1,4,2, ,3,2,-9,70,10,30,5,70,1,1,2,2,3,1,2,9,3,-9,4,4,40,36,2,8,3,4,1,3,3,4,2,3,3,3,2,2,3,2,5,5,5,6,2,7,4,6,5,6,6,6,6,6,6,5,6,2,1,4,3,4,1,1
61514,1,1,1,4,2,2,3,1,2, ,1,1,2,4,1,3,4,2,2, ,1,4,5,5,6,6,5,2,7,4,5,3,3,4,6,6,6,6,5,3,5,5,1,5,7,4,3,3,6,6,3,5,5,5,5,6,6,5,3,3,5,1,4,4,3,5,3,1,5,3,4,3,4,3,5,4,7,4,5,4,5,4,3,5,3,4,5,3,4,1,1,4,1,1,2,2,-9,33,75,50,5,100,2, , , , , ,3,3,2,9,6,4,38,32,2,8,4,3,2,3,5,5,3,4,1,5,4,6,3,5,5,7,5,3,5,2,3,4,3,5,4,6,7,7,6,4,3,6,4,4,5,2,4,4
61908,2,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,80,0,0,0,50,1,1,5,1,3,1,2,5,6,-9,5,4,40,24,2,1,4,1,1,4,4,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,3
62067,1,1,1,5,2,4,4,2, , ,-7,3,2,3,1,3,3,1,1,2,1,4,4,6,5,4,5,5,2,4,6,5,7,4,6,4,4,6,4,1,6,6,5,5,6,2,6,5,6,4,1,6,6,3,3,5,5,4,4,4,5,4,4,5,5,6,3,1,6,2,4,3,5,4,3,2,5,5,5,5,3,3,3,3,5,4,3,3,4,2,1,3,2, ,-9,2,2,50,80,60,20,100,1,2,2,2,3,8,2,11,2,-9,6,5,40,20,3,6,3,3,4,2,3,3,3,4,2,3,6,4,4,4,5,5,4,3,4,3,3,3,3, , , , , , , , , ,1,2,2,4,1,1
62067,2,1,1,5,2,4,4,2, , ,2,3,2,3,1,3,3,1,1,2,1,5,5,5,6,6,4,4,3,5,6,5,4,4,6,6,4,6,4,2,6,6,6,7,6,2,6,6,6,6,1,6,6,2,4,6,6,6,4,4,4,4,4,4,5,6,6,2,6,2,2,-9,6,3,5,4,5,4,4,4,5,5,6,4,5, ,2,3,4,2,1,3,2, ,-9,2,2,50,80,50,0,50,1,-9,2,1,1,1,2,12,2,-9,4,5,2,0,2,1,5,1,5,1,5,4,5,4,1,5,6,6,5,3,6,7,6,3,7,5,1,4,1, , , , , , , , , ,1,5,3,4,2,2
62135,1,1,0,4,2,3,4,1,1,2,1,1,2,3,2, ,3,1,1,2,1,1,4,3,6,4,1,3,5,1,7,3,3,3,3,6,3,5,2,2,5,3,4,2,6,3,6,5,5,6,2,4,6,4,2,4,5,3,4,2,3,4,4,3,6,4,4,1,5,4,2,3,4,3,2,2,5,5,5,5,3,3,3,2,5,3,2,3,3,1,1,3,1,2,2,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
62135,2,1,1,5,2,3,2,1,1,3,2,2,2,3,2, ,3,2,1,2,1,1,6,6,6,6,5,5,6,3,6,5,1,5,5,5,4,5,2,2,5,2,4,2,5,3,5,5,5,5,5,5,5,2,5,3,1,2,4,4,2,4,2,6,5,4,4,4,4,4,4,-9,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,3,2,1,4,1,2,2,-9,-9,50,50,50,0,70,1,1,3,2,4,1,1,5,4,8,5,4,40,18,2,8,4,3,1,3,3,3,3,3,1,3,5,5,5,4,4,4,4,4,4,4,4,4,4, , , , , , , , , ,1,3,2,2,1,2
62178,2,1,1,4,1,2,3,2, , ,-7,3,2,3,2, ,-9,2,1,1,3,2,6,4,4,7,1,2,2,2,3,4,1,2,2,2,2,4,4,1,6,2,1,4,7,1,7,2,7,7,1,6,7,1,1,7,7,1,1,1,7,1,4,1,1,4,4,1,4,4,1,1,6,6,2,6,7,2,7,5,1,1,1,1,6,6,1,1,3,1,1,4,2, ,2,2,5,50,75,25,0,100,1,1,2,1, , ,2,7,4,-9,5,4,40,32,2,8,5,1,3,1,5,5,1,4,1,4,4,4,4,4,6,5,4,4,4,4,4,4,2, , , , , , , , , ,1,1,2,1,1,2
62178,3,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6,1,5,2,4,4,5,4,5,5,5,5,1,6,4,5,3,5,5,5,4,2,4,2,4,3,1,4,4,1,2,3,1,-7,3,4,5,4,3,2,5,5,2,3,3,5,5, ,3,1,2,1,1,4,2, ,-9,5,-9,50,75,50,25,100,2, , ,1, , ,2,2,4,-9,3,4,40,40,1,1,3,4,2,5,5,5,3,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,1,6,7,7,1,3,2,1,1,2
62178,4,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6,1,5,1,1,2,6,3,7,6,7,7,1,7,7,2,1,6,6,3,4,2,4,2,4,2,1,4,4,1,4,4,1,-7,6,5,2,3,6,2,6,6,2,2,5,4,6,6,1,2,2,1,1,4,2, ,1,2,2,50,50,50,0,100,2, , ,1, , ,2,2,4,-9,5,4,40,20,1,1,4,4,1,1,5,5,4,5,2,3,4,4,4,4,4,6,4,4,4,4,4,4,4,7,7,6,7,7,1,5,7,6,1,3,2,2,1,2
62335,1,1,1,5,2,4,4,2, , ,2,1,2,3,2, ,3,1,1,2,1,2,3,3,5,5,2,3,6,2,6,3,3,4,6,6,3,6,3,3,5,4,3,6,6,3,6,3,6,7,3,7,7,5,2,6,6,3,5,5,4,5,4,4,5,4,2,6,4,2,5,2,3,3,5,3,5,5,5,5,5,5,5,3,6,6,2,1,5,1,1,4,2, ,2,2,2,50,10,0,0,80,1,-9,3,1,3,1,1,5,2,9,6,4,38,24,2,1,4,2,4,2,4,4,2,3,2,4,3,3,5,5,5,5,5,2,5,2,2,2,2,5,5,5,4,5,1,5,5,3,1,5,3,2,1,2
62353,1,1,1,5,2,4,4,3, , ,-7,1,2,4,2, ,2,1,1,2,1,1,5,7,7,7,4,1,7,1,7,7,1,4,7,5,7,7,1,1,7,6,3,6,7,1,7,7,7,6,1,7,7,2,1,7,7,2,6,5,3,5,4,4,6,7,7,1,7,1,1,-7,7,6,1,7,7,6,7,7,1,1,1,1,5,6,1,1,5,1,1,3,1,2,2,2,-9,100,100,100,0,100,1,1,3,1,3,1,1,11,2,8,6,4,20,16,2,3,5,1,4,1,5,5,1,4,1,5,6,4,6,3,6,6,6,3,7,1,1,2,3, , , , , , , , , ,3,3,5,2,2,2
62353,2,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100,100,100,0,100,1,1,3,1,3,1,1,10,2,8,6,4,20,16,3,3,5,1,4,1,4,5,1,4,1,5,5,5,5,4,5,6,6,4,5,2,1,4,3,6,6,5,6,5,4,3,6,4,3,3,5,2,2,2
62413,1,1,1,5,2,3,3,2, , ,-7,1,2,3,2, ,2,1,1,1,1,1,4,7,7,7,7,4,7,1,7,7,1,1,7,6,7,6,1,4,7,2,6,4,7,1,7,6,7,6,1,6,7,2,1,7,6,2,4,1,3,2,5,2,1,7,5,3,6,4,4,-9,4,6,2,5,5,7,7,5,3,1,2,2,7,6,2,3,3,2,1,4,1,2,2,3,4,85,0,0,0,25,2, , , , , ,2,7,2,-9,5,4,100,80,3,9,2,5,3,1,5,5,2,5,2,3,3,1,3,2,7,5,6,4,2,6,2,4,3,7,7,7,7,7,5,3,7,5,4,5,1,1,4,4
62662,1,1,1,3,2,3,2,1,2, ,1,1,2,2,2, ,2,2,2, ,3,1,1,4,4,7,4,7,7,1,7,7,1,1,7,4,7,7,1,1,7,5,1,7,7,1,7,5,5,1,1,5,7,1,1,7,1,1,5,1,1,1,4,4,4,4,7,1,4,4,1,-7,4,4,7,1,1,1,5,4,1,1,1,1,5, ,1,3,5,1,1,3,1,1,-9,2,2,65,65,65,0,65,2, , ,1,3,1,2,1,3,-9,4,4,40,40,3,9,3,1,4,1,5,5,1,5,1,5,1,1,1,1,6,6,6,1,1,1,1,1,1, , , , , , , , , ,4,5,5,2,4,4
62662,2,1,1,4,2,3,2,1,2, ,1,1,2,4,1,4,2,2,2, ,2,1,1,1,7,1,1,6,1,1,5,1,1,1,5,1,1,4,4,1,5,7,1,5,7,4,5,4,7,1,1,4,7,1,1,6,1,1,4,4,4,4,4,4,6,1,7,4,7,5,1,-7,1,1,7,1,1,1,1,4,1,1,1,7,5,7,1,3,5,2,1,4,1,1,2,2,2,100,60,30,0,60,2, , ,2,5,1,1,1,4,-9,4,4,36,30,1,9,3,3,1,1,5,4,3,3,1,5,3,3,3,1,5,5,5,3,3,3,3,1,1, , , , , , , , , ,4,5,5,4,4,4
62823,1,1,1,6,2,4,4,2, , ,2,1,2,3,2, ,4,1,1,2,1,4,7,7,6,5,7,6,7,5,6,7,4,5,7,5,7,6,6,1,6,1,1,6,4,2,7,4,6,7,6,7,7,7,5,7,6,5,6,6,2,6,6,6,6,6,4,1,6,5,2,-7,5,2,6,2,4,4,5,5,2,5,4,4,3,5,6,3,4,2,1,3,2, ,2,2,-9,60,100,70,50,100,2, , ,1,3,1,2,4,3,-9,6,4,38,38,3,6,4,4,1,1,5,4,4,4,1,4,4,5,5,1,5,6,6,3,7,4,4,2,5,7,7,6,7,6,1,4,7,6,1,5,3,3,1,1
62823,2,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40,100,80,50,100,2, , ,1,3,1,2,4,3,-9,6,4,40,38,2,6,5,1,1,1,5,5,1,5,1,5,7,7,7,7,7,7,7,3,7,4,5,2,5,7,7,7,7,7,7,4,7,7,2,1,3,3,1,3
62886,2,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,50,75,0,0,100,1,1,3,1,3,1,2,7,2,-9,2,4,38,38,2,3,3,2,1,2,2,5,2,5,2,5,3,2,3,3,5,5,5,2,6,5,2,4,3, , , , , , , , , ,4,5,1,4,1,1
62891,1,1,1,5,2,3,4,2, , ,1,1,2,3,2, ,3,2,1,2,2,4,6,6,6,4,4,5,6,2,6,6,5,5,6,5,4,5,3,3,5,5,3,5,5,3,6,5,5,5,3,5,6,4,3,6,5,5,4,5,4,4,5,4,5,5,3,4,5,4,4,1,4,5,3,4,5,3,5,4,3,4,3,4,5,5,4,2,3,2,1,3,1,2,2,2,-9,80,60,0,0,80,1,1,4,1,2,2,1,9,2,7,6,4,40,20,2,3,3,4,3,3,4,4,3,4,3,4,4,6,5,3,5,6,6,3,5,4,5,5,4,6,6,6,6,6,6,4,6,6,3,2,2,3,2,2
62891,2,1,1,5,2,3,4,2, , ,1,1,2,3,2, ,3,2,1,2,2,4,5,6,5,5,4,4,5,2,4,5,4,5,5,4,4,5,3,3,4,4,3,4,5,3,5,4,5,5,3,5,6,4,4,5,5,6,5,4,4,4,4,4,5,5,5,3,5,3,4,1,4,4,5,3,4,3,4,4,4,4,4,4,3,4,4,1,3,2,1,4,1,1,2,2,-9,60,50,0,0,60,1,1,3,2,3,2,1,9,2,8,5,4,40,24,2,2,2,4,3,4,3,4,3,3,2,4,4,5,5,3,4,6,5,3,4,3,5,4,4,6,6,7,6,6,6,4,6,6,4,2,1,3,2,2
62897,1,1,1,3,2,3,2,1,2, ,-7,3,2,3,2, ,2,2,2, ,2,2,5,5,5,7,1,6,3,2,6,6,2,7,7,5,5,5,4,2,7,5,4,5,7,3,7,4,7,7,2,7,7,2,5,7,5,3,4,3,3,2,4,2,2,6,3,5,6,2,3,2,6,5,1,1,7,6,7,6,2,2,2,2,6,4,5,4,3,1,1,3,1,1,2,3,2,75,100,0,0,100,1,-9,2, , , ,2,8,3,-9,6,2,40,32,2,6,2,3,2,1,5,5,3,4,2,4,6,5,5,4,5,6,5,3,4,5,2,2,2, , , , , , , , , ,1,5,1,4,4,2
63013,1,1,1,6,2,4,4,2, , ,1,1,2,3,1,4,4,4,2, ,4,7,3,7,3,7,7,7,7,7,2,7,7,3,4,2,7,5,6,6,3,4,6,4,3,4,3,6,3,3,4,1,3,1,5,4,3,3,4,4,4,4,4,4,1,6,6,6,4,4,3,-7,6,7,4,3,4,5,4,4,4,3,4,4,4, ,2,1,1,1,1,4,1,2,2,2,-9,15,100,100,0,100,1,-9,3,1,3,1,2,5,2,8,6,4,32,24,3,6,1,5,2,4,3,2,5,3,5,1,6,2,4,2,5,5,6,4,3,2,5,4,2,6,3,6,6,7,7,4,3,3,1,2,3,1,2,3
63111,1,1,1,4,2,3,2,2, , ,2,3,2,3,2, ,3,2,2, ,2,3,4,6,5,6,2,2,6,3,6,6,2,4,6,5,5,5,4,2,6,4,2,4,6,2,6,4,6,4,2,6,6,4,2,6,4,5,4,4,2,4,4,2,4,6,5,2,5,4,2,-7,5,2,4,3,6,5,3,5,2,4,5,5,5, ,4,3,4,2,1,2,1,1,2,2,4,40,50,0,0,50,1,1,3,2,3,2,2,10,2,7,5,4,40,12,2,1,3,1,3,1,3,4,1,3,1,4,5,4,5,5,5,4,5,2,5,2,4,2,3,5,5,5,5,4,2,4,6,4,1,4,2,3,2,2
63111,2,1,1,5,2,3,2,1,2, ,2,2,2,2,2, ,-9,1,1,1,1,2,2,6,6,6,2,2,6,2,6,6,2,2,6,6,6,5,4,2,6,4,2,3,6,2,6,6,5,5,2,5,6,2,2,6,6,2,4,3,4,5,5,4,6,6,4,2,6,4,4,-9,4,3,4,6,6,6,5,4,3,5,4,4,5,4,4,4,4,2,1,3,1,1,2,2,-9,80,40,0,0,50,2, , ,1,3,1,3,10,2,-9,2,4,40,12,2,6,3,1,3,2,4,3,2,4,2,4,4,4,5,5,5,4,5,2,4,3,3,3,3, , , , , , , , , ,1,4,4,2,3,2
63117,1,1,1,4,2,3,3,2, , ,1,2,2,3,2, ,2,1,1,2,1,1,3,3,5,6,1,2,3,1,7,4,1,3,6,7,6,7,4,1,7,6,5,6,7,1,5,5,7,5,1,7,7,1,3,7,2,5,5,5,4,4,5,4,3,6,6,1,7,1,1,2,5,2,2,3,6,1,7,6,2,2,2,3,5,6,5,1,3,1,1,4,1,2,-9,2,-9,80,90,20,2,90,1,3,2,3,5,1,2,13,2,7,4,4,1,1,1,1,5,1,1,4,2,2,5,2,4,1,6,3,7,5,6,3,3,3,7,5,6,6,5, , , , , , , , , ,4,4,1,4,4,3
63117,2,1,1,5,2,5,4,3, , ,1,2,2,4,2, ,3,2,1,2,1,6,6,5,5,7,6,3,4,4,5,5,2,5,5,5,3,6,3,1,6,4,1,6,6,2,6,4,5,6,1,5,6,2,1,7,5,2,5,4,3,5,5,5,5,7,7,1,6,2,2,2,6,3,5,4,2,2,5,2,6,6,3,5,5,6,2,1,3,1,1,4,1,3,2,2,-9,90,95,5,1,99,1,-9,1,2,2,1,2,13,2,-9,3,4,1,1,1,1,5,1,5,1,1,1,3,5,1,5,7,2,5,3,6,5,1,3,6,6,6,5,6, , , , , , , , , ,4,5,1,4,3,1
63268,1,1,1,5,2,4,4,3, , ,-7,2,2,4,2, ,2,1,1,1,1,1,6,4,6,7,3,2,4,1,7,3,1,5,7,5,3,5,1,1,7,4,5,7,7,1,7,5,7,7,1,7,7,2,1,7,6,6,5,4,4,3,4,2,5,7,2,1,4,2,2,-7,3,2,3,1,3,5,5,5,2,5,1,3,6,4,2,3,5,4,1,4,1,1,2,2,-9,50,0,0,0,100,1,1,3,2,4,1,2,8,4,-9,4,4,40,20,2,9,2,2,3,2,4,4,2,3,1,3,4,3,5,4,5,4,3,3,4,5,2,1,3,7,7,5,7,6,7,3,7,4,4,3,4,4,1,1
63305,1,1,1,4,2,3,3,2, , ,-7,3,2,3,2, ,3,1,1,2,1,1,1,6,6,6,6,3,6,1,6,4,1,1,7,5,6,4,5,2,5,5,2,3,5,1,7,4,5,7,4,6,7,4,5,7,7,3,4,5,3,4,3,3,6,5,4,3,5,5,3,1,4,4,4,4,4,4,4,4,4,4,4,4,3, ,5,2,3,2,1,3,1,1,2,2,5,50,75,15,5,100,2, , , , , ,3,5,2,9,6,4,40,32,2,1,3,1,3,2,4,3,2,3,2,4,6,4,5,3,5,4,6,4,6,4,5,5,5,7,5,6,6,4,4,2,6,2,1,2,2,4,3,2
63400,1,1,0,6,2,5,5,3, , ,-7,1,2,4,2, ,3,2,2, ,2,7,6,6,7,7,4,7,7,7,7,7,1,7,7,7,7,7,4,6,7,6,4,7,7,3,7,4,7,7,1,7,7,1,1,3,4,7,6,5,2,6,4,5,7,7,4,1,7,2,1,1,6,4,6,2,6,1,7,6,1,6,7,6,7,7,1,4,5,1,1,2,2, ,2,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
63400,2,1,0,2,2,5,5,3, , ,-7,2,2,4,2, ,3,3,1,6,2,6,7,4,7,7,3,6,7,5,7,7,1,6,7,7,7,7,4,6,7,5,2,5,7,4,7,5,7,7,2,7,7,3,1,7,4,6,6,4,3,6,4,6,7, , , , , , , ,6,4,3,5,5,4,6,7,3,6,6,4,6,4,1,3,1,1,1,1,2, ,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
63530,1,1,1,6,2,4,4,2, , ,2,1,2,3,2, ,4,2,2, ,3,1,4,1,1,1,1,1,6,1,3,1,1,1,5,1,4,1,1,1,5,4,1,5,5,3,6,1,6,4,1,5,2,5,2,2,2,5,6,3,2,5,4,4,6,4,4,4,5,2,2,3,4,4,6,4,4,3,4,4,4,6,4,4,5,5,1,1,4,1,1,4,1,1,2,2,-9,50,100,0,0,100,1,3,4,1,3,1,1,8,4,-9,4,4,40,20,2,6,3,3,1,1,2,4,2,5,1,3,4,4,4,6,6,6,6,2,6,2,2,2,1,6,6,6,6,6,2,4,6,6,1,5,1,2,1,2
63720,2,1,0,1, ,2,3,2, , ,-7,3,2,3,2, ,-9,2,2, ,-9,7,7,6,6,4,4,4,4,7,7,7,6,6,6,4,4,7,1,1,6,1,4,4,7,1,7,4,7,7,1,7,7,4,1,7,7,4,4,4,6,4,4,1,1, , , , , , , ,5,4,5,4,4,4,7,6,3,4,4,5,6,2,2,1,3,1,1,2,1,1,3,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
63726,1,1,1,6,2,4,4,3, , ,2,1,2,1,1,4,3,1,1,4,1,1,1,7,7,7,4,6,7,1,7,7,4,1,7,7,7,7,4,1,4,1,7,2,7,2,7,7,7,7,1,7,7,1,1,7,7,2,5,4,7,2,4,2,5,6,2,1,6,5,3,2,6,5,2,1,1,3,5,5,3,2,2,1,6,6,3,5,3,4,1,2,1,1,2,3,4,50,80,60,0,99,2, , ,1,3,1,1,8,3,11,4,4,40,25,1,6,2,4,4,3,2,4,1,4,1,4,2,1,6,2,6,6,5,4,3,2,2,1,2,6,6,6,6,6,1,3,7,3,4,3,1,2,3,2
63848,1,1,1,4,1,2,2,1,2, ,2,5,2,3,2, ,3,3,2, ,2,1,3,1,4,7,1,1,7,1,5,5,1,6,6,1,1,7,1,1,5,1,1,1,6,1,5,3,6,5,1,5,5,3,7,7,1,5,1,1,6,1,4,1,1,1,7,1,1,1,1,-7,5,5,1,5,5,1,1,1,5,5,5,5,5, ,6,4,3,2,1,4,2, ,2,2,-9,45,0,0,0,10,1,1,3, , , ,2,12,2,7,3,5,2,6,1,4,4,1,3,1,3,4,1,2,2,4,4,2,4,1,5,4,4,6,6,6,4,6,4, , , , , , , , , ,3,4,1,4,3,2
63863,1,1,1,6,2,4,4,3, , ,2,1,2,4,2, ,3,2,1,4,2,3,6,6,6,6,3,4,5,3,6,6,3,5,6,5,5,5,4,2,6,5,3,6,7,2,6,5,7,7,1,7,6,4,1,5,3,4,5,5,3,5,4,5,5,4,2,3,6,3,5,3,5,5,2,3,4,4,6,4,2,3,3,4,6,6,1,4,5,1,1,2,2, ,-9,3,-9,90,90,50,10,90,1,-9,3,1,5,7,2,6,2,10,6,4,40,20,3,8,4,1,4,1,5,5,2,4,1,5,5,6,5,6,6,6,6,2,6,2,3,3,4,5,5,6,6,6,5,2,4,6,1,4,5,4,2,3
63863,2,1,1,6,2,4,4,3, , ,2,1,2,4,2, ,3,1,1,4,1,4,7,6,6,6,2,4,5,3,6,6,2,5,7,6,5,6,2,2,6,5,3,7,7,2,7,6,7,7,1,7,6,3,2,6,4,4,6,6,3,6,4,6,5,5,4,2,6,2,3,1,5,3,4,5,5,3,4,3,5,5,4,5,7,7,2,1,5,3,1,3,2, ,2,2,2,80,50,25,10,90,1,-9,3,1,1,6,2,6,3,9,3,4,40,20,1,9,4,3,3,2,3,4,3,3,2,4,5,5,5,5,5,5,5,3,3,3,3,3,4, , , , , , , , , ,3,1,5,4,4,4
64024,2,1,0,5,2,3,4,3, , ,-7,3,2,4,2, ,4,1,1,-9,1,2,2,6,5,6,7,3,3,3,6,6,2,2,6,4,6,6,3,1,5,2,4,4,6,1,6,4,6,7,2,6,7,3,2,7,7,2,4,3,5,4,5,4,3,5,4,4,5,3,2,-7,4,4,3,4,4,4,6,4,2,3,3,3,5,5,3,2,3,2,1,4,2, ,2,3,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
64169,2,1,1,6,2,5,5,3, , ,-7,1,2,4,2, ,-9,1,1,3,2,3,7,5,5,5,1,1,4,4,6,5,1,6,7,5,4,5,5,1,6,4,3,5,5,1,6,6,5,6,1,7,7,3,1,5,5,1,5,4,4,4,5,4,7,7,4,1,4,1,1,-7,5,3,3,3,5,3,5,5,3,4,3,4,5, ,4,3,3,1,1,3,2, ,-9,2,5,50,70,10,0,80,1,-9,5,2,3,1,2,9,4,-9,6,4,40,20,1,4,3,4,2,2,4,4,2,4,3,4,5,4,5,5,4,4,4,5,5,5,2,2,2, , , , , , , , , ,3,5,4,3,2,2
64357,2,1,0,1, ,3,3,1,1,2,-7,3,2,3,2, ,3,1,1,1,1,1,1,3,6,4,2,2,6,1,5,2,1,1,5,5,3,5,5,3,5,5,4,5,5,3,5,3,5,6,4,5,5,4,3,5,5,5,4,5,4,4,5,4,5, , , , , , , ,3,5,3,4,4,5,4,4,4,4,5,4,5, ,4,2,2,2,1,3,2, ,-9,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
64393,1,1,1,5,2,4,4,3, , ,2,1,2,4,2, ,2,3,1,3,3,2,1,1,6,7,1,1,1,2,7,4,1,5,6,6,3,5,1,1,4,4,1,3,7,2,7,4,6,4,1,7,7,5,1,7,1,1,4,4,4,4,2,4,6,4,6,1,7,4,1,-7,4,3,4,3,4,1,1,3,7,2,4,7,6,7,1,1,3,1,1,3,2, ,2,2,2,80,5,98,100,100,1,1,3,2,3,1,3,12,2,8,6,5,0,0,1,1,3,4,1,5,4,3,4,4,2,3,2,4,4,1,6,4,4,2,5,2,2,2,1, , , , , , , , , ,1,4,4,2,2,2
64426,1,1,1,4,2,4,4,2, , ,-7,1,2,4,2, ,3,1,2, ,2,1,1,1,7,7,1,6,7,5,7,7,1,6,7,6,1,7,7,1,6,5,1,7,7,1,7,1,7,7,3,7,7,1,1,7,7,4,4,5,3,6,4,4,7,6,3,1,6,2,2,2,5,3,5,5,5,2,4,3,4,5,5,4,5,5,6,1,3,1,1,1,1,1,3,2,2,70,99,99,40,100,2, , , , , ,2,13,1,-9,3,5,0,8,2,6,3,3,3,2,4,4,2,3,2,4,6,3,5,4,4,3,3,4,5,3,4,3,2, , , , , , , , , ,1,3,3,4,3,3
64685,1,1,1,4,2,3,3,2, , ,2,2,2,3,2, ,3,1,1,3,1,3,4,5,5,5,5,4,5,2,6,4,4,4,6,5,5,5,5,2,6,4,4,6,6,3,6,5,7,7,2,6,6,4,3,4,6,5,4,4,4,5,5,4,4,3,2,3,4,5,5,3,5,4,5,4,4,4,4,5,3,4,3,4,5,5,3,3,3,2,1,2,2, ,2,4,5,30,50,40,10,50,1,1,3,2,4,3,2,5,2,8,5,4,40,20,3,8,3,2,2,3,4,4,2,3,2,4,5,3,5,5,5,5,5,2,5,4,4,3,4,5,4,5,5,5,6,4,4,4,1,2,2,2,3,3
64685,2,1,1,2,2,3,3,2, , ,2,3,2,3,2, ,3,1,1,2,1,3,4,5,5,5,5,4,5,3,6,4,4,4,6,6,5,5,5,2,6,4,4,7,6,4,6,5,5,6,2,5,6,4,4,6,4,5,4,4,4,4,5,4,4, , , , , , , ,4,5,4,4,4,3,4,5,3,3,3,3,4,4,4,3,3,2,1,3,2, ,2,2,4,52,30,20,10,40,1,1,3,2,2,2,2,5,2,7,5,4,40,20,2,1,2,3,2,3,3,4,3,3,3,3,4,5,4,6,4,5,4,3,4,4,4,5,5,5,5,5,5,5,4,5,5,3,1,2,2,2,2,2
