nohhold,nomem,weeknr,inkhh,inknorm,inkrond,finsitu,inkeven,inkaank,inksec,loan1,loan2,loan3,ink25a,ink25b,ink25c,ecsit,zinvol,opzij,hoevopzy,opzij12,spaarm01,spaarm02,spaarm03,spaarm04,spaarm05,spaarm06,spaarm07,spaarm08,spaarm09,spaarm10,spaarm11,spaarm12,spaarm13,spaarm14,spaarm15,spaarm16,situat1,situat2,situat3,situat4,situat5,situat6,situat7,spaar1,spaar2,spaar3,spaar4,spaar5,spaar6,beschryf,toek01,toek02,toek03,toek04,toek05,toek06,toek07,toek08,toek09,toek10,toek11,toek12,uitgeven,plannen,periode1,bijhoud,potjes,pin1,pin2,chip1,chip2,autom,foon,smart,intern,zon,her1,her2,her3,her4,baby,plan,uitspr,hhrela,beslis,geldh,geluk,kenltd,kenhh,kenink,kenopl,kenwerk,manuur,vrouwuur,kunde,advies,con01,con02,con03,con04,con05,con06,con07,con08,con09,con10,con11,con12,con13,con14,con15,con16,con17,con18,con19,con20,con21,con22,con23,con24,con25,con26,con27,con28,con29,con30,con31,con32,con33,con34,con35,con36,con37,con38,con39,con40,con41,con42,con43,con44,con45,con46,con47,con48,con49,con50,locus01,locus02,locus03,locus04,locus05,locus06,locus07,locus08,locus09,locus10,locus11,locus12,locus13,work01,work02,work03,work04,work05,work06,work07,work08,work09,jeugd1,jeugd2,jeugd3,jeugd4,jeugd5,jeugd6,MHI001,MHI002,MHI003,MHI004,MHI005,toek01_x,toek02_x,toek03_x,toek04_x,toek05_x,toek06_x,toek07_x,toek08_x,toek09_x,toek10_x,toek11_x,toek12_x,jeugd1_x,jeugd2_x,jeugd3_x,jeugd4_x,jeugd5_x,jeugd6_x
46154,2,201326,5,2,3,4,2, , ,2,2,2,3,2, ,3,1,1,2,1,1,1,6,7,7,6,1,6,1,6,6,1,1,7,3,7,4,3,5,4,3,3,6,5,5,1,6,1,1,-7, , , , , , , , , , , , ,5,2,2,5,1,1,4,2, ,1,5,5,5,10,90,20,1,90,1,1,3,1,3,1,1,5,4,9,5,4,40,28,3,8,4,4,4,1,4,3,4,3,2,4,1,1,4,5,3,4,4,1,3,1,4,4,4,4,2,2,3,2,2,4,2,4,3,1,2,2,3,5,5,3,4,4,2,3,2,3,3,3,2,4,5,3,5,5,5,4,5,3,3,5,1,3,1, , , , , , , , , , , , , , , ,1,1,5,1,5,4,3,5,5,5,5,5,4,4,4,4,4,4,4,3,2,2,2
46315,1,201331,-9, ,4,4,3, , ,-7,5,2,4,2, ,3,1,1,-9,1,6,6,6,6,7,6,5,5,5,5,5,4,5,5,5,5,4,4,4,3,6,3,4, , , , , , , ,4,4,4,4,4,4,4,4,4,4,4,4,6,3,3,4,2,1,3,1,1,3,1,1,4,50,50,50,50,50,1,-9,3, , , ,1,4,2,-9,5,4,50,28,2,1,3,3,3,3,3,3,3,3,3,3,1,4,1,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , , ,3,3,1,2,2,2,1,1,4,1,6, , , , , , , , , , , , , , , , , , 
46315,2,201331,-9, ,4,4,3, , ,-7,3,2,4,2, ,3,1,1,-9,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4, , , , , , , ,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,1,3,1,2,2,1,1,4,50,50,50,50,50,1,3,3, , , ,1,4,2,-9,5,4,50,28,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , , ,3,3,1,2,1,2,2,2,3,2,5, , , , , , , , , , , , , , , , , , 
46429,1,201326,6,2,5,2,1,1,3,2,1,2,4,2, ,3,1,2, ,1,-7,-7,3,3,6,2,5,6,-7,4,4,-7,-7,5,4,5,5,4,2,5,6,5,7,1,1,6,4,5,5,4,6,5,2,3,4,4,4,2,2,6,2,6,6,4,2,5,1,1,3,1,2,1,1,5,5,100,100,100,50,100,2, , , , , ,2,5,3,10,7,4,38,34,4,8,4,2,3,2,5,5,2,3,2,4,4,3,3,4,2,3,3,1,3,3,4,4,2,3,4,1,4,3,3,4,1,3,3,2,4,3,3,5,3,3,1,4,3,2,2,4,2,3,2,4,5,6,6,3,5,5,6,2,6,1,3,1,1, , , , , , , , , ,1,4,2,2,2,4,2,2,4,3,5, , , , , , , , , , , , , , , , , , 
46498,1,201321,1,2,4,4,3, , ,2,3,2,2,1,4,2,1,1,2,1,-7,-7,5,7,7,7,2,7,-7,7,6,1,5,7,7,5,5,2,2,5,3,6,7, , , , , , , , , , , , , , , , , , , ,5,2,3,4,1,1,3,1,2,3,1,1,3,50,0,0,0,50,2, , , , , ,2,8,4,9,5,4,36,26,2,9,2,3,3,1,4,4,2,4,2,3,2,1,1,3,3,5,4,2,4,1,3,4,3,4,4,2,3,4,3,4,2,3,1,1,3,1,1,4,3,4,1,2,3,4,2,4,3,4,1,4,5,4,4,2,5,6,4,2,6,2,1,1,1,7,7,7,6,6,2,2,6,4, , , , , , ,2,2,3,1,4,5,5,3,3,6,2,5,5,2,6,5,2,1,1,4,2,2,3
46602,1,201321,3,1,2,2,1,2, ,-7,3,2,2,2, ,3,2,2, ,3,7,7,7,7,7,-7,7,6,5,7,7,-7,6,7,6,6,1,1,7,1,4,1,1,7,7,4,7,7,1,1, , , , , , , , , , , , ,4,3,4,5,1,1,3,2, ,1,3,1,4,10,40,40,0,40,1,1,3,1,3,1,2,12,2,9,3,1,0,0,3,2,4,1,5,3,4,4,2,4,1,5,2,2,3,3,3,4,4,3,4,1,3,4,4,4,3,3,4,2,3,3,4,5,3,5,4,3,2,3,1,3,1,1,3,4,2,4,3,4,3,4,6,6,7,4,7,5,6,6,7,7,6,7,6, , , , , , , , , , , , , , , ,1,2,5,3,4,7,7,1,7,7,7,7,5,1,1,1,1,3,2,1,2,4,4
46602,2,201321,3,1,1,2,1,2, ,-7,5,2,2,2, ,2,2,2, ,3,4,4,7,7,7,-7,5,7,6,7,7,-7,5,7,5,7,7,1,7,1,4,1,1,6,6,5,6,5,1,1, , , , , , , , , , , , ,6,4,4,3,1,1,2,2, ,3,1,1,1,10,50,50,0,50,1,1,3,1,3,1,3,12,2,9,3,1,0,0,1,3,5,1,5,1,4,5,1,3,5,5,1,5,3,1,3,3,3,3,3,1,4,1,5,4,5,3,2,2,2,3,4,5,3,5,3,3,1,5,3,3,3,1,3,3,3,3,3,3,3,2,6,4,7,4,4,5,6,7,3,7,4,7,6, , , , , , , , , , , , , , , ,3,4,3,4,3,1,5,1,2,7,1,4,2,2,3,1,1,3,3,1,4,4,4
46651,1,201326,4,2,3,4,2, , ,1,3,2,4,1,4,3,1,1,3,1,2,6,4,7,7,7,2,5,2,7,5,3,5,7,7,5,4,3,3,3,6,3,6,6,7,2,6,2,2,-7,5,4,4,2,4,5,6,4,3,3,2,2,5,5,3,3,2,1,4,2, ,3,1,1,5,20,90,90,10,100,1,3,3, , , ,2,5,4,9,6,4,36,24,1,6,4,2,2,2,4,4,1,4,2,3,4,1,2,5,1,5,5,1,5,1,3,4,2,5,4,1,5,1,4,4,1,5,1,2,5,1,1,5,2,5,1,5,4,5,2,5,2,5,1,4,6,6,6,7,5,6,7,2,6,2,1,1,6, , , , , , , , , ,1,1,3,2,3,4,3,1,5,2,4, , , , , , , , , , , , , , , , , , 
46651,2,201326,4,2,3,4,3, , ,-7,1,2,4,2, ,3,1,1,3,1,2,7,5,7,7,6,2,5,2,7,4,1,6,7,7,5,4,3,5,4,6,3,6,6,7,1,6,1,1,-7,7,6,2,2,4,6,6,6,3,4,2,2,6,2,4,5,2,1,4,2, ,3,1,1,5,30,90,80,10,100,1,3,3, , , ,3,5,4,9,6,4,36,28,2,1,4,2,5,1,4,5,2,5,2,5,2,3,4,4,4,4,3,5,3,1,5,4,4,3,2,4,2,4,2,3,4,4,3,4,2,4,3,2,5,4,2,3,4,2,3,4,4,3,2,3,6,6,6,7,6,7,7,1,6,2,4,2,6, , , , , , , , , ,1,2,3,3,1,1,4,3,2,3,4, , , , , , , , , , , , , , , , , , 
46677,1,201321,4,2,3,2,1,2, ,2,5,2,2,2, ,2,1,2, ,4,4,7,7,7,7,-7,7,4,4,7,7,-7,7,7,5,-7,4,4,4,4,4,4,5,7,7,7,7,4,4,3, , , , , , , , , , , , ,7,1,3,5,4,1,4,2, ,1,1,1,5,50,80,0,0,80,1,1,3, , , ,2,13,2,8,4,1,0,0,2,6,5,1,5,1,5,5,2,5,1,5,1,1,1,3,2,3,5,1,5,1,5,3,3,4,5,1,5,1,3,3,1,5,1,1,3,1,1,5,5,5,1,3,3,2,3,4,2,3,1,3,7,7,7,7,7,7,7,1,7,1,1,1,1, , , , , , , , , , , , , , , ,1,1,5,1,3,7,7,1,1,4,4,7,7,1,1,7,1,4,5,1,2,2,2
46763,1,201321,4,2,4,4,3, , ,2,4,2,4,2, ,4,1,1,2,1,2,2,1,6,6,1,1,6,1,4,2,1,6,7,5,2,4,2,2,3,4,4,6,4,6,1,4,1,1,-7, , , , , , , , , , , , ,6,2,2,4,1,1,4,2, ,3,1,1,5,50,0,0,0,0,1,1,5,1,3,1,2,10,2,7,6,5,20,0,2,1,3,4,1,1,4,4,3,3,1,4,3,2,2,4,2,4,3,1,4,1,2,3,3,4,4,3,4,2,3,3,1,5,2,2,4,2,2,4,4,4,1,2,3,4,2,4,3,4,2,3,4,5,5,3,6,6,6,2,3,5,2,4,2, , , , , , , , , , , , , , , ,2,1,5,2,5,6,5,2,2,4,3,6,5,2,3,4,4,4,4,1,2,4,2
46763,2,201321,4,2,4,4,2, , ,2,5,2,3,2, ,3,2,1,2,2,-7,7,4,6,7,-7,-7,2,3,6,3,-7,6,7,7,3,4,1,1,2,3,3,6,7,7,1,6,1,1,-7, , , , , , , , , , , , ,5,1,2,4,1,1,4,2, ,3,4,1,1,50,0,0,0,1,1,1,3,1,3,1,2,12,2,-9,4,5,0,0,2,9,4,1,3,1,5,4,2,3,1,5,3,1,3,4,1,4,4,3,2,1,4,4,3,4,4,3,3,1,1,3,1,4,2,2,4,1,3,4,3,4,1,4,3,4,1,3,4,3,1,3,4,4,4,1,5,5,5,5,6,4,2,2,4, , , , , , , , , , , , , , , ,2,1,4,1,4,3,1,5,5,3,1,7,4,2,5,5,5,4,5,1,4,4,4
46793,1,201338,5,2,5,4,1,2, ,-7,2,2,1,2, ,2,1,2, ,2,3,7,2,4,3,1,2,2,3,7,4,1,2,5,4,1,5,3,4,6,2,4,3,6,7,1,7,2,1,2, , , , , , , , , , , , ,7,1,1,5,4,1,4,1,2,2,1,1,5,20,25,0,0,25,1,2,3,1,3,1,2,11,4,9,6,5,60,40,3,3,4,1,3,1,5,5,2,4,1,3,1,1,3,5,2,5,2,1,4,1,3,5,3,4,2,1,5,1,2,5,1,5,1,5,5,1,1,5,2,4,1,5,2,5,1,5,2,4,1,5,1,1,1,1,4,1,1,6,7,7,1,1,3, , , , , , , , , , , , , , , ,2,1,5,2,4,7,6,1,4,1,6,5,4,2,1,1,2,4,5,1,1,3,1
46812,1,201321,5,2,5,5,3, , ,2,5,2,5,2, ,2,1,1,5,1,3,6,1,6,1,1,4,3,3,5,1,1,2,3,7,3,7,2,1,7,4,6,5,4,1,1,5,1,5,3, , , , , , , , , , , , ,6,2,2,4,1,1,4,1,2,1,1,4,5,50,50,10,0,50,1,1,3,1,3,2,1,10,2,10,6,4,36,32,3,2,3,2,4,1,4,5,1,4,1,5,1,1,3,4,4,5,3,3,4,1,4,3,4,3,4,2,4,2,4,2,3,4,4,3,4,2,1,2,4,3,1,1,2,3,2,4,2,4,1,3,2,2,2,5,5,4,5,1,6,2,2,2,2, , , , , , , , , , , , , , , ,2,1,5,2,5,7,2,1,1,4,1,7,6,2,5,2,3,4,1,5,3,2,1
46812,2,201321,5,2,4,4,3, , ,2,2,2,4,2, ,2,1,1,3,1,4,6,6,6,6,3,4,4,4,6,6,1,6,7,6,6,6,4,3,4,4,4,6,6,3,1,5,2,2,3, , , , , , , , , , , , ,4,3,3,3,1,1,4,2, ,1,1,5,5,50,50,10,0,90,1,1,2,1,3,2,2,11,2,10,7,4,36,24,2,6,3,4,3,1,3,4,3,3,2,3,2,1,2,3,4,4,4,2,4,1,3,2,4,4,3,3,3,2,2,3,3,4,2,3,2,2,1,4,3,4,2,3,2,4,2,3,4,3,2,2,5,5,5,3,5,4,4,4,4,4,4,4,2,6,6,6,6,6,6,4,5,2, , , , , , ,2,1,5,2,5,4,3,3,3,4,1,6,5,4,4,5,4,1,3,3,2,1,1
46823,1,201321,2,2,2,4,2, , ,-7,5,2,3,2, ,4,1,1,1,1,1,-7,7,6,7,1,1,4,-7,6,6,1,-7,7,5,5,3,1,6,1,4,1,2,1,7,1,7,1,7,-7, , , , , , , , , , , , ,5,1,2,5,3,1,4,2, ,1,1,1,4,50,50,50,50,50,2, , , , , ,2,7,2,6,5,4,45,28,4,1,5,4,1,1,5,5,1,4,1,4,1,1,3,4,5,5,4,1,5,1,4,4,5,5,1,1,3,3,4,4,2,5,2,2,4,1,3,5,5,5,1,3,2,5,2,5,5,5,1,3,1,4,2,2,6,6,7,5,1,6,4,5,5, , , , , , , , , , , , , , , ,1,1,5,2,5,6,3,3,5,5,7,1,5,5,2,2,4,1,5,3,4,1,1
46916,1,201326,5,2,3,3,2, , ,2,1,2,3,1,4,4,3,1,2,2,4,6,1,6,6,4,1,6,4,6,1,7,6,6,4,6,6,4,4,4,4,4,6,4,4,1,6,4,4,1,4,1,4,2,5,2,4,4,4,4,4,4,3,4,4,2,2,1,4,2, ,1,5,5,5,50,50,50,50,50,1,1,5, , , ,2,5,4,8,5,4,38,20,3,6,3,3,2,2,3,4,3,3,1,5,4,3,2,4,2,3,3,1,3,2,3,4,3,3,4,2,3,3,3,4,2,4,2,2,3,3,2,4,3,3,1,3,3,3,3,4,4,3,1,4,3,5,3,5,5,5,5,5,4,2,2,2,2, , , , , , , , , ,1,2,3,3,2,2,2,1,5,2,5, , , , , , , , , , , , , , , , , , 
46916,2,201326,5,2,3,3,2, , ,2,2,2,3,1,4,3,2,1,2,2,5,6,5,6,6,6,2,6,6,6,6,2,6,6,6,6,6,5,4,5,5,3,5,4,7,1,4,1,1,1,5,4,4,5,5,3,5,5,4,5,5,5,2,5,4,2,2,1,4,2, ,1,3,1,5,50,50,50,50,50,1,1,5, , , ,2,5,3,8,5,4,40,20,2,1,4,3,2,2,3,4,4,4,2,4,4,1,4,3,1,5,3,3,4,1,4,4,2,5,4,3,4,1,4,4,1,4,4,2,4,1,3,4,3,5,3,2,3,4,2,4,2,4,2,4,6,3,5,5,5,5,5,4,3,4,3,5,3, , , , , , , , , ,2,2,3,2,2,2,3,3,5,2,5, , , , , , , , , , , , , , , , , , 
46919,1,201321,5,2,3,3,2, , ,2,3,2,3,2, ,4,2,1,2,1,4,6,5,4,4,4,3,4,4,5,4,-7,4,6,4,4,4,4,4,4,4,4,5,5,4,2,5,3,2,1, , , , , , , , , , , , ,3,3,1,3,1,1,4,2, ,1,1,1,5,50,100,75,5,100,1,1,3,1,4,1,2,6,3,10,7,4,40,30,2,6,3,3,1,1,4,4,1,3,1,3,3,1,1,3,3,4,4,1,4,1,2,3,3,4,4,2,3,2,1,3,2,4,1,1,3,1,1,4,3,4,1,3,3,4,1,3,3,4,1,3,4,4,4,4,5,5,6,4,7,3,4,2,2,6,6,5,6,6,4,3,6,5, , , , , , ,1,1,5,1,5,5,4,4,4,4,4,6,4,3,4,4,4,1,3,3,2,3,3
46921,1,201321,4,2,3,4,3, , ,-7,-9,2,3,2, ,-9,-9,2, ,-9,5,6,6,6,6,-7,-7,-7,6,4,4,-7,4,6,-7,-7,4,4,4,4,4,4,4,4,4,1,4,2,2,-9, , , , , , , , , , , , ,7,1,3,4,1,1,4,2, ,3,1,1,4,60,0,50,0,0,1,-9,5,1,3,-7,2,11,2,-9,6,5,0,0,4,8,3,2,3,2,3,4,2,4,2,4,2,4,2,3,3,4,3,2,4,1,3,2,3,4,3,2,3,2,2,3,3,3,2,2,3,1,1,3,3,4,2,3,3,4,2,3,2,3,1,3,4,4,3,2,3,4,4,3,4,4,4,4,4, , , , , , , , , , , , , , , ,1,1,5,1,5,5,5,2,2,1,4,6,6,2,1,4,4,4,3,1,4,3,4
46970,2,201351,-9, ,3,4,3, , ,-7,5,2,2,2, ,2,1,2, ,2,4,6,7,5,5,4,3,5,3,6,6,-7,-7,7,4,6,4,3,4,4,5,2,3, , , , , , , , , , , , , , , , , , , ,6,3,4,5,2,1,3,2, ,3,1,1,4,0,0,0,0,5,1,1,5,1,3,1,2,8,4,-9,4,4,48,28,3,6,4,2,3,1,3,5,1,5,1,5,3,1,2,4,3,5,3,3,5,1,4,3,3,4,4,3,3,2,2,4,2,4,2,2,4,5,1,4,2,4,1,1,3,5,1,4,2,4,1,4,6,3,3,1,6,5,5,4,4,2,2,4,2,7,7,7,7,6,4,4,6,6, , , , , , ,2,1,5,1,5,7,5,3,3,6,5,1,6,6,5,2,5,4,1,1,2,1,1
46981,1,201311,5,2,3,3,1,1,3,1,2,2,3,2, ,4,2,2, ,2,6,7,6,5,5,4,2,6,6,6,6,2,5,7,5,6,5,4,4,4,5,3,4,5,5,2,5,2,3,-7,5,5,3,3,5,5,5,3,3,3,3,3,2,3,2,4,1,1,3,2, ,1,2,3,4,20,50,10,2,90,1,1,2,1,2,2,2,5,2,9,6,4,36,28,2,6,4,3,2,3,4,4,3,3,3,3,4,2,2,4,2,4,4,2,4,2,2,4,2,4,4,2,3,2,4,4,2,4,2,4,4,2,2,4,3,4,1,4,4,3,2,4,4,3,2,4,3,5,5,5,5,6,6,2,4,5,3,5,2,6,6,6,6,6,6,4,3,5,1,2,2,1,2,2, , , , , , , , , , , , , , , , , , , , , , , 
47054,1,201321,4,2,3,4,2, , ,2,2,2,3,2, ,2,3,2, ,1,6,6,7,7,7,5,5,7,6,7,7,2,7,7,7,7,5,4,6,3,6,4,6,4,7,3,7,3,1,-7, , , , , , , , , , , , ,6,2,3,4,1,1,3,2, ,1,3,1,3,49,50,50,0,90,1,1,3,2,3,1,2,12,2,8,2,5,0,0,2,4,5,1,5,5,5,5,1,5,1,5,2,4,4,4,1,5,4,3,4,1,5,5,3,5,3,3,5,1,1,3,1,3,2,1,4,2,1,1,5,5,5,1,4,4,4,5,4,5,3,4,4,5,5,7,7,7,7,3,5,6,4,6,7, , , , , , , , , , , , , , , ,3,2,3,1,4,2,5,4,6,7,4,7,5,5,5,7,5,4,3,2,4,4,2
47145,1,201321,4,2,4,4,3, , ,-7,5,2,4,2, ,2,2,1,2,2,5,6,7,7,7,-7,6,5,5,7,7,-7,5,7,7,6,4,4,3,4,4,4,2,1,7,1,7,1,1,-7, , , , , , , , , , , , ,5,1,2,5,4,1,4,2, ,2,1,1,5,30,75,0,0,50,1,1,3,1,3,1,1,12,2,8,3,5,0,0,3,8,4,1,3,1,4,5,1,4,1,5,3,1,1,4,1,5,5,2,5,1,2,4,1,4,4,1,4,2,1,3,1,5,1,4,5,5,1,4,2,4,1,1,4,4,1,4,1,4,1,3,5,4,3,1,6,5,5,3,4,3,3,2,4, , , , , , , , , , , , , , , ,1,1,5,1,5,1,1,5,1,2,2,1,1,4,4,1,4,3,3,3,4,1,1
47145,2,201321,4,2,4,4,3, , ,-7,5,2,4,2, ,2,2,1,2,2,1,3,6,7,7,-7,5,5,3,7,6,-7,5,-7,6,5,4,4,4,5,4,4,2,1,7,1,5,1,1,-7, , , , , , , , , , , , ,5,1,2,5,4,1,4,2, ,2,1,1,5,5,100,25,0,75,1,1,3,1,3,1,1,13,2,7,3,5,0,0,2,8,5,1,2,1,2,1,1,4,1,5,3,1,3,4,1,5,4,1,5,1,3,3,1,4,3,2,4,1,1,3,1,5,2,2,5,1,1,4,1,5,1,1,5,4,1,4,1,5,1,3,3,3,4,2,6,4,5,3,3,3,3,3,2, , , , , , , , , , , , , , , ,2,1,5,1,5,2,2,5,2,2,1,1,1,1,1,1,4,4,4,1,4,2,1
47170,1,201326,3,2,3,3,2, , ,-7,3,2,3,2, ,4,1,1,1,1,-7,-7,3,5,5,4,-7,4,-7,5,3,-7,-7,6,6,6,2,2,5,2,6,2,5,4,4,3,5,2,2,-7,4,3,5,6,4,5,6,6,2,4,2,3,4,4,1,3,2,1,4,1,1,1,1,3,4,40,20,1,1,50,2, , , , , ,2,4,2,8,6,4,40,38,2,1,3,5,2,1,4,4,1,3,1,4,1,1,2,4,3,4,4,1,4,1,2,4,3,5,2,3,3,2,3,4,2,4,1,1,3,1,1,4,4,4,2,3,3,4,2,4,4,4,1,4,3,6,4,3,5,5,5,2,3,2,4,2,1, , , , , , , , , ,2,2,1,1,2,2,2,2,4,1,5, , , , , , , , , , , , , , , , , , 
47282,2,201338,6,2,3,3,1,1,2,1,2,2,4,2, ,4,1,2, ,1,4,6,5,5,6,3,3,6,3,6,6,1,5,6,5,6,5,5,3,4,4,3,5,7,6,2,5,2,2,-7,6,6,2,1,4,5,5,5,3,2,2,2,3,5,3,3,1,1,4,2, ,1,1,1,5,20,60,10,0,90,1,1,3,2,4,1,2,9,2,10,6,4,40,20,2,6,5,1,4,1,3,4,2,4,2,5,2,3,4,5,2,4,2,4,3,2,3,3,4,3,3,2,4,2,1,3,1,3,3,2,3,3,4,5,3,4,4,4,3,3,3,5,3,3,2,4,6,5,6,4,5,5,4,4,5,3,3,2,2,7,6,7,5,7,7,2,6,7,1,4,3,2,1,1,1,1,4,2,5, , , , , , , , , , , , , , , , , , 
47342,1,201321,3,2,3,2,1,2, ,2,3,2,2,1,2,1,2,2, ,3,3,6,7,7,7,3,7,7,4,5,7,1,5,6,4,4,4,2,4,2,4,1,1,6,3,7,7,5,4,3, , , , , , , , , , , , ,7,1,4,3,1,1,4,1,3,1,1,1,5,40,100,40,0,100,1,1,3,1,4,1,1,13,2,7,5,5,0,0,2,3,3,1,1,1,4,4,1,5,1,4,3,2,1,3,3,3,4,2,4,1,3,3,3,3,2,3,4,3,2,3,3,4,2,3,4,1,3,5,3,4,2,3,3,4,2,4,3,3,1,3,4,5,4,5,4,5,6,3,6,2,2,3,2, , , , , , , , , , , , , , , ,1,1,5,1,5,4,4,2,1,4,1,3,4,4,4,6,4,1,3,2,2,4,2
47342,2,201321,3,2,2,2,1,2, ,-7,3,2,2,2, ,2,3,2, ,3,4,-7,-7,4,7,4,5,7,4,6,7,1,4,6,-7,-7,4,2,4,3,4,1,1,4,6,3,7,3,3,3, , , , , , , , , , , , ,4,1,4,4,1,1,4,1,2,1,1,1,4,50,50,0,0,0,1,1,3,1,3,1,2,13,2,8,4,1,0,0,1,8,4,1,1,1,4,4,1,4,1,5,3,4,2,3,3,4,4,3,4,1,2,3,3,4,2,3,3,3,3,3,3,4,2,3,4,2,2,4,2,4,2,3,3,4,2,4,3,4,2,3,4,4,4,4,4,4,4,3,5,2,4,3,1, , , , , , , , , , , , , , , ,1,2,5,2,5,1,3,2,2,3,1,1,1,4,3,2,1,4,3,3,3,3,1
47360,2,201321,4,1,3,4,2, , ,-7,3,2,2,2, ,2,2,1,1,2,7,7,6,7,6,5,5,6,6,7,6,4,6,6,6,6,5,4,6,4,4,4,2,5,5,4,4,4,3,-7,5,3,4,5,4,5,4,5,4,5,4,5,5,3,1,4,2,1,3,1,1,1,1,1,4,75,100,80,0,100,1,1,2,1,3,1,2,5,3,9,5,4,38,24,3,1,3,3,4,3,3,5,1,3,2,4,3,2,2,3,4,3,4,3,3,1,4,3,3,4,3,3,3,2,3,3,3,4,2,3,3,2,4,4,3,4,4,3,2,3,2,4,3,3,3,2,5,4,4,3,6,5,4,5,4,4,3,4,4, , , , , , , , , ,3,2,3,3,1,1,2,2,4,2,5, , , , , , , , , , , , , , , , , , 
47381,1,201337,4,2,2,1,1,1,2,1,3,2,3,2, ,4,2,1,1,2,6,6,6,6,7,5,5,6,6,6,6,5,6,6,6,5,5,5,4,4,4,4,4,6,6,2,5,3,3,-7, , , , , , , , , , , , ,4,4,2,4,1,1,4,1,2,1,1,1,4,25,25,5,5,75,1,1,5,1,3,1,2,5,3,8,5,4,40,24,2,1,2,3,3,2,3,4,2,3,2,4,4,2,3,4,2,4,4,3,4,3,3,4,3,4,4,3,4,3,4,4,2,4,2,2,4,2,2,4,3,4,2,3,4,4,3,4,2,4,2,3,5,5,5,3,5,5,5,3,4,3,3,3,4,6,6,5,6,6,1,5,6,4, , , , , , ,2,2,3,1,4,4,5,4,5,6,5,6,3,3,3,3,3,1,4,3,2,3,2
47410,1,201321,3,2,3,4,2, , ,2,1,2,3,2, ,3,1,1,3,1,1,1,5,5,5,1,3,7,1,5,6,1,4,6,6,6,5,5,5,3,5,5,5,6,6,1,6,4,2,-7, , , , , , , , , , , , ,4,4,2,4,1,1,4,2, ,1,1,1,5,50,10,10,0,0,2, , , , , ,1,7,3,6,3,4,32,24,3,4,3,4,3,3,3,4,3,3,2,3,2,2,2,4,4,4,4,4,4,2,2,4,4,4,4,3,4,2,2,3,3,4,2,2,2,2,2,4,4,3,2,3,2,4,4,3,4,4,2,3,5,5,5,3,5,5,5,3,5,5,5,3,4,6,6,6,6,5,6,4,6,3, , , , , , ,1,1,4,1,5,4,2,5,5,5,2,6,6,6,6,6,2,3,3,2,3,1,1
47488,1,201321,4,2,2,3,2, , ,1,5,2,3,1,3,-9,2,1,1,1,4,6,5,6,3,3,1,6,4,5,5,2,6,6,3,4,4,3,5,2,3,2,2,7,7,2,7,3,1,-7, , , , , , , , , , , , ,4,5,1,3,1,1,4,2, ,1,2,1,5,10,0,0,0,10,1,1,3,2,3,1,3,7,4,8,4,1,45,30,2,1,3,4,2,1,4,5,2,2,3,4,1,1,2,4,3,4,4,2,4,1,4,3,4,4,2,3,4,1,2,3,4,5,2,2,2,2,3,4,5,4,2,3,2,4,3,3,5,4,2,2,4,3,2,3,5,2,4,5,2,5,2,4,3,7,5,6,6,3,5,2,4,6, , , , , , ,1,2,4,3,3,1,5,5,5,4,3,3,5,4,6,6,4,4,4,2,2,3,4
47545,1,201321,4,2,3,4,3, , ,1,3,2,4,2, ,3,1,1,2,2,2,4,7,6,6,-7,-7,5,3,6,6,-7,3,6,6,6,5,5,3,4,6,4,5,6,6,1,5,4,1,3, , , , , , , , , , , , ,6,2,3,3,1,1,3,2, ,1,1,1,2,50,5,0,0,50,1,1,3,2,3,1,2,10,3,9,5,4,40,20,1,6,3,2,3,1,3,4,2,4,1,4,1,1,1,2,4,4,4,3,3,1,3,2,4,4,4,3,2,2,2,2,4,4,2,4,2,2,2,3,5,4,1,2,1,3,2,3,4,3,2,2,4,1,1,1,5,5,5,5,3,5,2,3,2,6,6,4,6,4,5,5,5,2, , , , , , ,2,1,4,2,4,5,4,1,5,5,1,5,5,2,2,3,2,4,1,1,3,2,2
