nohhold,nomem,weeknr,gez1,gez2,gez3,gez4,gez5,gez7,gez8,gez9,huisa1,huisa2,huisa3,ziek,hziek,kans0,kans1a,kans2a,kans3a,kans4a,kans5a,kans6a,ij2,ij161,ij16br,ij181,ij241,ij162,ij16br2,ij182,ij242,ij163,ij16br3,ij183,ij243,j16a,j16abra,j16b,iz1,iz14,iz15,iz16,iz16bra,iz18,iz19,iz24,iz37,iz38,iz38br,iz40,iz41,ip20,ip21,ip22,ip23,ip24,inp27a,ip41,ip4bra,ip71,ip42,ip4bra2,ip72,ip43,ip4bra3,ip73,ip44,ip4bra4,ip74,ii20,ii21,ii22,ii23,ii41,ii4br,ii61,ii42,ii4br2,ii62,ii43,ii4br3,ii63,is20,is21,is22,is23,is24,is25,is26,is27,is28,is29,is210,is211,is41,is4br,is61,is42,is4br2,is62,is43,is4br3,is63,is44,is4br4,is64,is45,is4br5,is65,is46,is4br6,is66,is47,is4br7,is67,is48,is4br8,is68,is4n,is4brn,is4n2,is4brn2,is4n3,is4brn3,io20,io21,io22,io23,io24,io25,io26,io27,io28,io48a,io48c,io41,io4br,io42,io4br2,io43,io4br3,io44,io4br4,io45,io4br5,io46,io4br6,io47,io4br7,io48,io4br8,io48b,io4br9,io48d,io4br10,in25,in26,in11a,in12a,in29a,in29b,in29,in30,in32,in33,in35,in36,in38,in39,in41a,in42,he070,he067,he068,he069,in45,in46,in48,in2012,in16,in18,in20,in22,in49a,in50,psy1,psy2,psy3,psy4,psy5,psy6,gebeur1,gebeur2,gebeur3,gebeur4,gebeur5,gebeur6,gebeur7,gebeur8,gebeur9,laag,hoog,pro1,pro2,pro3,pro4,dnbbaan,laagpr,hoogpr,pr0,pr1a,pr2a,pr3a,pr4a
34215,2,201220,170,67,3,4,1,3, ,2,2,2,0, , , ,9,8, , , , ,1,2711, , ,1, , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,1, , , , , , , , , , , , , , , , , , ,-9,1,2, ,1,1700,2, ,-7, ,2, ,2, ,2, ,2,1,128,2,1,1,2, , , ,1,2772, , ,36000, , , , , , , ,0,0,0,0,0,0,1,0,0,34000,36000,10,30,75,90, ,2,4,3,1,20,30,5
34233,1,201220,172,74,2,3,2,3, ,2,2,3, , , , , ,9,9, , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,1,2,1, , , ,15297, , ,11339, , , , , ,1,2,2,2, , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,832, , , , , ,2,2,2,2,2,2,2,2,2,2,1, , , , , , , , , , , , , , , , , , ,1285, ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,133,2,1,1,-7, , , ,1,27113, , ,24567, , , , , , , ,0,0,0,0,0,0,0,1,0,24000,25000,90,90,90,90, ,-5,0,1,80,80,80,80
34567,1,201220,170,78,2,3,1,3, ,2, ,1, , , , , , ,5,0, , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,1,2,1, , , ,12000, , ,9500, , , , , ,1,2,2,2, , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,1092, , , , , ,2,1,2,2,2,2,2,2,2,2,2,765, , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2,1,215,1,2,1,2, , , ,1,-9,6, ,29000, , , , , , , ,0,0,0,0,0,0,1,0,0,25000,26500,100,100,100,100, ,2.5,0,3,100,75,20,10
34567,2,201220,165,75,3,3,1,2,2,2, ,3, , , , , ,5,8, , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,2,2, , , , ,11400, , , , , , , , ,1,2,2,2, , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,1092, , , , , ,2,2,1,2,2,2,2,2,2,2,2, , ,950, , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2,1,214,1,2,1,2, , , ,1,29000, , ,29000, , , , , , , ,0,0,0,0,0,0,1,0,0,25000,26000,0,5,8,20, ,3,3.5,3,0,0,20,0
34639,1,201220,175,95,3,3,2,3, ,2, ,2, ,1,10, ,7,4, , , , ,1,32000, , ,1, , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,2,2,1,2,2,2,2,2,2,2,2,2, , , ,4900, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,1, , , , , , , , , , , , , , , , , , ,2700, ,2, ,2, ,2, ,2, ,-7, ,2, ,2, ,2,1,-9,1,1,1,2, , , ,1,-9,8, ,27600, , , , , , , ,0,0,0,0,0,0,0,1,0,24000,24000,,,,,100,3.5,4,4,0,0,70,70
34639,2,201220,165,84,2,3,2,3, ,2, ,3, , , , ,8,8, , , , ,0, , , , , , , , , , , , , , , ,1,2,2,-9,3,2, ,1,1,-9,3,2, ,2,1,2,2,2, ,7000, , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,1, , , , , , , , , , , , , , , , , , ,-9,3,2, ,2, ,2, ,-7, ,2, ,2, ,2, ,2,1,150,1,2,1,-7, , , ,1,33000, , ,28000, , , , , , , ,1,0,0,0,0,0,0,0,0,240000,30000,,,,, ,5,5.4,5,5,7,8,10
34725,2,201220,170,59,2,3,2,3, ,2, , , , , ,9,8,7, , , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2,5, ,2,1,1,2, , , ,2, , , ,-9,9, , , , , , ,0,0,0,0,0,0,0,1,0,46800,47520,10,30,50,70, ,2.5,5,3,5,10,25,30
34727,1,201225,172,67,2,3,2,3, ,2, ,1, ,1,4,9,7,5, , , , ,1,43000, , ,3, , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,2,2,2,2,2,2,2, , ,4500, , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,95,2,2,6,2, , , ,1,32000, , ,-9,9, , , , , , ,0,0,0,0,0,0,0,1,0,4500,5000,10,10,20,40,10,1,3,2,10,50,20,5
34833,1,201220,165,85,2,3,1,3, ,2, ,1, , , , , , ,5,2, , ,1,-9,1, ,3, , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,1,2,1, , , ,-9,5, ,9,3, , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,1,-9,-7, ,-7, ,2, ,2, ,2,1,-9,2,1,1,2, , , ,1,-9,6, ,-9,5, , , , , , ,0,0,0,0,0,0,0,1,0,15000,15000,,,,, ,2,3,4,50,50,30,20
34862,1,201225,195,106,2,3,2,3, ,2,0,0,0,2, ,7,7,7, , , , ,1,70000, , ,1, , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,248,2,1,1,2, , , ,1,-9,7, ,-9,8, , , , , , ,0,0,0,0,0,0,0,1,0,35000,45000,100,90,80,70,0,2,4,3,0,0,25,0
34941,1,201220,180,60,2,3,2,3, ,2,0,1,0,1,3,9,7,6, , , , ,1,54123, , ,3, , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,1,200,-7, ,-7, ,2, ,2, ,2,1,106,2,1,6,2, , , ,1,48290, , , , , , , , , , ,0,0,0,0,0,0,0,1,0,20000,35000,20,40,70,90,10,1,3,2,1,20,20,3
35035,1,201220,185,88,2,4,2,3, ,2, ,1, ,2, , ,9,9, , , , ,1,115000, , ,1, , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,1, , , , , , , , , , , , , , , , ,300, ,1200, ,2, ,2, ,2, ,-7, ,2, ,1,3900,2, ,2,1,128,2,1,1,1,40000,12,4,1,-9,8, ,-9,9, , , , , , ,0,0,0,0,0,0,0,1,0,10000,116000,10,80,10,0,5,2,7,4,5,40,20,5
35283,1,201220,185,90,1,3,2,3, ,2, , , , , , , ,10,10, , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,1,1,1, , , ,9445, , ,12221, , ,3647, , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,2985,2,2,1,-7, , , ,1,21217, , ,30746, , , , , , , ,0,0,0,0,0,0,0,1,0,24000,25000,5,5,5,10, ,2,5,3,100,25,5,5
35283,2,201220,159,72,2,1,2,3, ,2, ,3, , , , , , ,10,10, , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,1,2,1, , , ,9445, , ,911, , , , , ,1,2,2,2, , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,1644, , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,5, ,2,2,1,-7, , , ,2, , , ,-9,8, , , , , , ,0,0,0,0,0,0,0,0,1,15000,20000,50,50,50,50, ,2,10,4,0,50,10,0
35322,1,201220,173,85,2,3,2,3, ,1,0,2,0, , , , ,6,5, , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,1,2,1, , , ,-9,-9,-9,9,-9,9, , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,-9,2,1,-9,-7, , , ,1,-9,-9,-9,-9,8, , , , , , ,0,0,0,0,0,0,0,0,1,35000,30000,,,,, ,1,2,2,0,0,0,0
35322,2,201220,162,86,2,3,1,3, ,2, ,1, , , , , ,4,2, , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,1,2,2,2, ,-9,4, , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,1, , , , , , , , , , , , , , , , , , ,200, ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,116,2,1,1,-7, , , ,2, , , ,-9,6, , , , , , ,0,0,0,0,0,0,0,1,0,15000,20000,95,95,95,99, ,2.5,3,2,0,5,99,1
35335,1,201220,170,61,2,4,2,2,1,2, ,3, ,1,7, ,7,6, , , , ,1,40836, , ,1, , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,2,1,2,2,-9,-9,-9, , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,1,-9,2, ,2, ,1,1300,1,1200,2,1,120,2,1,1,2, , , ,2, , , ,38245, , , , , , , ,0,0,0,0,0,0,1,0,0,38000,39000,80,80,90,90,1,3,6,4,10,30,60,10
35451,1,201220,184,88,2,3,2,3, ,2,2,2,0, , , , , ,5,5, , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,2,2, , , , ,-9,1, , , , , , , ,1,2,2,2, , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,-9,2, , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,290,1,1,3,-7, , , ,2, , , ,-9,6, , , , , , ,0,0,0,0,0,0,0,1,0,0,0,,,,, ,2.4,4,2,70,20,50,20
35451,2,201228,170,80,2,4,1,3, ,2,3,4,0, , , , , ,5,3, , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,2,2, , , , ,-9,-9,-9, , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,145,1,1,1,-7, , , ,2, , , ,-9,5, , , , , , ,0,0,0,0,0,0,0,1,0,0,0,,,,, ,1.5,2.5,1,0,0,10,10
35692,1,201220,190,81,2,3,2,3, ,2, , , , , , , , ,5,3, , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,2,1, , , , ,9445, , , , , ,9510, , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , , , , , , , ,650, , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,108,2,2,1,-7, , , ,1,-9,7, ,27000, , , , , , , ,0,0,0,0,0,0,0,1,0,26000,28000,20,40,60,70, ,1,3.6,2,20,40,25,20
35692,2,201220,165,67,1,3,2,3, ,2, , , , , , , ,8,7, , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,2,1, , , , ,9445, , , , , ,9500, , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,106,2,2,1,2, , , ,1,9906, , ,42000, , , , , , , ,0,0,0,0,0,0,0,1,0,26000,28000,50,45,40,30, ,1.5,3.5,3,5,20,50,15
35753,1,201220,184,81,2,3,2,3, ,2,1, , , , , ,10,8, , , , ,1,28000, , ,3, , , , , , , , , , , ,1,2,1,-9,5,2, ,1,1,-9,3,2, ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,1,25000,2,1,100,2,2,1,1,25000,9,4,1,55000, , ,40000, , , , , , , ,0,0,0,0,0,0,0,1,0,40000,50000,0,0,0,0,0,2,5,1,0,50,50,0
35758,1,201225,170,170,2,3,2,2,1,2,0,0,0,2, , ,10,10, , , , ,1,75000, , ,3, , , , , , , , , , , ,1,1,1,-9,1,1,-9,1,1,-9,1,1,-9,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,1,200,2, ,2, ,2, ,2, ,2,1,160,2,1,1,2, , , ,1,-9,9, ,-9,10, , , , , , ,0,0,0,0,0,0,0,1,0,44000,45000,20,20,20,20,0,10,10,10,5,50,20,10
35910,1,201220,162,54,2,3,2,1, ,2, ,1, , , , , , , ,5,2, ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,1,2,1, , , ,-9,5, ,9,6, , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,1,2,2,2,2,2, , , , , , , , , ,4, , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2,1,120,2,1,1,-7, , , ,1,-9,7, ,-9,8, , , , , , ,0,0,0,0,0,0,0,1,0,25000,30000,0,10,40,50, ,-4,3,5,0,4,2,1
36025,1,201220,169,82,2,3,2,1, ,2,0,0,0,1,3,10,8,5, , , , ,1,42000, , ,3, , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,1,-9,2, ,2, ,2, ,2, ,2,1,-9,2,1,6,1,28000,12,1,1,-9,8, ,-9,7, , , , , , ,0,0,0,0,0,0,0,1,0,30000,55000,10,10,15,20,50,3,6,4,80,70,50,40
36025,2,201220,168,62,2,3,2,3, ,2,0,0,0,2, ,10,8,8, , , , ,1,-9,3, ,3, , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,1,100,2, ,2, ,2, ,2, ,2,1,-9,2,2,6,2, , , ,1,-9,6, ,-9,8, , , , , , ,0,0,0,0,0,0,0,1,0,25000,30000,20,20,20,20,20,2,7,3,100,60,40,20
36025,3,201220,168,58,2,3,2,3, ,2,0,0,0, , ,10,10,10, , , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2,5, ,2,1,6,-7, , , ,2, , , , , , , , , , , ,0,0,0,0,0,0,0,1,0,20000,100000,100,100,100,100, ,1,8,4,0,50,40,25
36048,1,201220,179,80,2,4,1,3, ,2,0,2,0, , , , , ,5,2, , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,1,2,1, , , ,9445, , ,31362, , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,1, , , , , , , , , , , , , , , , ,300, ,500, ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,3,1,220,2,1,6,-7, , , ,1,24508, , ,40800, , , , , , , ,0,0,0,0,0,0,1,0,0,39000,42000,60,80,80,30, ,2.1,3.5,3,20,60,20,10
36048,2,201225,163,46,4,5,1,3, ,2,3,6,1, , , , , ,0,0, , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,2,2, , , , ,-9,4, , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,1, , , , , , , , , , , , , , , , ,-9,1,-9,1,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,3,1,120,2,2,1,-7, , , ,1,-9,3, ,40000, , , , , , , ,0,0,0,0,0,0,0,1,0,35000,40000,10,20,30,30, ,2,3,2,10,50,15,10
36079,1,201220,194,107,1,3,2,2,1,1,0,0,0,2, ,10,10,10, , , , ,3,-9,3, ,3,-9,1, ,3,-9,2, ,3, , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,2,2,2,2,2,2,2,2,-9,2, , , , , , , , , , , , , , , , , , ,1,-9,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,98,2,2,1,2, , , ,2, , , ,-9,6, , , , , , ,0,1,0,0,0,0,0,0,0,18000,25000,20,40,60,75,25,5,35,4,60,25,35,20
36122,1,201220,172,83,2,2,1,3, ,2, ,1, ,1,160, ,4,3, , , , ,1,37580, , ,1, , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,2,1,2,2,25000, , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,-9,2,1,1,2, , , ,1,-9,6, ,23000, , , , , , , ,0,0,0,0,1,0,0,0,0,22000,23500,0,10,20,30,60,3,5,5,0,40,40,10
36198,1,201225,180,82,2,3,2,1, ,2, ,3, ,1,4,9,8,5, , , , ,1,59720, , ,1, , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2, , , ,2490, , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,1, , , , , , , , , , , , , , , , , , ,161, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3,1,107,1,1,1,2, , , ,1,42000, , ,36000, , , , , , , ,0,0,0,0,1,0,0,0,0,22000,35000,20,30,40,50,100,1,3.5,2,30,50,20,5
36268,1,201220,179,74,2,3,2,3, ,2,1,1,0, , , , , ,6,3, , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,1,1,1, , , ,9445, , ,35855, , ,5676, , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,1, , , , , , , , , , , , , , , , , , ,2750, ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,256,2,1,1,2, , , ,1,50976, , ,38500, , , , , , , ,0,0,0,0,0,0,0,1,0,37000,38500,10,10,20,30, ,2.5,3.5,3,0,30,10,0
36385,1,201220,186,86,3,3,2,2,1,2,0,0,0,2, ,8,8,7, , , , ,1,21000, , ,3, , , , , , , , , , , ,1,1,2,50, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,-9,2,2,-9,2, , , ,1,-9,6, ,-9,7, , , , , , ,0,0,0,0,0,0,0,1,0,21000,30000,20,80,90,90,20,3,5,3,0,0,60,30
36487,1,201220,183,76,2,3,2,3, ,2,0,0,0,2, , ,7,7, , , , ,1,37576, , ,1, , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,1, , , , , , , , , , , , , , , , ,377, ,100, ,2, ,2, ,1,240,-7, ,-7, ,2, ,2, ,2,1,241,1,1,1,2, , , ,1,-9,7, ,2500, , , , , , , ,0,0,0,0,0,0,1,0,0,30000,40000,0,50,50,0,0,3,5,3,0,10,10,2
36525,1,201220,157,70,2,3,2,1, ,2, , , , , , , ,8,7, , , ,1,15347, , ,1, , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,2,1,2,2,2,2,2,2,2,2,2,2,10791, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,2, ,2, ,2, ,2,1,98,2,2,1,2, , , ,1,-9,6, ,-9,8, , , , , , ,0,0,0,0,0,0,0,1,0,22000,35000,10,5,2,0, ,2.5,5,3,1,3,30,10
36576,1,201220,180,90,3,3,2,2,1,2, ,2, , , , ,7,6, , , , ,1,-9,4, ,1, , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,2,2,1,2,2,2,2,2,2,2,2,2, , , ,-9,4, , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,98,2,2,1,2, , , ,1,-9,6, ,-9,7, , , , , , ,1,0,0,0,0,0,0,0,0,22000,23000,10,20,30,20, ,2,3.5,2,50,1,10,1
36595,1,201220,165,79,2,3,2,3, ,2,0,2,0, , ,8,8,6, , , , ,0, , , , , , , , , , , , , , , ,1,2,1,-9,8,1,-9,1,1,-9,3,1,-9, , , , , , , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,1,-9,-7, ,-7, ,2, ,2, ,2,1,125,1,1,2,-7, , , ,2, , , ,-9,7, , , , , , ,0,0,0,0,0,0,0,1,0,25000,36000,30,40,50,60,20,1.5,4,2,0,40,30,10
