nohhold,nomem,inkhh,inknorm,inkrond,finsitu,inkeven,inkaank,inksec,loan1,loan2,loan3,ink25a,ink25b,ink25c,ecsit,zinvol,opzij,hoevopzy,opzij12,spaarm01,spaarm02,spaarm03,spaarm04,spaarm05,spaarm06,spaarm07,spaarm08,spaarm09,spaarm10,spaarm11,spaarm12,spaarm13,spaarm14,spaarm15,spaarm16,spaar1,spaar2,spaar3,spaar4,spaar5,spaar6,beschryf,toek01,toek02,toek03,toek04,toek05,toek06,toek07,toek08,toek09,toek10,toek11,toek12,uitgeven,plannen,periode1,bijhoud,potjes,pin1,pin2,chip1,chip2,autom,foon,intern,zon,her1,her2,her3,her4,baby,plan,uitspr,hhrela,beslis,geldh,geluk,kenltd,kenhh,kenink,kenopl,kenwerk,manuur,vrouwuur,kunde,advies,con01,con02,con03,con04,con05,con06,con07,con08,con09,con10,work01,work02,work03,work04,work05,work06,work07,work08,work09,jeugd1,jeugd2,jeugd3,jeugd4,jeugd5,jeugd6,jeugd1_x,jeugd2_x,jeugd3_x,jeugd4_x,jeugd5_x,jeugd6_x,toek01_x,toek02_x,toek03_x,toek04_x,toek05_x,toek06_x,toek07_x,toek08_x,toek09_x,toek10_x,toek11_x,toek12_x
24070,1,4,2,3,4,2, , ,2,3,2,4,2, ,2,1,1,2,1,1,6,6,6,6,1,2,2,1,7,1,1,1,7,7,2,7,4,1,4,1,1,-7, , , , , , , , , , , , ,6,2,1,4,1,1,2,1,2,1,1,4,10,0,0,0,0,1,1,5,1,3,1,1,8,4,-9,3,4,45,30,1,6,4,1,2,1,4,4,1,4,1,2, , , , , , , , , , , , , , , ,4,5,1,2,1,1,6,6,2,2,2,2,6,6,2,2,2,2
24074,1,3,2,4,4,3, , ,-7,2,2,4,2, ,3,2,1,2,1,2,6,6,6,5,5,4,6,4,6,5,1,6,7,7,6,7,7,1,7,2,1,-7, , , , , , , , , , , , ,5,2,1,2,1,1,3,1,2,1,1,4,70,80,20,10,95,2, , , , , ,2,7,4,-9,5,4,40,15,2,1,4,4,1,1,4,5,1,4,1,3,6,6,5,6,5,7,6,2,2, , , , , , ,3,5,3,4,2,2,5,4,3,4,4,4,6,5,3,3,3,4
24079,1,4,2,5,5,3, , ,2,2,2,4,1,4,3,2,1,2,2,1,1,5,5,6,4,5,6,1,7,5,1,1,7,7,5,7,7,1,5,2,7,-7, , , , , , , , , , , , ,6,5,2,3,2,1,4,1,2,1,5,5,10,0,0,0,80,2, , ,1,3,2,1,5,4,8,5,4,40,25,2,1,4,5,4,1,3,4,5,3,1,3,7,7,6,7,4,7,5,7,7, , , , , , ,1,2,4,2,1,3,5,4,3,7,3,3,5,7,3,4,2,2
24079,2,4,2,4,4,2, , ,2,3,2,4,2, ,4,2,1,1,2,1,2,4,4,7,5,3,6,1,6,3,1,4,5,3,4,1,7,3,5,3,1,-7, , , , , , , , , , , , ,6,3,2,2,1,1,4,1,1,1,1,4,100,65,10,0,100,2, , ,1,3,2,1,5,3,9,5,4,40,32,2,4,3,4,2,2,5,5,2,4,2,4,2,2,6,2,6,6,4,2,2, , , , , , ,1,4,2,2,1,2,5,3,6,5,3,2,5,3,4,3,2,3
24257,1,3,2,4,4,2, , ,2,2,2,3,2, ,4,2,2, ,2,5,6,5,6,5,5,5,6,5,5,4,5,2,5,6,5,3,5,2,6,2,2,-7, , , , , , , , , , , , ,5,1,1,5,1,1,3,2, ,1,1,4,40,100,100,0,100,2, , , , , ,2,6,3,6,5,4,38,25,3,6,5,1,4,1,4,5,1,4,1,5,7,3,7,6,6,3,5,3,5, , , , , , ,3,3,4,2,2,3,6,4,5,5,5,4,6,4,2,2,3,4
24428,1,5,2,4,4,2, , ,2,4,2,4,1,3,2,2,1,3,1,3,3,6,6,6,4,4,6,3,6,5,3,4,6,6,6,1,1,1,4,1,1,-7,4,4,4,4,4,4,5,4,3,3,3,3,6,3,1,4,2,1,4,1,3,3,3,5,2,70,0,0,10,1,-9,3, , , ,2,7,2,-9,5,4,60,30,3,6,4,2,2,2,4,5,1,5,2,5,7,4,7,4,6,1,3,1,1,1,3,2,2,1,1, , , , , , , , , , , , , , , , , , 
24446,1,5,2,5,5,3, , ,2,1,2,5,1,5,3,2,1,5,1,4,7,1,7,7,1,1,7,4,7,1,1,4,7,7,1,5,5,1,7,3,5,4, , , , , , , , , , , , ,6,1,3,4,1,1,2,1,1,1,1,5,40,99,90,50,100,1,-9,3, , , ,2,12,2,8,5,4,35,0,2,2,5,1,4,1,5,5,1,4,1,5, , , , , , , , , , , , , , , ,3,5,1,4,2,4,4,5,1,6,1,7,6,5,4,5,4,5
24510,1,5,2,4,4,3, , ,-7,2,2,3,2, ,3,1,1,3,1,4,4,5,6,6,3,4,6,4,7,5,2,4,7,6,5,6,7,1,6,4,1,-7, , , , , , , , , , , , ,5,3,2,2,1,1,4,1,1,1,1,4,60,80,50,0,90,2, , ,2,4,3,2,6,2,7,6,4,36,32,2,6,2,2,4,2,4,4,1,4,1,4,7,6,6,6,6,3,2,5,5, , , , , , ,3,2,1,3,3,1,3,3,3,3,3,3,5,5,3,4,4,3
24512,1,5,2,3,3,2, , ,-7,3,2,3,1,3,-9,1,1,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-9, , , , , , , , , , , , ,4,3,3,4,2,1,4,2, ,1,-9,5,50,80,50,20,99,1,2,3,1,3,-9,2,5,4,8,5,4,38,20,2,1,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4, , , , , , ,3,2,2,1,3,2,4,4,4,4,4,4,4,4,4,4,4,4
24512,2,4,2,3,3,2, , ,-7,3,2,3,1,3,-9,1,1,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-9, , , , , , , , , , , , ,5,4,3,5,2,1,4,2, ,1,-9,5,75,100,100,3,80,1,2,3,2,3,-9,2,5,4,8,5,4,38,20,2,1,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4, , , , , , ,4,3,5,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4
24561,1,4,2,3,3,2, , ,2,4,2,3,1,3,2,1,1,2,1,1,3,3,7,6,1,1,1,1,6,3,1,6,7,6,6,4,7,2,4,1,1,-7,3,3,4,3,5,2,1,2,2,6,2,1,6,6,1,4,2,1,3,1,1,1,1,5,20,40,40,0,40,1,1,3,1,3,1,2,9,4,-9,6,4,40,20,2,8,2,3,2,4,2,3,2,4,2,3, , , , , , , , , ,1,5,3,3,3,1, , , , , , , , , , , , , , , , , , 
24561,2,4,2,3,2,2, , ,-7,3,2,3,2, ,2,2,1,2,1,2,4,5,7,7,1,4,4,2,7,5,1,4,7,7,5,7,4,1,7,1,4,1,4,4,5,6,6,4,6,4,1,4,4,4,7,4,3,4,2,1,4,2, ,3,2,4,50,95,95,0,95,1,-9,3,2,3,1,2,11,2,9,6,4,40,0,2,7,2,3,3,2,4,4,3,4,2,4, , , , , , , , , ,1,2,3,2,2,1, , , , , , , , , , , , , , , , , , 
24614,1,4,2,3,2,2, , ,2,3,2,3,2, ,3,1,1,2,1,4,4,4,6,4,4,2,4,4,7,4,4,5,7,5,6,6,7,1,5,1,1,1,4,3,5,4,4,3,4,4,4,4,5,4,4,4,1,3,1,1,4,2, ,1,1,5,60,10,0,0,30,1,1,3,1,3,1,2,6,4,7,5,4,40,5,1,8,2,5,1,1,3,4,3,3,2,3,7,7,5,6,3,3,5,7,2, , , , , , ,1,3,3,2,2,1, , , , , , , , , , , , 
24614,2,4,2,3,2,2, , ,2,3,2,3,2, ,-9,1,1,2,1,3,5,4,6,5,4,4,4,4,7,4,1,4,7,5,5,7,7,1,7,1,1,1,6,5,3,3,6,5,5,4,1,2,2,3,5,4,1,4,1,1,4,2, ,1,1,5,75,30,10,0,50,1,1,3,1,3,1,1,6,4,7,5,4,40,5,2,8,3,4,5,1,4,4,2,4,2,4,7,5,6,7,6,5,4,6,3, , , , , , ,2,3,4,3,3,3, , , , , , , , , , , , 
24674,1,3,2,3,4,3, , ,-7,2,2,4,2, ,3,1,1,2,1,2,4,6,5,6,2,5,6,2,6,6,2,5,6,5,6,6,6,1,6,2,3,-7,5,5,6,5,5,4,5,5,4,4,4,4,5,2,1,4,1,1,2,1,1,1,1,1,50,80,50,5,100,1,1,2,1,3,1,2,9,2,6,5,4,38,20,2,4,4,3,3,1,4,4,2,4,2,4, , , , , , , , , , , , , , , ,3,5,1,2,1,2, , , , , , , , , , , , 
24722,1,5,2,3,4,3, , ,1,1,2,3,2, ,4,1,1,3,1,4,6,7,5,3,3,1,6,3,5,1,1,3,6,5,7,4,1,1,5,1,1,-7,5,2,4,4,7,5,6,4,5,6,6,3,5,6,3,4,2,1,4,1,1,1,1,5,30,100,100,0,100,1,1,3,2,3,1,2,8,4,9,5,4,35,20,3,6,3,5,2,3,5,5,1,4,1,5,7,6,7,5,6,2,1,2,6,3,4,1,2,2,3, , , , , , , , , , , , , , , , , , 
24859,1,4,2,3,3,2, , ,2,2,2,3,2, ,3,2,2, ,2,7,6,6,6,6,6,4,5,7,6,5,3,6,7,7,6,7,7,1,7,4,2,-7,7,6,6,4,6,6,7,6,3,5,4,6,6,5,2,3,2,1,2,1,1,1,1,3,10,50,0,0,100,1,3,1, , , ,2,13,2,-9,4,5,0,0,1,5,3,2,3,2,3,3,2,4,1,4,4,3,4,4,4,2,6,2,1,4,4,1,4,2,1, , , , , , , , , , , , , , , , , , 
24982,1,4,2,5,5,2, , ,2,1,2,4,2, ,4,2,1,3,2,1,2,5,6,5,4,5,6,1,6,3,1,1,5,6,6,2,4,1,5,3,4,3, , , , , , , , , , , , ,6,1,2,3,1,1,4,1,3,1,1,5,70,30,0,0,100,2, , , , , ,2,5,1,9,5,4,40,25,3,8,3,2,3,3,5,5,2,4,2,5,6,7,5,6,5,1,4,7,3, , , , , , ,1,3,3,1,1,1,5,4,3,5,3,4,5,4,3,4,3,5
25032,1,4,2,2,1,1,2, ,2,2,2,3,2, ,3,2,2, ,2,3,5,5,3,6,2,2,5,3,3,3,1,4,4,3,5,3,4,1,6,6,4,4,4,4,6,3,6,2,6,5,2,5,4,4,4,4,1,2,1,1,3,1,2,1,1,5,50,100,90,1,99,1,3,3, , , ,2,6,3,7,5,1,40,20,2,1,3,3,1,4,4,5,4,3,1,3,7,7,7,7,7,3,4,7,5,1,2,4,2,1,3, , , , , , , , , , , , , , , , , , 
25039,1,5,2,4,4,2, , ,2,1,2,3,2, ,4,1,1,2,1,2,4,6,4,6,3,4,6,2,6,6,2,4,6,5,4,5,3,3,4,4,3,3,5,3,3,5,5,3,5,3,3,3,3,4,5,2,3,4,1,1,4,1,2,1,1,5,75,100,50,25,100,1,-9,3,2,1,2,2,8,2,10,6,4,40,32,3,8,2,4,2,2,3,3,4,3,2,3,6,5,6,4,4,6,5,4,3,1,2,4,2,1,1, , , , , , , , , , , , , , , , , , 
25221,1,4,2,4,4,3, , ,2,2,2,3,1,3,3,1,1,2,1,3,5,3,5,5,1,3,5,3,5,2,2,5,5,5,4,5,6,2,5,2,2,-7,4,3,4,4,3,3,4,4,2,4,3,4,5,2,3,3,1,1,4,1,3,1,1,4,10,90,90,50,90,1,2,3,2,3,1,2,11,3,9,4,2,40,40,1,1,3,3,2,3,3,4,3,2,3,3, , , , , , , , , ,1,4,3,2,2,2, , , , , , , , , , , , , , , , , , 
25247,1,5,2,4,4,2, , ,2,1,2,4,2, ,4,1,1,1,1,1,4,7,7,7,6,3,6,1,7,7,1,5,7,6,6,6,5,1,6,1,2,1, , , , , , , , , , , , ,5,2,2,5,2,1,3,1,2,1,1,4,90,99,50,10,100,2, , ,1,3,2,2,4,2,10,7,4,40,32,3,8,3,2,1,2,5,5,1,4,1,5,6,6,6,6,6,4,3,5,6, , , , , , ,1,5,3,2,1,2,5,3,4,4,3,3,6,6,2,3,2,5
25359,1,5,2,4,3,2, , ,1,4,2,4,1,4,5,1,1,3,1,7,7,7,7,7,7,7,7,5,7,7,4,4,7,7,7,7,4,5,7,4,4,-7, , , , , , , , , , , , ,7,2,3,3,2,1,4,1,2,1,1,5,50,70,70,50,100,1,3,2,1, , ,1,7,4,9,7,1,35,30,3,8,2,5,4,5,4,5,1,4,3,5,4,1,7,6,5,7,1,1,7, , , , , , ,2,2,4,2,2,2,6,5,3,6,6,7,7,5,4,2,3,2
25387,1,2,2,4,4,3, , ,2,3,2,3,2, ,3,2,1,2,1,1,2,5,5,5,4,4,6,2,6,6,4,5,5,5,4,1,3,1,4,4,4,-9, , , , , , , , , , , , ,5,5,2,4,2,1,3,1,1,1,1,5,50,0,0,0,0,2, , , , , ,2,8,4,-9,3,4,36,30,2,9,3,3,3,3,3,3,3,3,3,3,6,6,4,5,4,2,4,4,4, , , , , , ,1,3,1,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4
25430,1,-9, ,3,4,3, , ,-7,2,2,3,2, ,2,1,1,-9,1,3,6,6,6,6,5,3,6,4,6,5,1,4,7,7,7, , , , , , , ,5,3,3,5,5,5,6,6,3,4,2,2,5,3,4,5,2,1,2,2, ,3,4,4,80,40,20,0,40,1,-9,3,1,4,1,2,6,3,-9,5,4,50,24,2,1,3,5,4,1,5,5,3,5,1,5,5,5,5,3,5,1,6,1,1,1,5,1,3,1,1, , , , , , , , , , , , , , , , , , 
25540,1,4,2,4,4,3, , ,2,2,2,4,2, ,3,2,1,2,2,5,5,5,5,5,5,5,5,5,5,5,4,5,6,6,6,5,3,4,6,1,5,3,4,3,4,3,6,2,2,4,4,6,6,4,5,3,3,4,1,1,3,1,2,1,1,4,15,90,70,0,90,1,1,3, , , ,2,11,2,8,5,4,20,10,2,2,3,2,4,1,4,4,2,4,2,4,5,5,4,5,4,5,4,5,5,3,1,4,4,3,2, , , , , , , , , , , , , , , , , , 
25540,2,4,2,4,4,3, , ,2,3,2,4,2, ,3,1,1,2,1,6,6,6,5,5,2,4,4,6,5,5,1,6,5,5,5, , , , , , ,-7,1,1,5,2,5,3,1,1,2,2,1,1,6,2,2,4,2,1,2,2, ,1,1,3,50,100,100,50,100,1,1,2, , , ,1,11,2,-9,5,4,20,15,1,2,4,1,4,4,2,4,4,4,1,4,1,1,1,1,1,1,1,1,1,4,5,1,4,3,3, , , , , , , , , , , , , , , , , , 
25566,1,4,2,3,3,1,2, ,-7,2,2,3,2, ,4,-9,2, ,1,1,1,1,4,4,3,1,4,1,4,1,1,1,4,4,4,4,6,1,4,1,1,-7,1,1,3,3,4,3,4,3,2,3,3,2,4,4,1,4,1,1,3,1,1,1,3,4,75,0,0,0,0,2, , , , , ,3,6,5,-9,5,4,65,16,2,8,3,4,2,2,4,4,1,4,2,4,4,6,6,6,5,1,4,7,3,1,1,5,1,4,4, , , , , , , , , , , , , , , , , , 
25572,1,4,2,3,3,2, , ,2,2,2,3,2, ,4,3,2, ,3,5,7,4,3,7,2,3,5,6,6,2,2,4,6,3,3,2,2,5,4,4,6,4, , , , , , , , , , , , ,6,2,3,4,1,1,3,1,1,1,1,5,35,80,50,0,95,1,-9,3,2,4,1,3,11,2,8,4,4,20,0,3,6,2,2,3,2,2,3,2,3,3,4, , , , , , , , , , , , , , , ,2,5,3,4,2,1,6,6,2,2,2,5,5,5,2,2,2,2
25600,1,5,2,4,4,2, , ,2,1,2,4,2, ,4,3,1,3,1,1,3,5,5,4,2,5,4,1,5,4,5,4,6,5,4,3,3,1,5,6,4,-7,4,5,2,2,3,3,4,3,3,4,4,2,5,5,2,4,1,1,4,1,1,1,1,5,40,70,50,30,90,1,1,3,1,4,2,2,5,2,10,4,1,60,20,4,6,3,2,5,2,5,4,3,4,2,5,7,4,7,6,7,6,1,6,2, , , , , , ,1,1,4,1,3,3, , , , , , , , , , , , 
25658,1,2,2,3,4,2, , ,2,1,2,3,2, ,3,2,2, ,2,3,5,1,3,3,3,1,3,3,3,2,1,3,4,2,2,1,3,1,1,1,3,-7, , , , , , , , , , , , ,4,3,3,3,1,1,3,2, ,3,1,1,50,99,99,50,99,1,-9,3,1,3,1,1,9,2,-9,5,2,40,40,1,9,3,5,1,2,4,4,5,3,3,3, , , , , , , , , , , , , , , ,3,2,2,4,3,3,2,2,6,6,6,4,5,4,4,5,5,3
25773,1,5,2,5,5,3, , ,1,2,2,4,2, ,3,1,1,3,1,5,7,6,6,7,5,6,6,6,6,6,1,6,6,6,6,7,7,1,7,1,1,1,6,6,1,3,6,6,6,6,1,1,1,1,6,1,3,5,1,1,4,1,4,1,1,5,50,100,75,0,100,1,2,2, , , ,2,12,2,9,5,5,10,0,3,6,5,4,3,1,5,5,4,3,1,4,6,6,6,6,6,6,4,5,6,4,5,1,2,3,2, , , , , , , , , , , , , , , , , , 
25773,2,5,2,4,5,3, , ,2,2,2,4,2, ,3,1,1,4,1,7,7,6,6,6,4,6,6,7,6,6,1,6,6,5,4,7,1,1,7,1,1,1,5,4,4,4,4,6,7,6,4,3,4,4,7,1,3,5,1,1,4,1,1,1,1,1,50,100,100,0,100,1,2,2, , , ,2,12,2,9,4,2,0,0,4,6,4,3,3,2,4,4,3,2,3,3,7,7,4,6,4,3,6,6,2,3,3,2,2,2,1, , , , , , , , , , , , , , , , , , 
26034,1,3,2,4,4,3, , ,-7,2,2,4,2, ,2,1,1,2,1,1,1,5,6,7,1,4,4,1,5,6,1,1,7,5,5,4,4,1,5,2,4,2, , , , , , , , , , , , ,6,1,1,3,1,1,4,2, ,1,1,1,50,85,0,0,100,2, , , , , ,1,8,3,-9,6,4,32,32,2,1,3,2,3,1,4,4,2,3,2,4, , , , , , , , , , , , , , , ,4,5,1,4,4,4,1,1,3,2,5,2,2,5,5,5,4,4
26111,1,3,2,3,3,2, , ,-7,3,2,3,2, ,3,1,1,2,1,2,5,6,7,5,1,2,5,2,7,6,1,4,7,6,5,6,7,1,6,1,1,-7, , , , , , , , , , , , ,7,3,1,4,2,1,2,1,1,3,1,4,50,65,0,0,95,1,1,3,1,3,1,2,9,4,8,3,4,40,30,2,6,3,2,3,1,4,4,1,4,2,5,7,5,5,7,3,1,4,7,2, , , , , , ,4,3,1,2,3,2,5,3,3,3,6,4,5,2,4,3,2,3
26111,2,4,2,3,3,2, , ,-7,2,2,3,2, ,3,1,1,2,1,1,5,7,7,5,1,3,5,1,7,5,1,3,6,6,5,7,7,1,7,1,1,-7, , , , , , , , , , , , ,6,3,2,3,2,1,2,1,1,3,1,3,50,95,0,0,95,1,1,3,1,3,1,1,9,4,7,3,4,40,25,2,1,4,3,2,1,4,4,3,2,4,3, , , , , , , , , , , , , , , ,3,3,1,3,1,2,4,4,6,3,5,2,6,4,2,6,4,3
26432,1,-9, ,3,3,2, , ,2,5,2,5,2, ,-9,-9,2, ,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , , , , , , , , , , , , ,3,3,3,3,1,2, ,2, ,1,1,1,100,30,30,39,36,1,-9,5,5,5,-9,5,8,6,-9,1,4,40,30,1,7,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4, , , , , , ,4,3,3,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4
26432,2,4,2,4,4,1,1,2,-7,2,2,3,2, ,2,1,1,2,1,1,3,7,7,7,1,1,2,1,7,7,1,5,7,7,3,1,1,1,1,1,1,-7, , , , , , , , , , , , ,6,2,4,4,1,1,4,2, ,2,1,5,20,50,50,0,100,1,3,3,1,3,1,2,9,6,8,3,4,40,20,3,5,4,1,1,1,3,5,1,4,1,5, , , , , , , , , , , , , , , ,4,5,1,2,4,4,4,4,5,5,4,4,6,5,2,5,2,2
26432,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,4,3,6,5,3,-9,4,6,5,3,3,6,2,4,3,4,2,5,6,2,3,3,1,1,3,2, ,-9,2,-9,100,80,60,40,100,2, , ,1, , ,1,1,1,-9,6,1,0,0,2,1,3,3,3,3,3,3,3,3,3,3, , , , , , , , , ,3,1,2,4,2,3, , , , , , , , , , , , , , , , , , 
26432,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,4,3,5,5,5,-7,6,5,2,2,5,5,4,4,4,4,4,4,6,1,3,1,3,1,1,2, ,1,1,3,80,90,50,10,100,2, , ,1, , ,1,2,4,-9,6,1,0,0,2,1,3,3,3,3,3,3,3,3,3,3, , , , , , , , , ,1,2,2,4,2,3, , , , , , , , , , , , , , , , , , 
26529,1,4,2,4,4,3, , ,2,4,2,4,2, ,2,2,2, ,2,3,3,7,7,7,1,1,7,1,7,7,1,5,7,7,7,7,7,1,7,1,1,-7,7,7,1,7,1,1,7,7,7,1,1,1,4,1,3,5,1,1,1,2, ,3,1,3,80,10,10,0,0,1,1,3, , , ,1,8,4,-9,6,4,40,20,3,6,4,4,5,1,5,5,5,5,5,5,7,7,7,7,7,7,7,7,1,3,5,3,3,1,1, , , , , , , , , , , , , , , , , , 
26714,1,-9, ,4,4,1,1,3,1,1,2,4,2, ,4,2,2, ,2,2,4,5,5,5,3,2,5,2,5,3,2,4,3,5,4, , , , , , , ,5,4,4,3,3,3,3,4,3,5,3,4,5,4,2,3,1,1,4,1,2,1,4,5,30,90,80,50,100,1,1,3, , , ,2,6,3,10,7,2,40,40,4,8,4,2,3,2,4,5,2,5,1,4,6,6,7,6,6,6,2,5,7,1,2,3,2,2,3, , , , , , , , , , , , , , , , , , 
26728,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,1,7,4,1,-7, , , , , , , , , , , , ,5,1,2,3,2,1,3,1,1,1,2,5,50,50,20,5,100,2, , ,2, , ,1,9,2,10,5,4,30,0,4,8,5,1,1,1,4,5,5,5,1,5,7,7,7,7,7,7,7,7,7, , , , , , ,2,2,3,4,1,1,4,6,4,5,6,6,4,5,2,4,6,2
26728,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,1,6,6,1,-7, , , , , , , , , , , , ,6,1,3,5,2,1,3,2, ,1,1,1,70,50,0,0,80,1,1,3,1, , ,1,10,2,10,6,4,32,8,2,1,5,1,1,1,4,4,1,4,1,5, , , , , , , , , , , , , , , ,2,2,2,3,1,1,6,5,4,5,4,6,5,5,4,5,6,5
26728,3,5,2,5,4,2, , ,2,2,2,4,2, ,4,1,2, ,1,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,7,1,6,4,4,1, , , , , , , , , , , , ,5,1,3,3,2,1,3,1,1,1,1,5,20,10,0,0,50,2, , ,1,3,3,1,4,2,10,6,4,32,32,4,1,3,3,3,1,4,5,3,4,1,4,7,7,7,7,7,6,7,7,7, , , , , , ,1,2,2,4,1,1,7,2,6,5,7,6,6,7,5,6,4,6
26728,5,5,2,5,5,2, , ,2,1,2,4,2, ,3,2,2, ,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1, , , , , , , , , , , , ,5,5,2,4,1,1,4,1,1,1,1,5,70,0,0,0,5,2, , ,1,1,1,1,4,2,10,6,4,40,40,3,1,1,5,1,1,4,5,1,5,2,3,7,7,7,7,4,1,7,7,7, , , , , , ,1,2,3,2,1,1,1,1,2,1,1,1,7,4,1,6,7,1
26729,1,4,2,2,1,2, , ,2,3,2,3,1,3,4,3,2, ,2,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,3,5,4,4,4,-7,5,3,5,4,4,5,6,6,5,3,4,4,5,2,1,4,2,1,3,2, ,3,2,4,80,80,50,30,80,1,-9,5, , , ,1,5,4,-9,5,4,40,40,3,9,3,3,4,4,5,5,2,3,3,4,4,2,4,5,3,1,5,1,1,3,5,5,4,4,4, , , , , , , , , , , , , , , , , , 
26729,2,3,2,2,3,2, , ,1,2,2,3,1,3,3,3,1,1,2,3,3,3,3,3,3,3,3,2,3,3,6,5,5,5,5,4,3,5,5,5,3,-7,3,3,5,5,5,3,3,4,3,4,4,3,5,4,1,2,1,1,4,2, ,3,4,4,60,20,5,0,0,2, , , , , ,2,5,3,7,5,4,38,20,2,9,3,2,3,2,5,4,2,4,2,4,4,5,6,5,5,1,5,7,5,1,2,4,2,2,3, , , , , , , , , , , , , , , , , , 
26767,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,7,1,7,1,1,-7,1,1,7,5,1,1,1,1,1,1,1,1,4,4,1,1,1,1,3,1,1,3,1,4,10,50,20,0,90,2, , ,1, , ,2,2,4,-9,5,5,10,10,1,1,1,5,1,5,3,4,4,3,5,3, , , , , , , , , ,1,2,3,3,1,1, , , , , , , , , , , , , , , , , , 
26959,1,4,2,4,3,1,2, ,-7,2,2,3,2, ,2,2,1,2,2,3,6,5,5,6,1,4,5,3,7,4,1,3,7,5,4,7,3,1,7,1,1,-7,4,6,2,4,4,5,5,5,3,3,2,3,4,3,3,4,1,1,2,2, ,3,1,2,50,60,0,0,75,1,1,3, , , ,2,8,4,9,5,4,38,24,2,1,3,4,4,1,5,5,2,4,2,3,6,6,6,7,5,4,6,7,2,4,5,1,3,4,4, , , , , , , , , , , , , , , , , , 
26959,2,4,2,4,4,3, , ,-7,2,2,3,2, ,3,1,1,2,1,1,6,7,6,7,1,4,6,6,7,6,1,6,7,7,6,5,1,1,6,1,1,-7,5,2,5,6,6,5,6,6,2,2,4,5,6,2,3,5,1,1,3,1,1,3,1,4,50,10,0,0,100,1,1,3, , , ,2,10,2,6,2,4,40,24,1,8,4,3,2,4,4,5,4,3,2,4,7,7,2,7,5,1,6,7,1,2,5,1,4,3,1, , , , , , , , , , , , , , , , , , 
26986,1,6,2,5,4,2, , ,2,1,2,4,2, ,3,2,1,3,1,3,3,4,2,3,2,4,5,4,5,5,1,5,5,4,5,5,2,1,5,4,3,4,4,4,2,2,5,4,6,5,5,5,2,2,5,1,4,5,1,1,4,1,1,1,1,5,80,100,100,30,100,1,2,2,1,3,1,2,10,4,9,5,4,40,20,3,6,2,2,1,4,4,4,2,3,4,4,7,7,7,5,6,4,3,7,5,1,4,2,4,3,2, , , , , , , , , , , , , , , , , , 
26986,2,5,2,4,4,3, , ,2,2,2,3,1,4,3,3,1,2,2,6,6,5,6,7,3,4,4,6,6,5,2,5,7,5,5,7,4,2,7,3,1,2,5,5,2,6,5,4,1,4,1,2,2,5,6,2,3,3,1,1,3,2, ,1,1,1,70,100,80,0,100,1,3,2,2,3,1,2,9,2,-9,6,4,40,20,1,6,5,4,3,3,4,5,3,5,1,5,7,7,7,7,5,4,3,7,5,4,5,1,4,4,2, , , , , , , , , , , , , , , , , , 
27016,1,1,2,2,1,1,2, ,-7,3,2,3,2, ,4,3,2, ,2,1,4,6,7,7,7,1,7,1,7,6,6,4,7,7,2, , , , , , , ,5,7,1,6,6,2,1,4,7,1,1,1,2,6,1,1,1,1,3,2, ,3,1,4,50,25,25,10,99,2, , , , , ,3,7,3,8,4,4,36,36,1,1,1,5,1,4,4,4,5,1,3,2,1,1,7,2,6,1,1,1,1,1,2,4,2,3,3, , , , , , , , , , , , , , , , , , 
27035,1,4,2,2,1,2, , ,2,4,2,3,2, ,5,1,1,1,1,1,7,7,7,7,7,4,7,7,7,7,1,4,7,7,5,7,4,5,7,1,1,-7, , , , , , , , , , , , ,3,5,3,5,2,1,3,1,3,1,1,4,50,0,0,0,100,2, , , , , ,2,4,2,8,7,4,40,36,1,1,4,1,1,1,5,5,1,4,1,4,7,7,7,7,7,4,4,7,7, , , , , , ,1,5,5,2,1,3,7,5,5,1,4,7,7,4,1,1,1,1
